,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,start_date,storm_name
50,51,23.377232,24.960024,25.129616,25.591118,25.849928,25.957798,26.444925,26.526506,26.383673,26.583662,26.243986,26.01687,26.098505,24.95296,24.729507,2006-01-10T15:00:00,C3S_STORM_TRACKS_ERA5
52,53,24.52891,25.791265,25.980589,26.17201,25.896809,25.851215,25.463295,25.339916,24.906534,23.989618,23.399189,22.524313,21.678621,20.755127,19.353327,2007-01-18T03:00:00,KYRILL
53,54,21.478172,20.616972,20.370527,19.608807,19.482046,18.978868,18.273584,19.340431,19.523775,19.70673,19.954866,19.772066,19.74848,19.574757,19.050549,2007-03-17T18:00:00,C3S_STORM_TRACKS_ERA5
55,56,24.205833,23.83098,23.633142,23.069344,23.094826,22.465712,21.87221,19.85736,18.0384,17.067883,16.226456,15.907531,15.438813,15.500253,15.586728,2007-12-08T22:00:00,C3S_STORM_TRACKS_ERA5
57,58,22.721169,23.250933,22.788027,22.887243,22.405273,22.08704,22.254412,22.249235,22.67447,21.78665,21.141434,20.081604,18.90592,17.999838,17.214603,2008-01-24T22:00:00,C3S_STORM_TRACKS_ERA5
59,60,20.476957,20.383175,20.22418,19.57529,19.151728,18.974754,18.851463,17.64105,17.274054,16.595945,15.213748,14.211107,13.468442,13.168165,12.8517885,2008-02-29T12:00:00,EMMA
60,61,20.864834,20.899868,20.584076,20.167576,19.534027,18.53079,17.577497,16.867407,16.730219,16.991112,17.071701,16.829962,16.353916,15.962939,15.060392,2008-03-11T12:00:00,C3S_STORM_TRACKS_ERA5
61,62,24.654488,24.501528,24.17476,23.80118,23.143394,22.811676,22.009323,22.135927,21.62832,21.44126,21.255066,21.065983,20.548223,20.104733,19.19497,2008-12-19T13:00:00,C3S_STORM_TRACKS_ERA5
62,63,26.326052,26.972872,27.533789,27.458511,27.031218,26.323698,24.65293,24.760695,24.916817,25.003832,24.841211,24.448803,24.287981,24.119759,23.966688,2009-01-17T13:00:00,C3S_STORM_TRACKS_ERA5
63,64,24.416168,24.38168,24.141842,24.051155,23.411627,23.119162,22.654226,22.12072,21.837973,21.062744,20.55981,19.45903,19.508701,18.475946,17.642878,2009-01-23T19:00:00,KLAUS
64,65,22.921673,23.321278,23.325424,23.285295,23.067709,23.026398,23.108318,22.546024,21.85665,21.375319,19.618963,19.20628,19.286074,19.334023,19.598934,2010-02-27T09:00:00,XYNTHIA
65,66,28.908165,29.784454,30.297352,30.184841,28.750172,28.725368,27.764261,26.668427,26.058678,25.86105,25.746014,25.60553,25.251022,25.131683,25.22527,2011-02-03T15:00:00,C3S_STORM_TRACKS_ERA5
66,67,27.98295,20.014244,20.05997,19.888613,19.513418,19.619114,19.352709,18.966398,18.16286,16.899961,15.816017,13.874247,12.436056,11.529553,10.483729,2011-11-24T19:00:00,C3S_STORM_TRACKS_ERA5
67,68,23.94782,24.949352,25.546648,26.034636,26.387917,26.24982,25.529865,25.110176,25.026161,24.91253,25.022371,25.231478,25.244925,25.307653,25.089441,2011-12-08T05:00:00,C3S_STORM_TRACKS_ERA5
68,69,25.594366,25.6962,25.964577,25.46143,25.744831,25.809338,25.63373,25.972681,25.939594,23.815517,22.20483,19.541616,17.56362,16.66455,16.999334,2011-12-25T11:00:00,C3S_STORM_TRACKS_ERA5
70,71,18.666203,18.346354,18.055243,17.76323,17.546219,17.251768,16.423573,15.64937,15.101872,14.754812,14.213506,14.173836,14.829472,14.993065,15.481249,2013-10-27T19:00:00,CHRISTIAN
71,72,24.09671,24.058327,24.306818,23.852463,23.037651,22.430193,20.539478,18.108614,15.5478115,14.003443,13.171456,12.480412,11.1970415,10.826556,10.839609,2013-11-16T15:00:00,C3S_STORM_TRACKS_ERA5
72,73,27.334337,27.34934,27.263342,27.202917,26.928745,27.259531,27.961828,28.136082,27.770758,26.50088,24.882504,23.455423,22.108364,21.682957,21.245667,2013-12-05T03:00:00,XAVER
75,76,25.54734,25.909067,25.492077,25.154465,24.86608,24.153725,23.41253,23.15201,23.073465,23.779045,24.370335,24.531816,24.79092,24.701195,24.657959,2013-12-11T19:00:00,C3S_STORM_TRACKS_ERA5
76,77,16.752869,16.635166,16.134384,16.568409,16.606369,16.604734,16.331139,15.831154,15.787285,15.9521675,16.13021,16.378843,17.479998,17.803682,18.86785,2013-12-18T13:00:00,C3S_STORM_TRACKS_ERA5
77,78,26.840553,26.783329,26.39046,25.701023,25.339146,24.838663,24.523767,24.212902,23.634567,22.647617,21.453175,20.561007,19.797539,19.434353,19.168104,2013-12-26T20:00:00,C3S_STORM_TRACKS_ERA5
78,79,25.92687,26.939867,26.865458,26.595951,26.804161,26.519022,26.052288,25.549393,24.27563,23.722378,23.0934,22.588852,22.25292,21.210138,21.163622,2014-02-12T06:00:00,C3S_STORM_TRACKS_ERA5
79,80,19.717491,20.681288,20.84062,21.211468,21.533878,21.757462,21.836231,22.04689,22.39559,23.342068,23.064133,23.73284,23.30393,22.72234,22.209751,2015-01-09T20:00:00,C3S_STORM_TRACKS_ERA5
80,81,25.570885,26.287706,26.655544,26.594614,26.807156,26.601856,26.259918,24.904884,24.302322,23.74822,23.916512,22.411455,21.007124,19.221106,18.53496,2015-01-08T20:00:00,C3S_STORM_TRACKS_ERA5
81,82,22.39266,23.148588,23.734077,23.511585,23.977657,24.311085,24.325994,24.246656,24.48431,24.866571,25.38628,25.585596,25.459341,25.673409,26.01485,2015-01-12T04:00:00,C3S_STORM_TRACKS_ERA5
82,83,25.53029,25.33588,24.681145,24.116608,23.6962,23.639559,23.460257,23.335833,23.076464,22.857086,22.742773,22.628946,22.446499,21.508192,21.121435,2015-01-14T18:00:00,C3S_STORM_TRACKS_ERA5
84,85,22.555645,23.030834,22.83034,21.984314,21.662657,21.803713,22.746643,22.896513,23.455774,24.13347,24.893501,25.84224,24.961248,22.557255,21.011845,2016-01-29T04:00:00,C3S_STORM_TRACKS_ERA5
85,86,24.06119,22.727028,22.42473,21.98082,21.543844,21.131077,20.84609,20.662575,20.53971,20.322464,20.360308,20.360699,20.384336,20.454527,20.232521,2016-02-01T18:00:00,C3S_STORM_TRACKS_ERA5
86,87,19.838335,19.238016,18.466738,18.387009,17.463047,16.462759,15.437041,14.3761215,14.654805,13.876579,14.895951,14.975978,14.89502,14.725506,14.033231,2016-02-08T01:00:00,C3S_STORM_TRACKS_ERA5
88,89,27.546124,28.02527,27.825893,28.059526,28.168434,27.823633,27.358364,27.136826,26.575073,25.803501,25.742468,24.499592,23.623486,22.473227,20.089048,2016-12-26T05:00:00,C3S_STORM_TRACKS_ERA5
89,90,27.192234,27.868284,28.445114,28.479053,28.334694,28.175217,27.762938,27.392239,27.180859,26.723116,26.287275,25.847374,25.00709,24.421051,23.992235,2017-10-16T01:00:00,C3S_STORM_TRACKS_ERA5
92,93,18.006823,17.238626,17.219255,17.13815,17.099148,16.37494,16.382467,16.019905,16.333565,16.962446,17.44659,16.977095,16.75405,16.547604,15.469196,2020-02-16T20:00:00,DENNIS
94,95,21.532835,21.802536,21.53763,21.262806,21.117332,20.826908,22.505558,22.752542,22.903486,22.632862,22.288235,22.08833,21.967928,22.151667,22.066439,2020-10-31T01:00:00,AIDEN 
