storm_number,step,10m_u_component_of_wind_max,10m_v_component_of_wind_max,2m_dewpoint_temperature_max,2m_temperature_max,convective_available_potential_energy_max,convective_precipitation_max,convective_rain_rate_max,convective_snowfall_max,geopotential_500_max,geopotential_1000_max,high_cloud_cover_max,instantaneous_10m_wind_gust_max,k_index_max,large_scale_precipitation_max,large_scale_snowfall_max,mean_large_scale_precipitation_rate_max,mean_top_net_long_wave_radiation_flux_max,mean_top_net_short_wave_radiation_flux_max,mean_total_precipitation_rate_max,mean_sea_level_pressure_max,mean_surface_latent_heat_flux_max,mean_surface_sensible_heat_flux_max,mean_surface_net_long_wave_radiation_flux_max,mean_surface_net_short_wave_radiation_flux_max,mean_vertically_integrated_moisture_divergence_max,relative_humidity_10_max,relative_humidity_20_max,relative_humidity_30_max,relative_humidity_50_max,relative_humidity_70_max,relative_humidity_100_max,relative_humidity_150_max,relative_humidity_200_max,relative_humidity_250_max,relative_humidity_300_max,relative_humidity_400_max,relative_humidity_500_max,relative_humidity_600_max,relative_humidity_700_max,relative_humidity_800_max,relative_humidity_850_max,relative_humidity_900_max,relative_humidity_925_max,relative_humidity_950_max,relative_humidity_975_max,relative_humidity_1000_max,surface_pressure_max,surface_latent_heat_flux_max,surface_sensible_heat_flux_max,specific_rain_water_content_10_max,specific_rain_water_content_20_max,specific_rain_water_content_30_max,specific_rain_water_content_50_max,specific_rain_water_content_70_max,specific_rain_water_content_100_max,specific_rain_water_content_150_max,specific_rain_water_content_200_max,specific_rain_water_content_250_max,specific_rain_water_content_300_max,specific_rain_water_content_400_max,specific_rain_water_content_500_max,specific_rain_water_content_600_max,specific_rain_water_content_700_max,specific_rain_water_content_800_max,specific_rain_water_content_850_max,specific_rain_water_content_900_max,specific_rain_water_content_925_max,specific_rain_water_content_950_max,specific_rain_water_content_975_max,specific_rain_water_content_1000_max,total_precipitation_max,total_totals_index_max,vertical_velocity_10_max,vertical_velocity_20_max,vertical_velocity_30_max,vertical_velocity_50_max,vertical_velocity_70_max,vertical_velocity_100_max,vertical_velocity_150_max,vertical_velocity_200_max,vertical_velocity_250_max,vertical_velocity_300_max,vertical_velocity_400_max,vertical_velocity_500_max,vertical_velocity_600_max,vertical_velocity_700_max,vertical_velocity_800_max,vertical_velocity_850_max,vertical_velocity_900_max,vertical_velocity_925_max,vertical_velocity_950_max,vertical_velocity_975_max,vertical_velocity_1000_max
storm_51,14,16.681355,18.677841,286.47244,288.50635,55.75,0.0016884254,0.0012411983,1.1641532e-10,55892.67,51172.555,1.0,29.77548,30.487415,0.007438043,0.0,0.0020661266,-130.56798,-6.1035156e-05,0.002068875,101563.375,22.84262,87.00171,-0.041915894,-6.1035156e-05,0.002314425,19.96621,2.3177338,7.4076333,3.9601083,9.019058,3.110283,5.6509905,1.2876772,10.080513,2.7493896,4.77029,1.5184962,7.890381,3.6834717,5.514346,0.8342856,9.284424,3.311966,5.4985824,1.437348,8.392799,101571.414,82283.0,313177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007448053,50.703945,0.023730755,-0.03408432,0.0007056174,0.008329565,0.056024075,-0.034605026,-0.002235854,0.012557672,0.04144001,-0.03981352,-0.0030556486,0.014365032,0.034148216,-0.06585646,-0.0014921159,0.01697606,0.038836002,-0.05023098,-0.0018938833,0.019711748,0.084150314
storm_51,15,16.656273,18.450165,286.62866,289.2459,40.875,0.0023346893,0.0010753961,1.1641532e-10,56107.793,51353.758,1.0,29.44451,31.123722,0.006696578,0.0,0.0018601636,-131.44585,-6.1035156e-05,0.0018746746,101723.15,6.6071167,87.5,-0.72605896,-6.1035156e-05,0.002527425,16.357262,1.970993,6.208338,3.3817983,7.663933,2.6927795,4.986805,1.1960226,8.063751,2.3389587,4.098525,1.1813239,7.53302,3.7931595,5.505629,0.8704416,10.250351,3.2022781,5.7500305,1.6904379,9.3587265,101725.11,23762.0,315026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006748071,52.378162,0.020084858,-0.021583557,0.0018023346,0.005598216,0.036752224,-0.028875828,-0.0020273225,0.009150805,0.039877415,-0.049709797,-0.0020263714,0.01299382,0.033627033,-0.08044052,-0.0019962299,0.017221168,0.03518963,-0.06116867,-0.004408732,0.020183463,0.07633734
storm_51,16,16.548851,18.006775,287.13312,289.89944,29.75,0.0017941557,0.0010250018,1.1641532e-10,56289.97,51461.32,1.0,29.296581,31.450405,0.00520741,0.0,0.0014462885,-130.61029,-6.1035156e-05,0.0014687902,101861.19,13.885101,83.74341,1.108017,-6.1035156e-05,0.0026478646,13.24012,1.7763901,5.515113,2.9052353,6.6944733,2.430954,4.483798,1.096362,6.9704514,2.3460388,3.6930795,0.97994393,7.2393494,3.860382,5.4387383,0.8531901,10.82,2.9758377,5.7771735,1.7173358,10.183121,101861.93,50026.0,301474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005287718,52.378162,0.015397072,-0.013249874,0.0028277866,0.0037733342,0.027377129,-0.01897955,-0.00055179646,0.0068266043,0.033627033,-0.035646915,0.00010680102,0.010479206,0.03050232,-0.06221056,-0.0015232079,0.014602047,0.07008743,-0.06429386,-0.0031986516,0.021652238,0.07737923
storm_51,17,16.347092,18.167755,287.4607,289.96478,66.25,0.0016076416,0.0012750719,1.1641532e-10,56349.08,51538.844,1.0,29.112793,31.3595,0.005062392,0.0,0.0014062221,-130.76894,-6.1035156e-05,0.0014203582,101917.625,14.664001,79.84985,0.27104187,-6.1035156e-05,0.0025435947,11.927452,1.6030197,5.140156,2.7219057,6.068207,1.967453,3.961186,1.0578208,6.0929794,2.2221985,3.3231006,0.7987672,7.203972,3.612709,5.2427344,0.9035585,10.92614,2.7883072,5.8766513,1.6902654,10.99337,101915.234,52795.0,287446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051133614,52.379574,0.01018858,-0.011166573,0.0028449984,0.0038123487,0.0143556595,-0.020542145,-0.0011668893,0.0049804836,0.021126747,-0.03616762,-0.0014136746,0.007861937,0.019564152,-0.042418003,-0.0014189474,0.01164796,0.06435776,-0.0403347,0.0010389822,0.019140232,0.08987999
storm_51,18,15.109889,18.563126,287.72626,290.24347,67.0,0.0017329743,0.0007774278,1.1641532e-10,56435.32,51629.93,1.0,28.545734,31.600956,0.005292395,0.0,0.0014701118,-131.61508,4.5405884,0.0015021022,102038.125,14.615326,76.894775,-2.4873352,0.72039795,0.0025012186,10.841225,1.3588867,4.5142155,2.4831743,6.1743546,1.7763901,3.5182207,1.0486367,5.424263,2.1302109,3.0349476,0.63007635,6.8076935,3.5136414,5.1734486,0.9140207,10.82,2.7175446,5.9762206,1.7683928,12.171585,102041.39,52575.0,276871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054076426,52.839775,0.009147167,-0.023666859,0.0012785988,0.005011601,0.011230469,-0.01793766,-0.0017068695,0.005420996,0.018522263,-0.028354645,-0.00046094172,0.0060694036,0.018001556,-0.044501305,-0.0040968875,0.012021974,0.05341959,-0.03720951,-0.0048894053,0.016442165,0.08258772
storm_51,19,14.502213,18.786179,288.32416,290.8204,61.5,0.0023522116,0.0015426134,1.1641532e-10,56589.4,51772.38,1.0,28.241661,31.873661,0.0059574526,0.0,0.0016550669,-129.30406,88.65576,0.0017352845,102138.414,7.507721,68.48633,-4.3141327,45.815857,0.0022402657,8.732468,1.1642838,3.541032,1.9091983,5.8170013,1.553482,3.0043027,0.9868062,4.4654083,1.992218,2.8314936,0.47229362,7.0164413,3.1669006,5.112604,0.8717347,11.552399,2.8838425,6.1476264,1.9289216,14.312187,102140.9,27089.0,246580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062462613,53.226566,0.009147167,-0.021062851,0.00053582614,0.0058589424,0.028418541,-0.0148124695,-0.0010669167,0.0056410506,0.02633524,-0.01793766,0.0021864057,0.0061077536,0.012271881,-0.027833939,-0.004002656,0.008614721,0.048211098,-0.038772106,-0.0047985353,0.014586363,0.08258772
storm_51,2,23.733723,20.774109,283.6704,286.19077,92.875,0.0014000414,0.001433624,1.1641532e-10,53981.754,50011.664,1.0,33.75609,28.635296,0.006019825,0.0005958236,0.0016721766,-128.81754,185.79153,0.0019219252,100020.32,-3.5431213,70.960205,-2.567398,115.93771,0.0027984139,22.198807,8.50602,16.40384,2.6156476,35.417473,7.918686,17.309887,7.524656,25.906826,8.445869,14.7848425,3.4511847,13.006599,5.3782654,8.23798,1.503727,7.5754776,4.2885056,5.4807773,0.6812855,6.3123474,100019.33,-12701.0,255491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069190264,44.45033,0.014876366,-0.013249874,0.0012546891,0.005911367,0.024772644,-0.035125732,-0.0040036207,0.012347589,0.027377129,-0.040855408,-0.008956784,0.014238778,0.056024075,-0.08044052,-0.009930107,0.027121726,0.0424819,-0.06116867,-0.0044374242,0.020102456,0.04769039
storm_51,20,14.068939,17.937103,288.73682,291.138,66.75,0.0029016552,0.0013491183,1.1641532e-10,56653.35,51854.746,1.0,29.179285,32.49293,0.0087073445,3.9115548e-07,0.0024187109,-129.03964,234.03806,0.0024716882,102188.37,-5.3687134,52.974365,-4.350525,148.25415,0.0021599727,7.154434,1.0793686,2.9634104,1.4713607,5.2084274,1.2987366,2.6339788,0.9087882,3.807312,1.8825378,2.7540402,0.44795427,6.2274323,3.0289078,4.979885,0.815018,12.645699,3.0076752,6.138344,2.087312,15.210884,102189.76,-19322.0,190715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008898199,53.50466,0.011230469,-0.016895771,0.00073097995,0.0058831936,0.021647453,-0.014291763,-0.0007335437,0.0059758206,0.02216816,-0.023146152,0.0025322111,0.005929676,0.011230469,-0.027313232,-0.004908539,0.007182537,0.034148216,-0.042418003,-0.005097954,0.01617537,0.07633734
storm_51,21,14.584595,17.693115,289.34875,291.39896,93.375,0.0036984961,0.00095677935,9.549782e-06,56732.812,52013.664,1.0,29.35635,33.526936,0.0085147675,0.00043320772,0.0023650005,-130.54683,361.77625,0.002477122,102225.164,-21.871948,44.808105,-9.015747,238.59949,0.002078564,6.1708145,1.008606,2.570948,1.197597,4.7449265,1.1890488,2.3307443,0.81653345,3.5985565,1.8294601,2.730254,0.45071197,6.4998703,3.1916656,4.9215584,0.78620464,13.28965,3.0572128,6.2919188,2.3417659,16.183891,102227.96,-78756.0,161327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008917762,53.50466,0.01331377,-0.013249874,0.00020436391,0.0054057427,0.01748085,-0.013249874,-0.0011243181,0.0067185173,0.023210049,-0.01377058,0.0013403047,0.0065517565,0.012271881,-0.03095913,-0.005773289,0.008954728,0.036231518,-0.05596018,-0.0032622763,0.015498542,0.092484
storm_51,22,14.675552,17.802307,289.27026,291.50613,115.5,0.0026287152,0.0014904363,2.3874454e-06,56822.934,52159.02,1.0,29.085896,34.041096,0.007564349,0.0012890601,0.0021009953,-130.24539,454.53726,0.0023949053,102270.93,-21.944977,39.223877,-8.695511,318.0698,0.0018516248,5.33934,0.92368317,2.2600553,0.98530895,4.238968,1.0935211,2.0733664,0.6815738,3.6020966,1.8860703,2.6811192,0.39834595,6.984604,3.2093582,4.940877,0.87301457,13.151665,3.0112152,6.5553827,2.5908554,17.723,102268.83,-78994.0,141200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008620929,53.50466,0.015397072,-0.012729168,0.0004573884,0.005096822,0.01748085,-0.01064539,0.00052720984,0.0062151,0.014876366,-0.0148124695,0.0016291994,0.0061911666,0.020084858,-0.022625446,-0.002208113,0.00972105,0.036231518,-0.04710579,0.004571148,0.01596935,0.13831949
storm_51,23,14.901596,17.074753,289.4996,291.56366,126.875,0.0017035715,0.00045806542,1.6485574e-06,56893.67,52292.742,1.0,28.595043,34.50697,0.006141454,0.0014823214,0.0017059622,-129.31464,461.93906,0.001915074,102384.75,-27.519073,35.531006,-6.126358,324.4336,0.0016419701,4.677704,0.8776932,2.0830452,0.8577227,3.7542343,1.033371,1.9451567,0.5904068,3.531334,2.0665207,2.6635063,0.34621882,7.257042,3.5171738,4.9588246,0.9862454,12.946449,2.8767624,6.6744165,2.6096978,18.179428,102385.22,-99066.0,127950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006894361,53.50466,0.012793064,-0.016895771,-0.0006972016,0.0045833685,0.016959667,-0.011166573,0.0005248195,0.0045001786,0.012793064,-0.020020962,-2.5209316e-05,0.0068941275,0.023210049,-0.02991724,-0.003093441,0.012147027,0.036752224,-0.03095913,0.0034246892,0.012893692,0.15029907
storm_51,24,15.106583,16.61171,289.7857,291.8606,207.25,0.0017368356,0.0011947262,1.3983459e-05,57086.508,52563.1,1.0,27.499779,35.558018,0.006433049,0.0014790613,0.0017869612,-127.66995,405.648,0.0018905033,102473.414,22.769592,50.461914,3.6407776,279.4925,0.0015365854,3.8497696,0.75385284,1.8491089,0.74167174,3.4110336,1.0475235,1.8104,0.49306798,3.6622467,1.9356079,2.6768694,0.33858016,7.232277,3.616249,5.0363464,1.0456294,13.020752,2.890915,7.003478,2.5119264,18.75969,102470.5,81930.0,181681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068050567,53.50466,0.012271881,-0.01377058,0.000921326,0.0041041095,0.016438961,-0.011687279,0.003578214,0.004882663,0.015397072,-0.023146152,0.0018018564,0.0063475315,0.020606041,-0.02679205,-0.0024735646,0.011059033,0.043002605,-0.027313232,0.0035476068,0.014139488,0.15498686
storm_51,25,13.429657,16.069656,289.5952,292.06543,260.125,0.0018398929,0.000865499,1.1641532e-10,57187.285,52785.977,1.0,27.111282,35.8989,0.0068852585,0.00143042,0.0019127913,-125.16855,315.93478,0.0021803868,102559.4,60.254852,77.44946,4.1065674,214.22495,0.0015025726,3.5065613,0.6795502,1.7121723,0.6708661,3.170433,1.1218262,1.7622494,0.46055305,3.828537,1.8046951,2.773963,0.34496558,7.975296,3.4994888,5.0975647,1.1169271,13.056129,2.9687576,7.3354797,2.3453288,18.883522,102559.34,216931.0,278849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007849501,53.50466,0.0138344765,-0.009083271,0.0017817806,0.003915058,0.019043446,-0.0075206757,0.004388446,0.0046946453,0.014876366,-0.018458366,0.0021065327,0.005968893,0.0143556595,-0.016375065,-0.0014796765,0.006547487,0.032064438,-0.02991724,0.0035270457,0.013412862,0.12373543
storm_51,26,11.778931,16.211746,290.14926,292.0105,312.75,0.002095013,0.00073285727,1.5632017e-05,57191.164,52807.297,1.0,25.887514,36.59486,0.0063012857,0.0012341593,0.0017505768,-124.88298,180.44232,0.0021073846,102556.92,71.93857,82.39575,5.0963745,113.96512,0.0015232032,3.173973,0.6583252,1.5914613,0.5846696,3.1562805,1.0475235,1.7140014,0.47046727,3.6587067,1.77285,2.7946272,0.38092804,8.445869,3.368576,5.023669,1.0821067,12.224655,2.9156876,7.325667,2.2083793,17.878677,102556.68,258989.0,296588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075866897,53.50466,0.008625984,-0.0148124695,0.0009194191,0.004285932,0.014876366,-0.014291763,0.00276801,0.0045835515,0.01331377,-0.016375065,0.0006224004,0.00582929,0.02633524,-0.025229454,0.0019888675,0.0096006,0.036231518,-0.025229454,0.0036977911,0.012059169,0.112276554
storm_51,27,10.740829,16.256119,290.86746,292.635,297.875,0.0038386784,0.0016083401,1.1641532e-10,57258.992,53066.996,1.0,25.347353,37.560696,0.006351184,0.0006105595,0.0017642207,-124.14261,44.80475,0.0025900514,102622.13,58.891754,73.473145,-3.2224274,23.03656,0.0013793446,2.5477142,0.594635,1.3460917,0.449606,2.87323,1.033371,1.5610408,0.3986544,3.775467,1.7622375,2.835243,0.4604694,9.302116,3.2942734,5.2735643,1.2195857,12.189278,3.0324478,7.799327,2.2271826,19.17012,102622.42,212063.0,264563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009323463,53.431255,0.01018858,-0.008041382,0.0005339144,0.0036578553,0.014876366,-0.011166573,6.853451e-05,0.0047825165,0.010709286,-0.017416954,-0.0010434826,0.0052237497,0.019564152,-0.02679205,0.002724469,0.008340116,0.023210049,-0.04710579,-0.0018063524,0.011309628,0.104464054
storm_51,28,10.044312,16.924728,291.17487,293.22348,293.5,0.0027148444,0.0013850124,1.1641532e-10,57270.62,53170.68,1.0,24.630127,38.120304,0.0058787055,0.00017031003,0.0016329763,-127.07765,-6.1035156e-05,0.0020065042,102597.16,50.469757,65.98804,-4.3578033,-6.1035156e-05,0.0010821484,2.183281,0.4814148,1.164637,0.40649918,2.459259,0.9803009,1.387702,0.33025303,3.7153168,1.6100922,2.7454107,0.47689712,9.153511,3.173973,5.3518624,1.2453043,12.281265,3.308426,7.8174367,2.300234,19.91314,102600.21,181683.0,237517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072226636,51.968784,0.007584572,-0.008041382,0.00028376235,0.0029782609,0.01018858,-0.011166573,-0.0007196839,0.005354902,0.014876366,-0.019500256,-0.0011587568,0.005812568,0.03518963,-0.027313232,0.0044271797,0.010045645,0.038836002,-0.04918909,-0.0025056112,0.014287862,0.08987999
storm_51,29,10.422623,16.969345,291.54773,293.2763,293.0,0.002514075,0.0014597718,1.1641532e-10,57321.01,53411.97,1.0,24.131056,37.765224,0.0056861266,1.0563061e-05,0.0015794821,-125.86133,-6.1035156e-05,0.0018883771,102603.06,46.69687,61.192383,-6.177307,-6.1035156e-05,0.001193109,1.9533005,0.43187714,0.99951833,0.36956787,2.0523682,0.9838333,1.2811698,0.24490806,3.8426895,1.4544144,2.7146068,0.51853627,9.111053,3.4570312,5.6516633,1.2697867,12.850914,3.8709946,8.325151,2.4321575,20.26342,102605.55,168090.0,220319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067974012,51.195198,0.0065426826,-0.0059580803,0.0006764288,0.0026138958,0.011751175,-0.014291763,-0.0011534865,0.005137707,0.007584572,-0.01377058,-0.0024649731,0.0048217196,0.023730755,-0.014291763,0.002087874,0.0074548367,0.02529335,-0.0403347,-0.0042255437,0.011464025,0.0831089
storm_51,3,22.633408,20.470032,283.99338,286.53143,104.5,0.0010721572,0.0014792639,1.1641532e-10,54213.35,50055.266,1.0,33.11357,28.587002,0.0064642373,0.00022025546,0.0017956244,-129.36752,90.79132,0.0020017792,100222.81,-6.8535156,65.04175,-3.3097534,47.651245,0.0027761105,23.394714,7.451645,16.80756,3.31737,29.866058,7.317192,14.567456,5.966665,20.896751,7.341957,13.471047,3.3504965,12.02298,5.3075027,8.003021,1.3787322,7.42334,4.2212753,5.5529256,0.72358197,6.729851,100219.22,-24619.0,234133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072065033,40.66004,0.015918255,-0.013249874,0.0018271997,0.005423828,0.01748085,-0.02991724,-0.0040987954,0.009944067,0.02529335,-0.042418003,-0.0071828146,0.013473649,0.038836002,-0.05596018,-0.005828298,0.023290934,0.04144001,-0.06325197,-0.0017451382,0.022980021,0.045085907
storm_51,30,11.195419,16.855438,291.49634,293.49762,320.0,0.002569613,0.0015403552,1.1641532e-10,57322.95,53561.195,1.0,23.995083,37.432865,0.0061024707,0.0,0.0016949167,-130.01799,-6.1035156e-05,0.001702209,102593.34,43.216095,56.136475,-5.9953613,-6.1035156e-05,0.0014334312,1.7268524,0.4177246,0.8804709,0.32805336,1.8436127,0.9449158,1.1931016,0.1963711,3.6940842,1.475647,2.6855862,0.56114614,9.1393585,3.6587067,5.7723446,1.1712674,13.675316,4.0655975,8.482727,2.5288062,20.178505,102597.55,155634.0,202078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061280373,48.127678,0.0060219765,-0.003874302,0.0009605265,0.0018577917,0.008625984,-0.008562088,0.0002411894,0.003254475,0.01331377,-0.011687279,-0.0010229191,0.0055607343,0.024251938,-0.021062851,0.003539975,0.008409031,0.023210049,-0.031479836,-0.002472612,0.010623303,0.09300518
storm_51,31,10.956268,15.523636,291.4895,293.5751,341.5,0.003207561,0.0010343913,1.1641532e-10,57371.4,53728.836,1.0,22.71528,37.143116,0.0054023284,0.0,0.0015006489,-134.38618,-6.1035156e-05,0.0015370678,102624.8,38.3479,50.06787,-5.958969,-6.1035156e-05,0.0013079727,1.5605621,0.3611145,0.77814615,0.29640022,1.6914749,0.9343033,1.140513,0.15281296,3.5490189,1.525177,2.6700432,0.59689337,8.68293,4.0372925,5.827263,0.9445471,15.320572,4.0620575,8.605361,2.582064,20.1502,102619.76,138032.0,180220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00553352,47.09294,0.004459381,-0.004395485,0.00024645825,0.002139404,0.009147167,-0.0075206757,-0.00032222806,0.003907521,0.01018858,-0.01377058,-0.0018584853,0.004723801,0.024772644,-0.027313232,-0.00047049072,0.010551714,0.02529335,-0.028875828,-0.0040476136,0.010828871,0.07894182
storm_51,32,11.003265,15.63887,291.63672,293.69568,420.375,0.0021974766,0.0010652936,1.1641532e-10,57421.79,53871.285,1.0,24.163181,37.106182,0.007837234,0.0,0.002177013,-128.72234,-6.1035156e-05,0.0023889993,102643.3,-7.340332,29.376953,-4.5615845,-6.1035156e-05,0.001590672,1.3518066,0.3363495,0.68418443,0.26414812,1.503952,0.8600006,1.1127697,0.13627192,3.6763992,1.4190292,2.6749783,0.6056087,8.0071335,4.0019073,5.8372374,0.8281832,16.321877,4.0691376,8.762678,2.6714067,20.695076,102643.75,-26418.0,105730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008600516,46.807785,0.003938198,-0.003874302,2.5477291e-05,0.0020175506,0.009147167,-0.01064539,0.00045738753,0.0040566227,0.011230469,-0.013249874,0.0003679449,0.0051443507,0.025814533,-0.020542145,9.293026e-05,0.010315551,0.036752224,-0.034605026,0.0013020496,0.012044652,0.07581663
storm_51,33,11.360962,15.108063,291.83557,293.75714,359.125,0.002400028,0.0012225381,1.1641532e-10,57442.14,53976.906,1.0,24.537485,37.81351,0.007938592,0.0,0.002205168,-127.54303,-6.1035156e-05,0.002555558,102636.24,-10.431641,45.971924,-4.1831207,-6.1035156e-05,0.0018806197,1.1961288,0.31157684,0.59404004,0.23147324,1.4013443,0.814003,1.1015475,0.15004687,3.807312,1.4013443,2.7115886,0.5674533,7.908066,3.5242538,5.849483,0.97693425,16.933983,3.9771423,8.961441,2.7465582,21.781303,102639.305,-37563.0,165548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009200135,46.450638,0.004459381,-0.004395485,-0.0007392732,0.0015704577,0.007063389,-0.009083271,0.00028184973,0.002960626,0.01331377,-0.01064539,9.676292e-05,0.004482727,0.019043446,-0.030438423,-0.001882882,0.009795141,0.038836002,-0.03200054,0.0018917694,0.012863471,0.08935881
storm_51,34,11.432144,14.884171,292.03735,293.86588,325.375,0.002730288,0.0013438887,1.1641532e-10,57478.96,54116.45,1.0,24.219215,38.2737,0.009230502,0.0,0.002564033,-129.9704,-6.1035156e-05,0.002635648,102649.97,21.236115,56.846436,-0.57321167,-6.1035156e-05,0.0015611192,0.99798584,0.2726593,0.5119862,0.19395465,1.4154968,0.7927704,1.1070644,0.15383497,3.9665298,1.6136322,2.730293,0.46140873,8.035446,3.308426,5.8684573,1.0946106,17.14981,4.111595,9.303163,2.814109,23.316872,102649.97,76476.0,204660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009488463,45.96362,0.0028967857,-0.004916191,-0.00071200327,0.0015747071,0.0065426826,-0.0054368973,0.0004592927,0.0023868512,0.007584572,-0.010124683,-0.0007459962,0.004215503,0.018522263,-0.033563137,-0.0018369756,0.00994611,0.03154373,-0.035125732,0.0030592738,0.012040107,0.07789993
storm_51,35,10.921127,15.059662,292.22748,293.92395,457.375,0.0031496468,0.0012722192,1.1641532e-10,57528.383,54219.164,1.0,23.379463,37.955547,0.008823516,0.0,0.0024509807,-129.75357,-6.1035156e-05,0.0025683157,102683.14,37.106506,61.289307,0.7441101,-6.1035156e-05,0.0015482949,0.8564606,0.25143433,0.44148237,0.16207816,1.4084167,0.7503128,1.1160185,0.15927391,3.5207138,1.9108429,2.6883318,0.32880798,8.084976,3.2518158,5.821779,1.0878174,17.355026,3.9523773,9.514831,2.7959607,24.778145,102686.39,133552.0,220600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009246064,45.157566,0.0028967857,-0.0054368973,-0.0006460123,0.0012526495,0.0065426826,-0.0059580803,0.0005434709,0.0025829852,0.009667873,-0.009603977,-0.0008617284,0.0037315355,0.019564152,-0.03408432,-0.0008421255,0.010893752,0.058107376,-0.036688328,0.0051293154,0.013089139,0.074254036
