ArrayTaskID Nom_dossier Année Level
738 mean_surface_net_short_wave_radiation_flux 2002 0
739 mean_surface_net_short_wave_radiation_flux 2004 0
740 mean_surface_net_short_wave_radiation_flux 2005 0
741 mean_surface_net_short_wave_radiation_flux 2006 0
742 mean_surface_net_short_wave_radiation_flux 2007 0
743 mean_surface_net_short_wave_radiation_flux 2008 0
744 mean_surface_net_short_wave_radiation_flux 2009 0
745 mean_surface_net_short_wave_radiation_flux 2010 0
746 mean_surface_net_short_wave_radiation_flux 2011 0
747 mean_surface_net_short_wave_radiation_flux 2013 0
748 mean_surface_net_short_wave_radiation_flux 2014 0
749 mean_surface_net_short_wave_radiation_flux 2015 0
750 mean_surface_net_short_wave_radiation_flux 2016 0
751 mean_surface_net_short_wave_radiation_flux 2017 0
752 mean_surface_net_short_wave_radiation_flux 2019 0
753 mean_surface_net_short_wave_radiation_flux 2020 0
754 mean_surface_net_short_wave_radiation_flux 2021 0
755 mean_vertically_integrated_moisture_divergence 1990 0
756 mean_vertically_integrated_moisture_divergence 1991 0
757 mean_vertically_integrated_moisture_divergence 1992 0
758 mean_vertically_integrated_moisture_divergence 1993 0
759 mean_vertically_integrated_moisture_divergence 1994 0
760 mean_vertically_integrated_moisture_divergence 1995 0
761 mean_vertically_integrated_moisture_divergence 1996 0
762 mean_vertically_integrated_moisture_divergence 1997 0
763 mean_vertically_integrated_moisture_divergence 1998 0
764 mean_vertically_integrated_moisture_divergence 1999 0
765 mean_vertically_integrated_moisture_divergence 2000 0
766 mean_vertically_integrated_moisture_divergence 2001 0
767 mean_vertically_integrated_moisture_divergence 2002 0
768 mean_vertically_integrated_moisture_divergence 2004 0
769 mean_vertically_integrated_moisture_divergence 2005 0
770 mean_vertically_integrated_moisture_divergence 2006 0
771 mean_vertically_integrated_moisture_divergence 2007 0
772 mean_vertically_integrated_moisture_divergence 2008 0
773 mean_vertically_integrated_moisture_divergence 2009 0
774 mean_vertically_integrated_moisture_divergence 2010 0
775 mean_vertically_integrated_moisture_divergence 2011 0
776 mean_vertically_integrated_moisture_divergence 2013 0
777 mean_vertically_integrated_moisture_divergence 2014 0
778 mean_vertically_integrated_moisture_divergence 2015 0
779 mean_vertically_integrated_moisture_divergence 2016 0
780 mean_vertically_integrated_moisture_divergence 2017 0
781 mean_vertically_integrated_moisture_divergence 2019 0
782 mean_vertically_integrated_moisture_divergence 2020 0
783 mean_vertically_integrated_moisture_divergence 2021 0
784 sea_surface_temperature 1990 0
785 sea_surface_temperature 1991 0
786 sea_surface_temperature 1992 0
787 sea_surface_temperature 1993 0
788 sea_surface_temperature 1994 0
789 sea_surface_temperature 1995 0
790 sea_surface_temperature 1996 0
791 sea_surface_temperature 1997 0
792 sea_surface_temperature 1998 0
793 sea_surface_temperature 1999 0
794 sea_surface_temperature 2000 0
795 sea_surface_temperature 2001 0
796 sea_surface_temperature 2002 0
797 sea_surface_temperature 2004 0
798 sea_surface_temperature 2005 0
799 sea_surface_temperature 2006 0
800 sea_surface_temperature 2007 0
801 sea_surface_temperature 2008 0
802 sea_surface_temperature 2009 0
803 sea_surface_temperature 2010 0
804 sea_surface_temperature 2011 0
805 sea_surface_temperature 2013 0
806 sea_surface_temperature 2014 0
807 sea_surface_temperature 2015 0
808 sea_surface_temperature 2016 0
809 sea_surface_temperature 2017 0
810 sea_surface_temperature 2019 0
811 sea_surface_temperature 2020 0
812 sea_surface_temperature 2021 0
813 surface_pressure 1990 0
814 surface_pressure 1991 0
815 surface_pressure 1992 0
816 surface_pressure 1993 0
817 surface_pressure 1994 0
818 surface_pressure 1995 0
819 surface_pressure 1996 0
820 surface_pressure 1997 0
821 surface_pressure 1998 0
822 surface_pressure 1999 0
823 surface_pressure 2000 0
824 surface_pressure 2001 0
825 surface_pressure 2002 0
826 surface_pressure 2004 0
827 surface_pressure 2005 0
828 surface_pressure 2006 0
829 surface_pressure 2007 0
830 surface_pressure 2008 0
831 surface_pressure 2009 0
832 surface_pressure 2010 0
833 surface_pressure 2011 0
834 surface_pressure 2013 0
835 surface_pressure 2014 0
836 surface_pressure 2015 0
837 surface_pressure 2016 0
838 surface_pressure 2017 0
839 surface_pressure 2019 0
840 surface_pressure 2020 0
841 surface_pressure 2021 0
842 surface_latent_heat_flux 1990 0
843 surface_latent_heat_flux 1991 0
844 surface_latent_heat_flux 1992 0
845 surface_latent_heat_flux 1993 0
846 surface_latent_heat_flux 1994 0
847 surface_latent_heat_flux 1995 0
848 surface_latent_heat_flux 1996 0
849 surface_latent_heat_flux 1997 0
850 surface_latent_heat_flux 1998 0
851 surface_latent_heat_flux 1999 0
852 surface_latent_heat_flux 2000 0
853 surface_latent_heat_flux 2001 0
854 surface_latent_heat_flux 2002 0
855 surface_latent_heat_flux 2004 0
856 surface_latent_heat_flux 2005 0
857 surface_latent_heat_flux 2006 0
858 surface_latent_heat_flux 2007 0
859 surface_latent_heat_flux 2008 0
860 surface_latent_heat_flux 2009 0
861 surface_latent_heat_flux 2010 0
862 surface_latent_heat_flux 2011 0
863 surface_latent_heat_flux 2013 0
864 surface_latent_heat_flux 2014 0
865 surface_latent_heat_flux 2015 0
866 surface_latent_heat_flux 2016 0
867 surface_latent_heat_flux 2017 0
868 surface_latent_heat_flux 2019 0
869 surface_latent_heat_flux 2020 0
870 surface_latent_heat_flux 2021 0
871 surface_sensible_heat_flux 1990 0
872 surface_sensible_heat_flux 1991 0
873 surface_sensible_heat_flux 1992 0
874 surface_sensible_heat_flux 1993 0
875 surface_sensible_heat_flux 1994 0
876 surface_sensible_heat_flux 1995 0
877 surface_sensible_heat_flux 1996 0
878 surface_sensible_heat_flux 1997 0
879 surface_sensible_heat_flux 1998 0
880 surface_sensible_heat_flux 1999 0
881 surface_sensible_heat_flux 2000 0
882 surface_sensible_heat_flux 2001 0
883 surface_sensible_heat_flux 2002 0
884 surface_sensible_heat_flux 2004 0
885 surface_sensible_heat_flux 2005 0
886 surface_sensible_heat_flux 2006 0
887 surface_sensible_heat_flux 2007 0
888 surface_sensible_heat_flux 2008 0
889 surface_sensible_heat_flux 2009 0
890 surface_sensible_heat_flux 2010 0
891 surface_sensible_heat_flux 2011 0
892 surface_sensible_heat_flux 2013 0
893 surface_sensible_heat_flux 2014 0
894 surface_sensible_heat_flux 2015 0
895 surface_sensible_heat_flux 2016 0
896 surface_sensible_heat_flux 2017 0
897 surface_sensible_heat_flux 2019 0
898 surface_sensible_heat_flux 2020 0
899 surface_sensible_heat_flux 2021 0
900 total_precipitation 1990 0
901 total_precipitation 1991 0
902 total_precipitation 1992 0
903 total_precipitation 1993 0
904 total_precipitation 1994 0
905 total_precipitation 1995 0
906 total_precipitation 1996 0
907 total_precipitation 1997 0
908 total_precipitation 1998 0
909 total_precipitation 1999 0
910 total_precipitation 2000 0
911 total_precipitation 2001 0
912 total_precipitation 2002 0
913 total_precipitation 2004 0
914 total_precipitation 2005 0
915 total_precipitation 2006 0
916 total_precipitation 2007 0
917 total_precipitation 2008 0
918 total_precipitation 2009 0
919 total_precipitation 2010 0
920 total_precipitation 2011 0
921 total_precipitation 2013 0
922 total_precipitation 2014 0
923 total_precipitation 2015 0
924 total_precipitation 2016 0
925 total_precipitation 2017 0
926 total_precipitation 2019 0
927 total_precipitation 2020 0
928 total_precipitation 2021 0
929 total_totals_index 1990 0
930 total_totals_index 1991 0
931 total_totals_index 1992 0
932 total_totals_index 1993 0
933 total_totals_index 1994 0
934 total_totals_index 1995 0
935 total_totals_index 1996 0
936 total_totals_index 1997 0
937 total_totals_index 1998 0
938 total_totals_index 1999 0
939 total_totals_index 2000 0
940 total_totals_index 2001 0
941 total_totals_index 2002 0
942 total_totals_index 2004 0
943 total_totals_index 2005 0
944 total_totals_index 2006 0
945 total_totals_index 2007 0
946 total_totals_index 2008 0
947 total_totals_index 2009 0
948 total_totals_index 2010 0
949 total_totals_index 2011 0
950 total_totals_index 2013 0
951 total_totals_index 2014 0
952 total_totals_index 2015 0
953 total_totals_index 2016 0
954 total_totals_index 2017 0
955 total_totals_index 2019 0
956 total_totals_index 2020 0
957 total_totals_index 2021 0
