mean_top_net_long_wave_radiation_flux_std_PCA_1,mean_top_net_long_wave_radiation_flux_std_PCA_2,mean_top_net_long_wave_radiation_flux_std_PCA_3,mean_top_net_long_wave_radiation_flux_std_PCA_4,mean_top_net_long_wave_radiation_flux_std_PCA_5,mean_top_net_long_wave_radiation_flux_std_PCA_6,mean_top_net_long_wave_radiation_flux_std_PCA_7,mean_top_net_long_wave_radiation_flux_std_PCA_8,mean_top_net_long_wave_radiation_flux_std_PCA_9,mean_top_net_long_wave_radiation_flux_std_PCA_10
0.903191486571303,0.07059830163971066,0.3087424159255385,-0.24883035579170473,0.04574299717883993,-0.09257018966423236,0.0004098157120338043,0.13105821094648093,0.054661424566062225,-0.029048429937501095
0.9014430299179721,0.15665771669364423,0.2590758620737639,-0.27862709277942604,-0.05166301781505253,-0.08857965917333067,0.05420239629319531,0.11140697616253303,0.023232078031983176,-0.024163240153339285
0.9058121014721843,0.2417693302479165,0.18242866082590842,-0.2502885674992012,-0.1139149152697433,-0.09015322529878993,0.07989872589525393,0.08281284250376791,-0.015223965555071294,0.0021154657509033807
0.898281429634076,0.2987145562784449,0.13574427427449523,-0.2333921728816181,-0.16491770622259058,-0.057566328157789524,0.07652543270556376,0.03388117194836355,-0.03596538744118957,0.0425454892969232
0.8890147114571683,0.35160395552186124,0.059539726990404565,-0.19691291551741866,-0.19201548779045985,-0.014221877611356437,0.08901992356345616,-0.020969209678333794,-0.053890525403301734,0.06422756135176037
0.8601651777479539,0.4122245294177559,0.009073201078516254,-0.17498167659569958,-0.21851230798334345,0.041248091676648835,0.09920051925584696,-0.07495098345897817,-0.03652548161352197,0.04986149700136781
0.8404680973826557,0.4441152371465428,-0.04544064080682436,-0.1844004164615163,-0.21412496672403114,0.09183842567943708,0.05033858530986792,-0.09650942748034308,-0.006524636575019211,0.02558017808098129
0.8174587578039336,0.5005089843297501,-0.08767585561905336,-0.12288663046875266,-0.1942495691401354,0.1315728538511761,-0.0013202068663009689,-0.1062827982709491,0.0068762840049586904,-0.005378255844836481
0.8173924956358674,0.49672918119149406,-0.15420815527300213,-0.08170999012847178,-0.16826836607950404,0.12921326160146723,-0.062355603468176896,-0.08632602125949056,0.043489078891152694,-0.03758766470610581
0.8243476505114783,0.49394390325806176,-0.19768280248421374,-0.015865210830159942,-0.09488021758123805,0.11268178358089324,-0.10940869492041681,-0.04147817177586731,0.0178565946902774,-0.10800005094698689
0.8240743172276513,0.49453820751621785,-0.2288599362359655,0.03800491890845632,-0.024791721332262665,0.06616771404770197,-0.1306913823952584,0.03288328427640957,-0.002177870534320201,-0.0760181622227184
0.8015490832288458,0.4934128430586125,-0.299332616731911,0.08027075904232912,0.03584724332054236,0.017974134454459226,-0.12934530101478287,0.08679000381098928,0.014848114687600313,-0.004468854478667328
0.7644649141145096,0.5036563223279419,-0.3505961841731687,0.12619291584222914,0.10470823348078821,0.020789109697192373,-0.09927880504876391,0.07412850494285284,0.051106072535371395,0.07276762798480509
0.7590999690106308,0.46800098362992076,-0.37886778887594474,0.1719487384390716,0.15850630578477692,-0.04443235973520037,-0.04401269587101788,0.04409830153805139,0.07392316426684503,0.0788957996975946
0.730118048604519,0.4728604065849592,-0.38367581867307937,0.2258197307524343,0.19544743729712427,-0.059945052015629725,0.03773060495826816,0.014325905271506876,0.03478147176856204,0.0837010789088446
0.699118956146503,0.45346474740350945,-0.3901912637408585,0.2801678961286202,0.24761590083376717,-0.09088207809203945,0.10587479719455035,-0.013940869366958136,-0.054565559566373635,-0.02693106510702491
0.6652895529273907,0.4333321810968201,-0.3996218711641231,0.28743712962838375,0.2704145825770375,-0.11708284022361908,0.1577944682012094,-0.0373616116536079,-0.13480816658796518,-0.08864469478811007
