large_scale_snowfall_min_PCA_1,large_scale_snowfall_min_PCA_2,large_scale_snowfall_min_PCA_3,large_scale_snowfall_min_PCA_4,large_scale_snowfall_min_PCA_5,large_scale_snowfall_min_PCA_6,large_scale_snowfall_min_PCA_7,large_scale_snowfall_min_PCA_8,large_scale_snowfall_min_PCA_9,large_scale_snowfall_min_PCA_10
0.010809060517395662,1.007973118410827,0.0015143442625461607,0.00030950186536562725,-1.2513479133950835e-33,-2.012824478458231e-17,-1.3886640235937779e-16,-4.3507448195598675e-16,2.6801796819342112e-17,1.2467430813032183e-16
0.009778714648804194,1.0079839054330182,0.0013285348820936296,0.00030063424652187755,4.7563346863743364e-32,8.4011065879176e-17,1.0475212043295284e-16,4.254645816429777e-17,6.542633322609795e-17,-3.0595972241716063e-16
0.009521095265974899,1.0079864325623056,0.0012820766744005801,0.00029841702202452574,1.428652030355172e-31,-1.6741909597883696e-16,2.340258618362454e-16,5.66107437853172e-17,-1.2929454093247407e-16,1.9706572668445641e-16
0.009299853281746795,1.0079885485754678,0.001242178667081503,0.000296512871241766,-2.3831396259749288e-33,2.4679976155636693e-16,-2.036563302824385e-16,9.855447407213551e-17,-2.9691232444703543e-16,-6.182177788700629e-17
0.009313512725785901,1.0079884193856306,0.0012446419629224702,0.00029663043351240564,1.6325708227145529e-31,-8.31453195840664e-17,-3.242156854606963e-17,4.4086317900628677e-17,3.250649115779672e-16,-1.41290402072902e-16
0.9919857067848962,-0.004380832939856062,0.1788890371524661,0.0085387634909582,9.859435608998712e-33,6.452566795463032e-21,6.6299715606697466e-21,3.925439621499451e-20,-4.6040744873905766e-21,-1.969140637102227e-20
0.9919857067848962,-0.004380832939856062,0.1788890371524661,0.0085387634909582,9.859435608998712e-33,6.452566795463032e-21,6.6299715606697466e-21,3.925439621499451e-20,-4.6040744873905766e-21,-1.969140637102227e-20
0.9919857067848962,-0.004380832939856062,0.1788890371524661,0.0085387634909582,9.859435608998712e-33,6.452566795463032e-21,6.6299715606697466e-21,3.925439621499451e-20,-4.6040744873905766e-21,-1.969140637102227e-20
0.9919857067848962,-0.004380832939856062,0.1788890371524661,0.0085387634909582,9.859435608998712e-33,6.452566795463032e-21,6.6299715606697466e-21,3.925439621499451e-20,-4.6040744873905766e-21,-1.969140637102227e-20
0.9919857067848962,-0.004380832939856062,0.1788890371524661,0.0085387634909582,9.859435608998712e-33,6.452566795463032e-21,6.6299715606697466e-21,3.925439621499451e-20,-4.6040744873905766e-21,-1.969140637102227e-20
0.9919857067848962,-0.004380832939856062,0.1788890371524661,0.0085387634909582,9.859435608998712e-33,6.452566795463032e-21,6.6299715606697466e-21,3.925439621499451e-20,-4.6040744873905766e-21,-1.969140637102227e-20
0.9919857067848962,-0.004380832939856062,0.1788890371524661,0.0085387634909582,9.859435608998712e-33,6.452566795463032e-21,6.6299715606697466e-21,3.925439621499451e-20,-4.6040744873905766e-21,-1.969140637102227e-20
0.9919857067848962,-0.004380832939856062,0.1788890371524661,0.0085387634909582,9.859435608998712e-33,6.452566795463032e-21,6.6299715606697466e-21,3.925439621499451e-20,-4.6040744873905766e-21,-1.969140637102227e-20
0.9919857067848962,-0.004380832939856062,0.1788890371524661,0.0085387634909582,9.859435608998712e-33,6.452566795463032e-21,6.6299715606697466e-21,3.925439621499451e-20,-4.6040744873905766e-21,-1.969140637102227e-20
0.9919857067848962,-0.004380832939856062,0.1788890371524661,0.0085387634909582,9.859435608998712e-33,6.452566795463032e-21,6.6299715606697466e-21,3.925439621499451e-20,-4.6040744873905766e-21,-1.969140637102227e-20
