mean_surface_sensible_heat_flux_mean_PCA_1,mean_surface_sensible_heat_flux_mean_PCA_2,mean_surface_sensible_heat_flux_mean_PCA_3,mean_surface_sensible_heat_flux_mean_PCA_4,mean_surface_sensible_heat_flux_mean_PCA_5,mean_surface_sensible_heat_flux_mean_PCA_6,mean_surface_sensible_heat_flux_mean_PCA_7,mean_surface_sensible_heat_flux_mean_PCA_8,mean_surface_sensible_heat_flux_mean_PCA_9,mean_surface_sensible_heat_flux_mean_PCA_10
-0.9073651556706258,0.33832088381195197,-0.11722161336542587,-0.04526664590375888,-0.21280864101592104,-0.10957744284227222,0.010379276335142611,-0.031220688140330174,-0.02818297640795011,0.00900446238400224
-0.9117778676266877,0.28584005060580336,-0.1767922025203689,-0.02818529556416375,-0.2485980770873347,-0.05596337040918632,0.022422414825598553,-0.053526231073086364,0.012458119382594836,0.01729160218491611
-0.9141414189957489,0.23283320732737006,-0.21231487340621777,-0.004094747912184291,-0.26549053083799445,-0.009683654627447729,0.06377395207540404,-0.05104696697560619,0.041235458349503984,0.02459267626267044
-0.912927342318703,0.1897827487746505,-0.2787004991158864,0.05053048295856196,-0.23015074263588686,0.05749258362034136,0.08352337584565789,-0.025136869797490087,0.030113029514975898,0.011978852586831325
-0.9121014909339377,0.1238788261699348,-0.32719694210056827,0.09023449560463251,-0.17946688248477355,0.1068102743936405,0.08775065496478424,0.016633352065033056,0.008424389372165634,0.007876903192000951
-0.9017410653191922,0.07843021419975453,-0.36542529305318594,0.16162386377654994,-0.09682801609419259,0.13772107499886393,0.05449622971221779,0.060975144211134535,-0.0025917763142227915,-0.017348340071721435
-0.8979930435241434,0.019395810652193347,-0.3740076307948741,0.20558086860408278,0.015242532515983039,0.13688003252492273,0.0026385958650884623,0.07274450073392014,-0.029420060724516268,-0.02888266405796174
-0.8923957025358498,-0.028848403059170274,-0.33730852797190264,0.27455792715990374,0.11916886895358096,0.09335309570667706,-0.04862671204304828,0.042481532252776164,-0.021436333010277562,-0.015404019727042865
-0.8920962619961611,-0.0645167166696622,-0.26182433150886525,0.31340069225800476,0.19290427399560306,0.053755029115311846,-0.0811295555513018,0.01487870977963728,-0.023826787890084376,0.0007873242068899486
-0.8936464452287771,-0.09123018683313057,-0.14204780686378965,0.3498700136692941,0.23736749161710102,-0.0006557429735995887,-0.09033614204907862,-0.01247596956915012,0.002740301855579133,0.020646789300108586
-0.8888257394436117,-0.12795425805634525,-0.022552943838744014,0.3617120656018886,0.2606177225555545,-0.05797095607624134,-0.049668648721447876,-0.04216030770179964,0.008332766832581115,0.03857570660318525
-0.892849095932055,-0.15802115256317378,0.08429382266163538,0.3626041707619933,0.21132985522828746,-0.06968777798753137,0.009389754305283698,-0.05755648141475765,0.013165482668529785,0.02475516499785574
-0.8800086434286705,-0.2043403156875801,0.24525596642798347,0.3236821078380304,0.14351741882484162,-0.08408711500764297,0.05828870479921465,-0.04301173669056395,0.028572725026433873,-0.00648324619745153
-0.8578144641991411,-0.2482357112763219,0.360008658256585,0.2697152055179073,0.05443089882279783,-0.05698463612282104,0.0736289941490195,-0.025650470080908497,0.0240982275678312,-0.042994210810338655
-0.8232738742678846,-0.3032378727317309,0.43892037553536656,0.2056333129324598,-0.02980958007999812,-0.017316291914834327,0.0810981430426156,0.017342406173282844,0.009119319296294913,-0.043714211793192424
-0.7816317736878015,-0.3806623475138218,0.4688462502310174,0.1395698102887032,-0.09675338275340215,0.007213292227111155,0.07989452625747152,0.042419608993085264,-0.007055206062676067,-0.025642197997587494
-0.7396838449059276,-0.4818040402022123,0.4557034523920434,0.053534388790538914,-0.13235247346400153,0.03662490202582107,0.027208726551000904,0.053035198507898805,-0.021114689151793625,0.029794455958074076
-0.7020785778224451,-0.5961416310419482,0.35636518643987464,-0.0452064472681304,-0.1498080765778972,0.09479598354478638,-0.027579735428169293,0.03239718549311313,-0.031797595394738115,0.053001069326588476
-0.6587670656691174,-0.6809298059034228,0.24881691635806635,-0.11745397563535208,-0.1547179009916188,0.10143963561928186,-0.06801028802356085,-0.01320431028480502,-0.03858461314896144,0.027445189827708237
-0.6185819326509994,-0.740377100557887,0.09962024948417843,-0.18005542840433336,-0.12032576291716456,0.11340359156607803,-0.10067656543131176,-0.039003353304981454,-0.02826197594676211,-0.006066417038174068
-0.562411171786754,-0.784098325396357,-0.03315990026492047,-0.23380464443252408,-0.07661458909925124,0.07975678424884441,-0.11166067644140001,-0.026845439005116233,0.032927041909620286,-0.023583638590345783
-0.5027995268941158,-0.8160497741730793,-0.11867520778191597,-0.26557350502544574,-0.026219017779669694,0.03251660784148926,-0.07834406805420177,-0.01777649750638107,0.050194192136702113,-0.02475170292322024
-0.43479411614142083,-0.8395074554721471,-0.19022042425435232,-0.2766729461808951,0.032973083206962954,-0.02851962343620501,-0.0257845518621244,0.006703700980269755,0.06413751943496224,-0.019707031253316503
-0.3787748932464946,-0.8427285078418539,-0.24522799589311062,-0.28052225723652374,0.09668563631175141,-0.09244093703287495,0.03746014281939604,0.012062134159683938,0.032144928495262536,0.01088224730524035
-0.3076512911901868,-0.8368349154636996,-0.27183260778660595,-0.30294683120865706,0.1623827938339983,-0.13717915901795943,0.0893895899101817,0.011460898950435767,-0.029031147872724067,0.006424398651096928
-0.2579726941851387,-0.8310984685124745,-0.2632737698875676,-0.31028210203009476,0.1974445440074498,-0.1714307837123223,0.13425167647342912,0.010002220383180058,-0.07184399446728675,0.007815232783355922
