geopotential_500_min_PCA_1,geopotential_500_min_PCA_2,geopotential_500_min_PCA_3,geopotential_500_min_PCA_4,geopotential_500_min_PCA_5,geopotential_500_min_PCA_6,geopotential_500_min_PCA_7,geopotential_500_min_PCA_8,geopotential_500_min_PCA_9,geopotential_500_min_PCA_10
-0.9804128823950428,-0.21342511778106946,0.023266706495815883,0.083801071618964,0.011860344523441538,-0.009417974773876476,-0.01905164234759174,0.022399645304741964,0.014232560974394778,-0.018025560704928445
-0.9832512995040994,-0.19232368394431368,0.060474950601260714,0.08402944956301603,-0.003211398540831004,-0.016879059643282703,-0.014439193189275286,0.022804154561945143,0.013631279944101031,-0.013906853944358522
-0.9829180297341996,-0.17641276552673324,0.09584414816679293,0.0878136594495638,-0.00632148423427329,-0.03146773736434184,-0.012026088248669716,0.007235524209259706,0.010243321100399914,0.00604921195973332
-0.9827026048677318,-0.15884616733924348,0.11841209063283335,0.08949694833774545,-0.013060420267646889,-0.04783466527945974,-0.007579184412747421,-0.005768616153929703,0.014443369688287595,0.00802067200236782
-0.9835658875283582,-0.13971419335017965,0.13312879147173617,0.08410627962119685,-0.01517591008612735,-0.056099894664456106,0.006854467004954361,-0.01707958931812596,-0.0018800517287594872,0.016544989222060186
-0.9857628190452944,-0.11155875513263813,0.1540682272209177,0.06207269683479907,-0.027610531474674033,-0.045997134761419506,0.018311812334924498,-0.02359877465460923,-0.012864123528990972,0.009623785233791439
-0.9884254398833712,-0.0724663537267937,0.172241453248394,0.02188066126741286,-0.04127678053349737,-0.015427486462760858,0.03467246458001018,-0.007010576627840945,-0.01108343525293267,-0.0020435365914910535
-0.9883485308131068,-0.027667467345455058,0.17938116398740184,-0.01519947268241568,-0.05243464912653389,0.03361134007101514,0.03757441965000016,0.015101048504214676,-0.0018725485768070805,-0.013209085822600919
-0.9906347159815553,0.0028535872796198697,0.16987533437870636,-0.03304080654170975,-0.04377279756811882,0.040796899820370526,0.025331688638026647,0.009874394987540632,-0.004460513621552961,-0.009348425073553492
-0.9901053931832418,0.03109323306481883,0.1692503874828493,-0.053856656176729065,-0.026196448934217992,0.04487724956366572,-0.0019622308026794296,0.009114938206346039,-0.006765970683571914,-0.0007943607694600976
-0.9907185236217865,0.06037642484665115,0.15388205533617144,-0.06562940748999471,-0.014510086626103555,0.04456868990697727,-0.01825482889401683,0.005812484543286301,0.0008524296355271441,-0.0022573000516683014
-0.9909086708661253,0.08712852893283304,0.14014147001015,-0.07087390994530461,-0.003691045540909833,0.03285721433489278,-0.020781865239394813,0.00015289603025976043,0.007519296018316777,0.008522445012802728
-0.9912878742386091,0.10957987085813677,0.1167377827592381,-0.0765895438547758,0.009126739765644785,0.0245742504075302,-0.024873379678247706,-0.01231166154586556,0.008597474113256379,0.015860620066671435
-0.9897178377564912,0.1399349069760712,0.0960070557088944,-0.07435524435124484,0.021090712501925016,0.012631205802271265,-0.027840252324625392,-0.01859040751465197,0.005111816908481562,0.008976888180953506
-0.9855416652996564,0.17995003945060192,0.07251985246223648,-0.06759633891134699,0.03628993222515625,-0.004803048898639118,-0.020809111487194498,-0.02196192450639431,-7.832667582599114e-05,-0.0002116731331496287
-0.9822275076485066,0.20610419223223533,0.04548853589814332,-0.053720382950859256,0.04492049237901735,-0.02398332812589776,-0.011721069646817102,-0.023643282575296683,-0.002221681104542142,-0.013045847095469982
-0.9762209879202713,0.23643297410648492,0.020492556757140703,-0.04867706406259521,0.054452634393850244,-0.027065425003830145,0.002658100158282994,-0.01681316562214216,-0.007284410273809778,-0.013924070363852504
-0.9686305659043571,0.26437508391232895,-0.018746739255312353,-0.047006309669515675,0.06014311349620808,-0.033813667274811214,0.013621031197290832,-0.0024392966561641383,-0.0050611452502022595,-0.015017272258321395
-0.9599732626120648,0.2958584322427688,-0.03250042429146287,-0.041395087754072066,0.05038718865252991,-0.02567887512358445,0.021519195112228495,0.011307748294694777,-0.00808473986951366,-0.006666682209746937
-0.9520250366997236,0.32000074606299805,-0.05519539595114727,-0.02949518993291639,0.04027866671379428,-0.02121031713269551,0.02312650099476987,0.024294706978079,-0.001197814803722104,0.008035610852703767
-0.9453744623212074,0.33744853407807834,-0.0770188730293189,-0.008725201773126221,0.023507803193362188,-0.010672971081893835,0.01724691042191681,0.0302504127262457,0.00914343661680371,0.01540516294774756
-0.9341650902615626,0.3627977822038536,-0.10193379363295081,0.010626442665240168,0.0015327430905578156,0.003278637995921744,0.011042767426892863,0.027592104195615436,0.00901568545545186,0.010851600094866895
-0.922851151542942,0.38251679804777,-0.12430913641846122,0.035631418899996985,-0.023632251798245674,0.008811929048229038,0.0032139184137956107,0.016413350119093673,0.006830008729952841,0.0050103001021280565
-0.9076272959803139,0.4043142589568998,-0.14885254591416305,0.062260675573173496,-0.042096523344185316,0.0178886740179592,-0.0016898169577716296,-0.0020718789235907612,0.01081706575658528,0.010565907058508411
-0.8940185057664906,0.42214788856504043,-0.1669066695229544,0.08080625087823447,-0.05723475492296634,0.008483051966091901,-0.015097836832444578,-0.017289139930274425,-0.005588706830864746,-0.010642930699283088
-0.8798807327106072,0.43790868458957355,-0.18199383986246329,0.100481321963817,-0.07133360172687367,0.007303699035714457,-0.01812159948097011,-0.0280670044299054,-0.015999582546631013,-0.009216168759377011
