mean_top_net_short_wave_radiation_flux_mean_PCA_1,mean_top_net_short_wave_radiation_flux_mean_PCA_2,mean_top_net_short_wave_radiation_flux_mean_PCA_3,mean_top_net_short_wave_radiation_flux_mean_PCA_4,mean_top_net_short_wave_radiation_flux_mean_PCA_5,mean_top_net_short_wave_radiation_flux_mean_PCA_6,mean_top_net_short_wave_radiation_flux_mean_PCA_7,mean_top_net_short_wave_radiation_flux_mean_PCA_8,mean_top_net_short_wave_radiation_flux_mean_PCA_9,mean_top_net_short_wave_radiation_flux_mean_PCA_10
-0.05254832842578502,-0.7193157184062035,0.6361801680794186,0.20567316663087895,0.02403947940521924,-0.16772986513661078,0.00490924902628916,0.03517718034651453,-0.07264879644958222,-0.08828874658959535
0.22712858618613094,-0.6738806223850821,0.6727018667068618,-0.07889614860916963,0.014147678714803238,-0.14001070879499475,0.12318957430084827,-0.060855628499876684,-0.04338363524119597,-0.06759714431945324
0.5408387360269536,-0.5391812019845899,0.4946131984001457,-0.3380227009090396,0.09378070886577053,-0.04783731792006666,0.10983071371116368,-0.20363970906119475,-0.035335218585073144,-0.06139359611058079
0.7826732642911182,-0.3212746216232214,0.19360628543197383,-0.41306825095938426,0.1558747404351091,-0.025949531742989217,-0.011089473711960458,-0.24677013367175385,-0.04318409299895142,-0.02572828753622234
0.8936507881225066,-0.13328752716654277,-0.04671294387293808,-0.3099627761438108,0.20517426366512795,-0.05573524760237792,-0.1432617287393026,-0.16418053800804672,-0.046580625867773465,0.04031972681222533
0.925285380846964,0.04221283618826039,-0.17659670423267324,-0.1330625463160398,0.22810178505036371,-0.10689964044513124,-0.18073830969135243,-0.08410647114729679,-0.004560682780554348,0.057198014375368915
0.9071447533448567,0.2056432210911518,-0.20955381283487232,0.060141249094913196,0.21983667545917102,-0.16063476930522497,-0.1402905684742855,-0.04158445455768512,0.04573282428176289,0.03994343596112043
0.8142646107769204,0.4246644932861116,-0.14516843313845254,0.2410466324014206,0.20679781656124582,-0.17779073350276545,-0.07662587816141928,-0.03148793839667485,0.08793765620141385,0.00386420051982434
0.6079912563745526,0.6549202990489115,0.001310871166370656,0.3775526740695667,0.18073502219931262,-0.1352394121336489,-0.003366471603954283,-0.031287976871340835,0.11833851933310256,-0.03335623464223603
0.28985413976833607,0.8347931529426572,0.21253232809644712,0.37530347087654153,0.12141370207500396,-0.025460205315821934,0.0298430652991938,-0.05065282257418632,0.1371842949449734,-0.05374773664036816
-0.027641077515069747,0.8845660344962558,0.38587384499912303,0.2084053656002549,0.07054917491551413,0.07922418346425893,0.009875014377538118,-0.05587249451184905,0.11455722097497827,-0.0791726168146499
-0.27658715998230415,0.8350148418357968,0.44557103908095996,-0.04645761749268002,0.05200144475617856,0.09856603135283641,-0.06378873626113093,-0.040653803867560845,0.08431329065742463,-0.08741692558512824
-0.45183905638638583,0.7418705986713904,0.3746983668453495,-0.28907058091513693,0.06667919931988729,0.009188781126987428,-0.11475458963380257,0.028485719510715136,0.06128539077047751,-0.07408624384840934
-0.5602581845713928,0.603515581067964,0.23347650753236376,-0.4520214175674969,0.12522816113312718,-0.0831865984290742,-0.10081759483441019,0.11606138908922478,0.0185817072859391,-0.06629822307144674
