10m_magnitude_of_wind_mean_PCA_1,10m_magnitude_of_wind_mean_PCA_2,10m_magnitude_of_wind_mean_PCA_3,10m_magnitude_of_wind_mean_PCA_4,10m_magnitude_of_wind_mean_PCA_5,10m_magnitude_of_wind_mean_PCA_6,10m_magnitude_of_wind_mean_PCA_7,10m_magnitude_of_wind_mean_PCA_8,10m_magnitude_of_wind_mean_PCA_9,10m_magnitude_of_wind_mean_PCA_10
0.9354465288322494,0.21397322604670405,0.1994407200350832,-0.19299770833713797,0.0017754601363632134,0.08076672792161087,-0.06786097374926733,-0.014328418379410485,-0.017316169222854557,-0.016474811748054412
0.9268373605333893,0.2719636222599628,0.14379343512065465,-0.2198814415006784,-0.054600455029446125,0.02533138503947282,-0.06866079057530194,-0.035998470486500504,-0.031134524908100085,0.009663497725727617
0.9200730187165443,0.3202337118827003,0.09200574498767805,-0.21087405968715286,-0.07639847850329669,-0.011205975791365296,-0.04530829882872315,-0.05277583570925127,-0.03173748112619349,0.012675647848879538
0.9151672721580731,0.35217114604616506,0.03371896147805401,-0.19797890899851753,-0.08885972765218593,-0.04039353737562039,-0.03132542891860287,-0.03691256473747923,0.002873361037453466,0.01704021196788385
0.9084697225531295,0.3835095515615382,-0.018058146294872946,-0.16520376001205203,-0.09622999274689156,-0.05942550137937424,0.005644085338959642,-0.02824069145883078,0.02930599531325974,0.01396642226277232
0.8972413434086232,0.40623116163609213,-0.06477112432456088,-0.13757072077347954,-0.10821603023910743,-0.07224068955334415,0.041461973362611176,-0.008297129468989277,0.05064707140295772,0.005979124734975684
0.8902111271938321,0.42314515016941395,-0.12773769325368609,-0.09926399147767345,-0.08177490025413733,-0.08197289058148116,0.04294029006223079,0.018654009481960877,0.03495896121639215,-0.011945957811818602
0.8847390019789255,0.4317557526474856,-0.17373130370038467,-0.045032142416435474,-0.04587286803964062,-0.07036511724372396,0.06682830939347673,0.02970017066740638,0.021509004117135227,-0.019664143595553712
0.8705941889165951,0.4480953261771899,-0.21406814361594678,0.0030751076887820463,-0.018591648245886713,-0.038946512121373955,0.07350497974450011,0.04651376907790276,-0.005517473463768999,-0.01749209505990133
0.8620840465873769,0.45629847056751266,-0.22975210901055704,0.04733131502672724,0.019069279987926128,-0.021780755566329118,0.05221274499869062,0.047510149099347594,-0.04917512801672379,-0.0016085128244079639
0.8528348970462611,0.45942411354410273,-0.2430045435662943,0.09313611881864257,0.05569103297702551,-0.007289098515940109,0.029500662756971774,0.039806828527333034,-0.059691857989314666,0.017239274816044665
0.8454855953011622,0.4571793892260367,-0.2524614724284844,0.13774045185209463,0.06994980766525483,0.012091511160262877,-0.0019872577931907475,0.009806722480199044,-0.04121243139035772,0.03451058459421049
0.8268258865293029,0.4646880206517447,-0.2669684638664997,0.18801432376494245,0.06983346370087055,0.03178195357640183,-0.0286421407940146,-0.018270154926365457,-0.009000261588171125,0.03494914590210888
0.8061785704232544,0.4658534999364547,-0.2893743522561767,0.21980128867147863,0.0731385916849238,0.058859843168362264,-0.07079055466269375,-0.0354653142096838,0.021563721603093194,-0.0032097968714881408
0.784419956398477,0.4632978274366004,-0.3184166624964966,0.2425374688904955,0.06087732565609724,0.06143034114900274,-0.0878352930948488,-0.0497960562046186,0.06451388224103773,-0.051516181075517906
