large_scale_snowfall_max_PCA_1,large_scale_snowfall_max_PCA_2,large_scale_snowfall_max_PCA_3,large_scale_snowfall_max_PCA_4,large_scale_snowfall_max_PCA_5,large_scale_snowfall_max_PCA_6,large_scale_snowfall_max_PCA_7,large_scale_snowfall_max_PCA_8,large_scale_snowfall_max_PCA_9,large_scale_snowfall_max_PCA_10
0.8366917781546188,0.14014962470687925,-0.5121072574851487,-0.04017092226453498,-0.06659827289724297,-0.07411065392852653,-0.0628834187507102,0.0376128816480327,0.04550170186889919,0.02188234252145855
0.8381886045129827,0.035639982358736555,-0.513526633191507,-0.0351987486763426,-0.07801977333400788,-0.006327963911619079,-0.15555637741948128,0.041209701514902566,0.02607879355488173,0.061885374659563286
0.8417104447215001,-0.11304155670950962,-0.4834924559051793,0.022868256600184777,-0.07129079700561619,0.060605167381467956,-0.19144687537701618,0.04077267171345041,-0.04462715061057815,0.0615215856389777
0.8763050516157364,-0.1866578042429984,-0.36828850977031646,0.09835149210734476,-0.09653834529869998,0.09903920883961018,-0.16944514384061743,-0.0009919383556141375,-0.09117480430066602,0.04338508823702145
0.8831991480138461,-0.294773436077752,-0.24513186326023848,0.15633940603643773,-0.11973446541515116,0.1257989450057607,-0.12159107703210419,-0.06460990554993365,-0.07121318107645015,-0.022157422882568216
0.8678532725410781,-0.34398468662347975,-0.14381529083868747,0.24130804918456292,-0.13858900854055065,0.15241162247092852,-0.030728509720173915,-0.07375205482865566,-0.002014449878927808,-0.0580956906402188
0.8757509170415428,-0.3411650595168541,-0.050448394059938804,0.29942079472805094,-0.09599308798173395,0.06991720367809608,0.07291681383851144,-0.04507695832975149,-0.02499923284993894,-0.053065222422186954
0.8663289530134504,-0.3657904036930154,0.004693145457375396,0.2694210375637652,-0.08989723084213185,0.035133686923387995,0.1649976083651675,0.00692620640857692,-0.04726258541763839,-0.03860962270934474
0.8783748601146883,-0.38770434670669063,-0.00717289885589371,0.16111872226833532,-0.04267067560623345,0.06918436338917587,0.2007792839601123,0.06679392360421477,0.03325743172169435,-0.013771970619883634
0.8662825587306602,-0.41135112915348165,0.024862386329078945,0.14675381061973342,0.036356709555297795,0.10424394172929127,0.18818520952463608,0.11124732919603587,0.050593685796444514,0.02428126688501887
0.8583172543806189,-0.40915965995620684,0.07180717854390438,0.18261492223309106,0.1378615649226932,0.0802216787567804,0.15101883107979386,0.09962373771991899,0.030712479737681934,0.02887624946846769
0.8430024273385515,-0.4202672911178284,0.14236740360827607,0.15032261892592877,0.257953843594261,0.02574996350492356,0.025965661430471892,0.06780056903271486,0.01688332935990571,0.03396862391863033
0.804721174830774,-0.43649669230441107,0.19921358466629152,0.1260037450877635,0.3225877627172741,-0.03771274613589286,-0.0729508658981823,-0.026570304652570802,0.020782248151792738,0.04278021788141154
0.810407181614319,-0.403743538416106,0.2512189989342441,0.0490435150226938,0.30291945029617623,-0.05836529240551235,-0.1283652929886513,-0.10010561405012496,0.01513133625597038,0.05037653793782428
0.8343630604918638,-0.39361115392392304,0.2507611143520608,-0.030915628937869623,0.22855777300013994,-0.10143565803027084,-0.13420710686068893,-0.09268486442826993,0.01190736810034785,0.021087849426790387
0.854644637590961,-0.3824754083262507,0.2671711273672825,-0.14645737907566156,0.06653577047205518,-0.1179328487281874,-0.08516701680862884,-0.038642019887987156,-0.007980387351431844,-0.10742037695462588
0.8263872801291843,-0.3908638304392345,0.2579900371677443,-0.2591113995593047,-0.018949907566815274,-0.09071790143827371,-0.06018846619486148,0.022954580976414025,-0.08172149216678978,-0.13512605290243657
0.8005848774864398,-0.4020475795692363,0.295067997317226,-0.30873501911336754,-0.08728503117913751,-0.05981366620198176,-0.008457921153205712,0.06611040345750165,-0.06448107266594719,-0.06166590978754906
0.7732859843669397,-0.4201858873359297,0.3111632990251359,-0.3271040606093467,-0.15784578487343887,-0.015117574081802943,0.02918260165043977,0.03609871527777142,-0.017766248631245495,0.0011789305090890137
0.7579558112332941,-0.3943985090781183,0.3307067024209531,-0.33502867742031095,-0.20448592123480697,-0.0061690700066905045,0.07164235228365493,-0.021609308503603434,0.0484053768384075,0.08429699972728243
0.7199051178890115,-0.40385571776842566,0.33995908622450577,-0.2975959395292165,-0.29190879288618654,-0.011691892584560612,0.03080158168829806,-0.06644702025570448,0.0730511289005182,0.12633270635510352
