total_totals_index_min_PCA_1,total_totals_index_min_PCA_2,total_totals_index_min_PCA_3,total_totals_index_min_PCA_4,total_totals_index_min_PCA_5,total_totals_index_min_PCA_6,total_totals_index_min_PCA_7,total_totals_index_min_PCA_8,total_totals_index_min_PCA_9,total_totals_index_min_PCA_10
-0.883762366965767,0.30235980316058747,0.025169951239685615,0.27387316291491237,-0.15077653172166755,-0.02119775833636708,-0.014823420665985262,-0.04082872765674477,-0.1668698269656899,0.0389684165252603
-0.8573586342242225,0.36554843130196585,-0.16440695927902774,0.20193503503945429,-0.2189223910142685,0.0305529937593017,-0.060221545506498816,-0.02394672229875395,-0.11259649231193204,-0.01654083457352702
-0.816237891569195,0.39955985665801114,-0.2983085874239961,0.17236817948476715,-0.19338254515988496,0.047135064531742626,-0.09497942584223325,0.006701696641031384,-0.04181735157078539,-0.041943167510079364
-0.80391276454835,0.4012178431413634,-0.34566469951073214,0.12084693556154029,-0.1775381078702906,0.06849664991143009,-0.13720707504024238,0.06127043044640473,0.023530077568688374,-0.022431757049314424
-0.774943201557662,0.40724983478416,-0.4184460495385662,0.03879894818881303,-0.14267616951645876,0.07082754500415714,-0.1463390884000552,0.056904581935850344,0.09785837509519854,0.01873991279227267
-0.7308722763838603,0.4399997880585778,-0.4860185823279322,-0.0798468197145613,-0.07937248279208668,0.05361679597266583,-0.05698517411187897,-0.0052968644275861055,0.12669453568599062,0.04539538341556036
-0.6605203453180268,0.4612066290961096,-0.5572278026146011,-0.1748558771756478,-0.006507025469984643,0.04709878498951814,0.005236493896161572,-0.03781985014239962,0.10147342597851008,0.04780598469208877
-0.6165775768394358,0.4566027933765799,-0.5859793860837654,-0.21681069086048832,0.02204331602951579,0.020470360757738778,0.04749509127339083,-0.060209902707849164,0.12204991525374995,-0.0028678023413319475
-0.5584725013470042,0.44074726245369006,-0.6200139566353322,-0.2891299618123538,0.07767329630488082,-0.04176129177661138,0.10635107461682991,-0.03157306835236045,0.046512288984574476,-0.04139409508573515
-0.46144215761062096,0.3934001011867642,-0.5801480269433028,-0.47125696821588214,0.20490181542882566,-0.06042960579563557,0.13580116422817515,0.016469141556638884,-0.10663057828202793,-0.05414531893929561
-0.4802683171237289,0.36821066275447667,-0.4821622513855526,-0.5109967076682317,0.25158481774068014,-0.1237168494480393,0.1358749003840611,0.09923185503615942,-0.16781167468283092,0.037283288896681734
