large_scale_snowfall_std_PCA_1,large_scale_snowfall_std_PCA_2,large_scale_snowfall_std_PCA_3,large_scale_snowfall_std_PCA_4,large_scale_snowfall_std_PCA_5,large_scale_snowfall_std_PCA_6,large_scale_snowfall_std_PCA_7,large_scale_snowfall_std_PCA_8,large_scale_snowfall_std_PCA_9,large_scale_snowfall_std_PCA_10
0.6721833781855525,0.6596462043473237,0.17838958914531625,-0.1918823259840711,-0.1275387205249213,-0.08324140537455002,0.15308524578372606,-0.0052542641094002335,0.01202671185861563,-0.09250241874866187
0.7173731111788756,0.5749914778548797,0.31506946231808847,-0.17526582833596643,-0.04858741505743684,-0.11032830375150725,0.11731649266935708,0.03575080834500631,-0.04640946889911678,0.014029688135422035
0.7491335086981487,0.4676398911572279,0.4139469311036101,-0.16264191391561184,0.02994023641446096,-0.1202886832569239,0.08854176450633883,0.0406466248609878,-0.05241429233773266,0.0505820342343856
0.792244370772798,0.2902914357069253,0.5120406643988513,-0.11437207895674474,0.11067124976868238,-0.09202636948440741,0.012319404708425444,-0.0019949975281979573,0.008196684860490406,0.04690408854269382
0.8016803278517727,0.19772637339712335,0.541768610385184,-0.09725594963409598,0.13783972533899572,-0.04551852903906106,-0.019042084357649293,-0.02277890510549887,0.004324125267833419,0.05825418340465272
0.8257613962913718,0.08407612424179185,0.5313062812391613,-0.06912017818307914,0.15276653486699687,-0.01088965810984646,-0.07599153096000862,-0.02826321180590851,0.01683698309132603,0.047854887173454305
0.8542500689344853,-0.018589372425906595,0.5000925342877275,-0.042028064461653,0.11108316510266315,0.041643052366775554,-0.11499009160123591,-0.02637386436086772,-0.0015652629512868665,0.01622916827839364
0.8799324244268037,-0.12153538338075325,0.4331482061285927,0.028208738833851252,0.05989719563969245,0.09376496694161517,-0.1375892662836228,0.0011562775850713434,-0.01537222297570913,-0.034192667664803965
0.9027518063635568,-0.19913597153108856,0.3339276897832988,0.09477573803068973,0.009124072233108944,0.12721588315800753,-0.10028372947265943,0.036371870075488914,-0.025714099365216687,-0.08192089181813672
0.9120705077963424,-0.25884937120366996,0.2441165674249186,0.14776848701606138,-0.025769944385392377,0.13461080318613539,-0.03923029492103617,0.06716731580056282,-0.010241529435443666,-0.06712535373037792
0.9100542851922192,-0.2882239222956618,0.15841263143763556,0.21709643654779492,-0.022548037875977034,0.14279442733024802,0.026227376566713992,0.02727600941881044,0.019397387580353878,-0.02965860182744613
0.9106755388568784,-0.30274674805321145,0.08003051084034302,0.24844363223209984,-0.024486643879517676,0.09287321999248885,0.07352314133470225,-0.027469195309222778,0.02021911146761292,-0.04446233041723268
0.9086787568589829,-0.3241545345911692,0.004157284044017943,0.23905451459529345,-0.05324112395834906,0.05634592016313743,0.09161710253592667,-0.07631063773092803,0.03821674101640814,-0.02413168154899092
0.9134014290703839,-0.3279542569090693,-0.025943358033642408,0.19853667838120856,-0.06994391141459781,0.01998708928200334,0.10958781733200436,-0.09168090468324575,0.03786831347187893,0.054032218516887075
0.9068985279075226,-0.34327952052261945,-0.06649670799889164,0.1921758243414446,-0.11428899294995411,-0.006678042359188255,0.08796211588716395,-0.06871726320920371,0.003499209082111815,0.06938200471114143
0.8997870362590098,-0.3392157708511554,-0.11038534009072189,0.18865045365397176,-0.1478043761756267,-0.034241267610127454,0.07491259301146012,-0.032764754840778225,-0.05643689323845514,0.07574211609472957
0.8898284420320203,-0.3543638509399187,-0.16073688989990484,0.1528782499976069,-0.16733357374263538,-0.09327755614180291,0.001970171784574081,0.034316723309652984,-0.07131887864279468,0.05163927446897185
0.8685628050565849,-0.377387858799241,-0.2056927420137797,0.0861877436935442,-0.16117243530978984,-0.1460287659601982,-0.07529514680203346,0.095519659788478,-0.0633571009863642,0.011850732491262199
0.8727038177324049,-0.3515128338414852,-0.24555475097410895,-0.0013009170381046487,-0.14227562219941403,-0.15151146673553123,-0.10689753148852563,0.09890696535702034,-0.022143921187525527,-0.028916989703590783
0.8773363183422827,-0.3567639066082663,-0.2620040489372126,-0.08382789098655734,-0.06745659182292525,-0.13690679998419286,-0.10341493651994772,0.054288388301863534,0.019104737660162283,-0.03363016583768893
0.8701032089285855,-0.3531100322128633,-0.28705099560507236,-0.15450720097570825,0.02373896221877956,-0.09573176833814538,-0.07923914419843835,-0.025146560140670404,0.08877654663724616,-0.011029402826052198
0.8575222515178993,-0.3488894752806409,-0.2979556925788769,-0.19872855557247943,0.06938884582195155,-0.06371270026500545,-0.04544042608670815,-0.04891121687338411,0.11488041266120552,-0.021151659896791672
0.8412124125278675,-0.354154840416537,-0.3358157005193212,-0.2113838187953826,0.10444208278478914,-0.019255242256940638,-0.016520425551439528,-0.05035306006790518,0.08699051054015192,0.0031994304106765176
0.8172355819785189,-0.34668442427650903,-0.38267298528705074,-0.23484125223257915,0.13823210870428765,0.030512365642272173,0.02930674235952409,-0.028064200876381385,0.030942254274857257,0.015744304299445542
0.7813769200728595,-0.3297651704502565,-0.40918510905145605,-0.25921583744497706,0.1946933509271266,0.09246409964489694,0.09286160318472501,0.015669004705885285,-0.06388154630908423,0.0011868134770356598
0.728685378954108,-0.32627454442160886,-0.4297641460052051,-0.24361375882751402,0.24699881230806459,0.17989646285983685,0.09825382857636214,0.04669448894550228,-0.15456747162849716,-0.019674135739127564
