mean_vertically_integrated_moisture_divergence_min_PCA_1,mean_vertically_integrated_moisture_divergence_min_PCA_2,mean_vertically_integrated_moisture_divergence_min_PCA_3,mean_vertically_integrated_moisture_divergence_min_PCA_4,mean_vertically_integrated_moisture_divergence_min_PCA_5,mean_vertically_integrated_moisture_divergence_min_PCA_6,mean_vertically_integrated_moisture_divergence_min_PCA_7,mean_vertically_integrated_moisture_divergence_min_PCA_8,mean_vertically_integrated_moisture_divergence_min_PCA_9,mean_vertically_integrated_moisture_divergence_min_PCA_10
-0.821937629874859,-0.4333909131925004,-0.14845453024329622,-0.09815105444091417,0.2674197696699267,-0.04864609504667757,0.020673264028685773,-0.15987797581044333,-0.017809059249765283,-0.011907054355158425
-0.8324328447694408,-0.46921799931133273,-0.0659265182625625,-0.06324466613509701,0.20448895324103536,-0.12717699466444538,0.08383196400524658,-0.025333929705980262,0.09368800840108672,0.005571352285469026
-0.7875827578009283,-0.5516248172360573,0.04583336939328995,-0.03291988309482191,0.11090859262719253,-0.09220401960015402,0.0889269747244934,0.11646414160424762,0.1605210218813042,0.05286318639290347
-0.7792457186408625,-0.5664722458237732,0.12486725457881485,-0.01374312251668013,0.05067261366431235,-0.039451293406071584,0.012904534778141751,0.15712194570291255,0.12196506279555476,0.09611253379374567
-0.6659994461374658,-0.6815308443129723,0.1893310257914023,0.05646482536906885,0.03282561728454644,-0.16102780837987235,0.040347571793802876,0.11932355936110166,-0.06632039998931599,0.09233324569928694
-0.6632575973547236,-0.6809603524634992,0.219683179268023,0.0957755715776565,-0.007463742575344093,-0.1888388283236138,-0.002015876517725239,0.057029419902240044,-0.07351265685221883,-0.04952892961670285
-0.6027410946762164,-0.7045536078532941,0.28383600033857814,0.12060615981862888,-0.08362850294268595,-0.10704196164475582,-0.0603993620271829,0.005825716685745061,-0.058310761414600024,-0.16400709242225334
-0.5904837129163377,-0.70771119956551,0.32973586450866244,0.10093085405416302,-0.13659610211798254,-0.021243523355463863,-0.040592600900771,-0.03415412076675095,-0.09746690815369656,-0.05334327341700456
-0.5660912981786151,-0.684742631355489,0.31439664223274655,0.0718020490352797,-0.2618257964504837,0.1840646749211486,-0.009615608593194784,-0.09075760459371761,-0.04322219842900184,0.015922045056532174
-0.5214870153572296,-0.6286155044797637,0.24909860064606962,0.038768031706851815,-0.30756139339472294,0.3810982397022178,-0.06916545949584182,-0.11507510786046758,0.11418887638345447,0.0628439191920551
