total_precipitation_mean_PCA_1,total_precipitation_mean_PCA_2,total_precipitation_mean_PCA_3,total_precipitation_mean_PCA_4,total_precipitation_mean_PCA_5,total_precipitation_mean_PCA_6,total_precipitation_mean_PCA_7,total_precipitation_mean_PCA_8,total_precipitation_mean_PCA_9,total_precipitation_mean_PCA_10
0.8825895500477196,-0.37937159082612787,0.14833155510173726,0.20600897254002748,0.013856267384932817,-0.09640740746063986,0.046819242455413905,0.10127136615536923,-0.038430704948004844,0.003734339835208168
0.8981922899422551,-0.3199316238496083,0.24020320144353818,0.17304053244218665,-0.04022456351186475,-0.09300559851221735,-0.006693407942731533,0.057260903177345945,-0.028941540976435948,0.008099044078747305
0.8974704566082147,-0.27041994580672996,0.29845258045143724,0.1614301956671121,-0.09300986853455354,-0.08180519986885279,-0.05032827780375903,0.011449759916223615,0.012455879546704355,0.017645305576426136
0.9026545268369482,-0.19689858328363202,0.31893285073415145,0.11839891388245426,-0.1604485461316367,-0.05953835360322066,-0.08818287369416197,-0.023739348201556758,0.043957975885367755,0.006043279646207461
0.9179787894176633,-0.10565699616058999,0.3521776626711739,0.061378810910773365,-0.14753441874714543,0.0033730882006011336,-0.06083941230651874,-0.05839052921573501,0.04789058057952934,0.0031914911391889905
0.9170040254527567,-0.031020922471016822,0.3807907746623322,0.013687392631244511,-0.1311163472233898,0.030980036127677427,-0.040457257519151364,-0.06963633791372544,0.02252808944327196,-0.0019815760131266136
0.9171048704775083,0.06094825977172223,0.3890308830634097,-0.03416807612681107,-0.07744623051773761,0.061103473640014325,0.006666242753162785,-0.05715142451279603,-0.012712065130362726,-0.021351433034117035
0.9142356899961119,0.12473760307790727,0.3776654204355601,-0.0827457033231512,-0.018775921427156478,0.07572898238320665,0.012821089166176032,-0.015502184026444656,-0.044340943331868055,-0.025910049165294578
0.9092260660667192,0.20109806689175708,0.3397451992290232,-0.13901978485057567,0.02285284805982551,0.08538485599018154,0.012427264721553963,0.009184046796243264,-0.05203718350887951,-0.034150573075961796
0.8931864938711431,0.26147862952675954,0.3225776851037943,-0.17088505894517686,0.045697982947652045,0.09011029350394142,0.01844345151359115,0.019733579380352844,-0.057583878219559514,-0.021930352520751033
0.8923677254235451,0.3205729536288105,0.2634883822202508,-0.17498668763808803,0.07642782850670946,0.06624101600303066,0.004356167039377747,0.025398121765411206,-0.0379439488908638,0.003765903674832409
0.8772861644601182,0.393243472028629,0.2148384125228311,-0.17056949230480672,0.08527564907755916,0.030451414707075013,0.009787226926781854,0.03246283079889308,-0.0007780650861779681,0.02904522954632168
0.8646101781392418,0.4625681094320886,0.11829364527479715,-0.14756913849888328,0.09103897094422195,-0.017959450791716416,0.001239906715742007,0.04994444044864412,0.037327526445264124,0.06546272489436578
0.8457579695080989,0.5076725503416837,0.0404665540249258,-0.14100366265992373,0.09240002790933552,-0.05332026844481041,0.003065194411469993,0.04538104071138145,0.06278998097336808,0.053675914139168716
0.829206593215699,0.5404216722960287,-0.045834453964525526,-0.10405231183263523,0.08505015695236848,-0.07464749802884856,0.0014626068894082645,0.012118834723528366,0.07841417801981143,0.028956572000336345
0.8066257575570703,0.5539027801335028,-0.14094015257565937,-0.07026123102919081,0.08122342820146729,-0.1223567835894173,-0.010783838388458597,-0.022340813658475064,0.05405197375488171,-0.05698459700522636
0.7778742847756661,0.5746235662708201,-0.22762084871401755,-0.0274413715527792,0.06837216512555257,-0.11720784108140475,-0.002353113312422556,-0.04196212326154056,0.032173518349874,-0.06400567464543952
0.7517417171942263,0.5897583451889005,-0.28488429425498274,0.018017215472698724,0.02980434646456741,-0.10434437856725755,0.01592148735581573,-0.058155815764135775,-0.017100856902100493,-0.055862908792480105
0.7280974460402209,0.6017945761408392,-0.3220460713947732,0.04416117672196941,-0.0027190133766133353,-0.08337452877139069,0.0004476996570401873,-0.0567247503688804,-0.07152811539295076,-0.008581992604372358
0.7177001202426777,0.5936303986005628,-0.3586732383208568,0.07239547063772087,-0.037908726792554095,-0.03930700729060397,-0.006207303630310762,-0.04281375910223043,-0.0811937296782435,0.03547751636461625
0.6975678003402436,0.6036058753364731,-0.38241588267653326,0.0845825481044031,-0.06364427058699765,0.01422939928728636,-0.009925932883887973,-0.02601481158754012,-0.057487236471395295,0.04500299181964157
0.67670476949703,0.6129997483216141,-0.39613054612998483,0.09605646914093179,-0.08672896703148723,0.06480525779793585,-0.005008336834130053,0.010637314590020855,-0.021285192828706816,0.04504143348025518
0.6492994078688133,0.6214658016556132,-0.4023999347475202,0.12352741160443409,-0.10352199821319753,0.12203813327550549,0.003771071163437137,0.04934645556145774,0.03039168989021676,0.017034463551267334
0.6119680391637752,0.6277350549526614,-0.3938094250035013,0.12120136058611271,-0.1415978594180264,0.19392461336762312,0.0023056104701656885,0.09777388957683453,0.0677709953239724,-0.0664541330290556
