surface_pressure_mean_PCA_1,surface_pressure_mean_PCA_2,surface_pressure_mean_PCA_3,surface_pressure_mean_PCA_4,surface_pressure_mean_PCA_5,surface_pressure_mean_PCA_6,surface_pressure_mean_PCA_7,surface_pressure_mean_PCA_8,surface_pressure_mean_PCA_9,surface_pressure_mean_PCA_10
-0.9952401792130084,0.05094852545159052,0.12726036953115655,-0.016745912062761593,-0.04715145957553963,0.008565853479288808,0.013502598322022212,0.03468858139838338,0.037914364682385536,0.032073987018378707
-0.9821844120579433,0.10910707104343073,0.11963241822368001,-0.010544283191321625,-0.14867377402877438,0.04210733884771393,0.0012294164417093925,0.02898226910655885,-0.0017805298008687672,0.004492912308503128
-0.9725294905215183,0.15190474577868845,0.12257235364219443,-0.005069791080346306,-0.17287031053399168,0.037370138445409075,-0.008137866271817007,0.013819585720012038,-0.019372321824462423,-0.0065950646336815685
-0.9716171698204804,0.1739226634969585,0.12940528844605495,0.011270732632419147,-0.15451262959321316,0.016015120864106638,-0.01218533007173869,-0.003659919449021251,-0.01941327447309484,-0.008113758086373815
-0.9760878570545983,0.18541091115748715,0.13493514742620222,0.0324563644687373,-0.08591184651561934,-0.024967628142458426,-0.016343411338604293,-0.03208590822953064,-0.008348077251777115,-0.002603398700073937
-0.9753706689201858,0.19754351608931237,0.13113670051842005,0.0450969179845772,-0.03182571794870556,-0.05544992513877572,-0.017997564010972134,-0.04200212993663733,0.005863262844142472,0.00017932251892115834
-0.9736019075742075,0.20996733563266812,0.12229586205894791,0.057262587156609354,0.005355656803721779,-0.06089308234001995,-0.014864774516444117,-0.03954374379132613,0.01284126466472153,-0.002821539487175368
-0.9714472048536862,0.22590346928913782,0.10889045537032094,0.06529823493825812,0.0316097170334774,-0.056418022215408044,-0.013200371017159523,-0.022998860963369498,0.008616572531343089,-0.0037711491336416166
-0.967660542171747,0.24711604276441607,0.08894466919773476,0.07431806909352281,0.05323450600902639,-0.04102839529800621,-0.0041548604474802445,0.006320086820807814,-6.622531656782387e-05,-0.0036270733895401846
-0.9633144289165284,0.26436889100583083,0.06734784523065643,0.07862304136545427,0.07287825312367983,-0.01928234916070433,0.0002806308646909092,0.030017640183653153,-0.01427883272128702,-0.004385737355122066
-0.9590381827203038,0.2797001100792406,0.042442125367678746,0.08717182121203229,0.0830869853261335,0.002721968122812426,0.003432060065967674,0.031862511150284926,-0.0194393321227832,-0.006125825614071104
-0.9546775849467688,0.2948296713480508,0.012897333868717104,0.09381557180016534,0.08360743402296689,0.024400756412499253,0.005227673637645223,0.021562075560838143,-0.021913466577793403,0.004678183380527017
-0.9517908195055169,0.30554037427054503,-0.030357705541150127,0.08576930983736827,0.07061722540500288,0.04608225958089882,0.014542382179625151,0.006549136960308752,-0.020361748620491966,0.005896201032712918
-0.9493416919257888,0.3150867871279818,-0.07676592600694558,0.060630999050117214,0.03401515126300269,0.05733455870614132,0.027094862425560497,-0.007124940750969177,-0.0058367885259458475,-0.0055510494563737744
-0.9469037451297452,0.31589083523031175,-0.11730563539489564,0.019500001223371748,0.01963796311888369,0.05307949169555869,0.030418895118851076,-0.029036768721760146,0.01121214954985662,-0.004963727131691925
-0.9383500474323483,0.32042362523655976,-0.16768597013223338,-0.011697025468941816,0.0015570684560947412,0.04858958899354272,0.01786068255549746,-0.03157752240560187,0.023532548155682034,-0.0126248492433186
-0.9286436693951091,0.31851407038939444,-0.21801987200287617,-0.04292928014652249,-0.00856685761729387,0.02481798896780705,0.0034392353486418247,-0.023816275675702134,0.03261535360131602,-0.0054405682825928005
-0.9144367483434411,0.3211138297392257,-0.2664041852588318,-0.06167965245231408,-0.020202725439034577,-0.008399760673881883,-0.01766119103480318,-0.009536178717889051,0.01686723354765656,-0.005017534200277672
-0.9015699971897173,0.3145575729188144,-0.30796698471592326,-0.07676486319003298,-0.023965504408168865,-0.040991877993604396,-0.022735108813395896,0.01672105161155579,-0.0066673258087132144,0.006985416531097723
-0.890056961405649,0.30623188395180745,-0.3352054553588699,-0.0937075474797877,-0.028670419513638128,-0.06415686777993108,-0.020781393770416833,0.032507730263150326,-0.031751505192803474,0.02361200632134398
