surface_latent_heat_flux_min_PCA_1,surface_latent_heat_flux_min_PCA_2,surface_latent_heat_flux_min_PCA_3,surface_latent_heat_flux_min_PCA_4,surface_latent_heat_flux_min_PCA_5,surface_latent_heat_flux_min_PCA_6,surface_latent_heat_flux_min_PCA_7,surface_latent_heat_flux_min_PCA_8,surface_latent_heat_flux_min_PCA_9,surface_latent_heat_flux_min_PCA_10
-0.9183441533790772,-0.13423903045725746,0.23181877587024036,-0.1934732686765404,-0.11708652931592282,-0.13737109901519254,-0.1029120781787075,-0.06430553426514034,0.0011286450432003651,0.04182121506584635
-0.8879446031463378,-0.20517509399034844,0.22936013037301003,-0.2671363344318581,0.004178770241625605,-0.16620608703511694,-0.0679579460376345,-0.07503611470577208,0.09197709029620231,-0.07273466506961025
-0.8656747199772122,-0.26040287335151874,0.18973424323018442,-0.3283599755660019,0.07751673465061071,-0.1493764338257326,0.04737435055265005,-0.05441052419050673,0.09677505853233384,-0.08372763035212369
-0.8470432092555323,-0.3451200643789779,0.1378349811632516,-0.2878814094708529,0.15655893066527668,-0.12082499663186347,0.15145558811695,0.00293079101041746,0.05977465283297121,-0.03603583410560729
-0.8171251092126366,-0.4193803709403014,0.06799728562403311,-0.2882190119307726,0.20455909108859574,-0.02236834735190065,0.16054328963427006,-0.005788593455839763,-0.03846998748764692,0.04459023304878762
-0.7699831330092701,-0.5091808554838818,0.03951941526520784,-0.2923313158619456,0.14683460322831743,0.11279412369639606,0.14251742224823297,0.046406916969833664,-0.06457757776021199,0.07220610001321077
-0.7547150458942498,-0.5627836015856311,-0.021825930222409307,-0.2107885323225906,0.11305100117203087,0.2089210984423919,0.056859008442287085,0.08723880112767556,-0.07757962786219935,0.03167460495684822
-0.7210411430786084,-0.6157184054077268,-0.10685655373027036,-0.13129124482985746,0.0028686812844944108,0.2628758618426882,-0.005382099516302286,0.039525388586986634,-0.045267849508275754,-0.023193629750689823
-0.6333354547173444,-0.6908794336661659,-0.1969787917403858,-0.02299344832135426,-0.04054174361665697,0.26967080917032366,-0.08617290925382973,-0.07794999819249526,0.00039154359560309343,-0.0685160071531003
-0.5740499438702529,-0.7418075714278113,-0.22256005954517702,0.06893715920550651,-0.0693654942004765,0.22177609857063915,-0.10283985607682916,-0.046183372833474914,0.06128666469426181,-0.04597624688230831
-0.5405811181299577,-0.7779984970086821,-0.26407705531920767,0.12594236719549795,-0.03133247021060326,0.11007537142392021,-0.09426442155912342,-0.04513398443050298,0.05110134018123218,0.029149239023297205
-0.5339106111701397,-0.7642437714824121,-0.26802601446885455,0.2058906529822377,-0.05713721876094263,-0.06518112014003319,-0.07629852274259674,-0.03883391566789305,0.0683488832801111,0.062245111156141265
-0.5123528801970066,-0.7621927500291757,-0.26055758506096643,0.21981938276147253,-0.06680551770049348,-0.18714242923958277,-0.020980652956904267,0.006808879766969204,0.0672249808880707,0.06620866588941457
-0.4730161221785087,-0.7442476592826619,-0.26198897090692286,0.2466136462772978,-0.0013495749495038675,-0.28027838058457466,0.037945483735155015,0.12956755687604427,-0.07019013115475986,0.0054316588426354204
-0.4618111083894431,-0.7447507285724507,-0.2806797005637639,0.25506285314274435,0.010793824924863726,-0.24899397860134795,0.1008954354176774,0.04567028041593639,-0.08907135821412679,-0.11359411560490724
