surface_latent_heat_flux_mean_PCA_1,surface_latent_heat_flux_mean_PCA_2,surface_latent_heat_flux_mean_PCA_3,surface_latent_heat_flux_mean_PCA_4,surface_latent_heat_flux_mean_PCA_5,surface_latent_heat_flux_mean_PCA_6,surface_latent_heat_flux_mean_PCA_7,surface_latent_heat_flux_mean_PCA_8,surface_latent_heat_flux_mean_PCA_9,surface_latent_heat_flux_mean_PCA_10
-0.9081583241779201,0.11668873229153151,0.20740363290320463,0.3309720468486044,0.0641389368390191,-0.1106560705155051,0.014521525353728753,-0.07649902085333515,0.02659027241277292,0.022222134641464615
-0.9063576495641745,0.0702708940240664,0.27071948034447574,0.2974109767037273,0.139261305904119,-0.05452873333735097,-0.030213419457498003,-0.05331377858641345,0.01623751143012152,0.010605581371544912
-0.9050382855789013,0.014554323457773107,0.3143375807940197,0.23317572591613828,0.18959784474647312,0.004042829766087815,-0.06949554002174743,-0.017845565362508548,0.018103654720736582,-0.029753181143769906
-0.9070920247046772,-0.03880669261186318,0.34892243408478857,0.11847203153780714,0.2119416624084713,0.050956490958925,-0.07396238871922912,0.008676032760141537,-0.005598187177597144,-0.0376257495351132
-0.9107508727827736,-0.10987534436632533,0.3446438798980099,-0.007400031669251731,0.19955776553658255,0.10103747506879368,-0.04914887672268679,0.039892017534372215,-0.017608020669892307,-0.020783345347792446
-0.9085414725216033,-0.18273138672151243,0.3167863776839131,-0.1343235194371742,0.14800777032474413,0.10566208990006691,0.004763140567204428,0.058481607053849645,-0.022806225481491176,0.01673272931764367
-0.8826128673874956,-0.27187333410712045,0.2727611225634644,-0.25603974972446053,0.08054167352655048,0.09987251200535249,0.049702426084941284,0.04802183801287269,-0.017528946089781543,0.02867347246673444
-0.8489767057440761,-0.34139420153595357,0.2157703808848936,-0.3482070437140137,0.033083598876025064,0.049179857201667614,0.06892983055741866,0.02308275650542707,-0.006506632514958279,0.03210564906653124
-0.8128010064747315,-0.40857466430556433,0.16207583583770854,-0.3932495576703074,-0.026252941492198766,-0.005389880042542495,0.06725393790751769,-0.007099776177952838,0.007206347572466156,0.014077563728821102
-0.7763695733708926,-0.48659528975431626,0.10357323073221801,-0.3889052703644256,-0.06502870660356727,-0.05404856449531792,0.059514274653238546,-0.03983438945733367,0.016970763513849907,-0.008156985427628455
-0.7447476741189225,-0.5687076450077867,0.03273177237420924,-0.33940463440730745,-0.08410139792107227,-0.09595717163286194,0.017709686420319743,-0.03941726405961616,0.02831067344768032,-0.024644733681404865
-0.7174080926582121,-0.6441575031508672,-0.04258815994892844,-0.24854213855621698,-0.07666420353870793,-0.11355270579252262,-0.029208383185715288,-0.025225737558042312,0.023686778821188224,-0.032247528773826285
-0.6802857727857043,-0.7027814628542045,-0.10417446602884117,-0.15248171505835983,-0.06889603123669534,-0.11822815352307298,-0.06929178547591226,-0.007585263247505722,0.00666481795275122,-0.01489950412775158
-0.6427518755528342,-0.7409304837649209,-0.16639324273461414,-0.03891759084951796,-0.04959285548747132,-0.11010534699748835,-0.09050512892964818,0.005733649975039282,-0.005489836746613659,0.004472154687171716
-0.6008296621407113,-0.76527641911781,-0.2224536964968745,0.05637305909499661,-0.030386485766606436,-0.07358353901962544,-0.09131630038615615,0.010764760646078073,-0.020542557659200014,0.01802793963910518
-0.5605548081812631,-0.7796479407003601,-0.2605426891719998,0.1314658931078762,-0.012799778452864055,-0.027094922678110332,-0.07085013906708065,0.019312638696272852,-0.036818455754588884,0.016678846225649274
-0.5082143168046921,-0.7997226494187193,-0.2804029749285122,0.18558639514516256,0.01668469122794289,0.032733939674581124,-0.030131079445629448,0.00788089803453531,-0.03270432530773724,0.01757565652820043
-0.4646669551985017,-0.8064652324570953,-0.2954336816002759,0.22266152475193235,0.046740986363979914,0.0895883747204973,0.027696849546576082,-0.0017681351402060103,-0.01412869817929778,0.008545282653039466
-0.4097817125695242,-0.8097347655843224,-0.3127983933953198,0.247608100786406,0.07646541658395514,0.14346996776443105,0.07715519410709246,-0.002731967693245497,0.01724790816719388,-0.0040764603643337425
-0.3627817184594661,-0.8135554407744097,-0.32033507113590404,0.24838074266764598,0.0912111197710953,0.17591470268318524,0.11973876864733995,-0.00687509354534884,0.053920455001532794,-0.025026744334345413
