k_index_max_PCA_1,k_index_max_PCA_2,k_index_max_PCA_3,k_index_max_PCA_4,k_index_max_PCA_5,k_index_max_PCA_6,k_index_max_PCA_7,k_index_max_PCA_8,k_index_max_PCA_9,k_index_max_PCA_10
-0.9082226986176879,0.2843328297484365,0.12358244761693021,0.25856826112055625,-0.1365655779306872,0.03132823205238782,0.022222743887597533,0.019792473249389174,-0.004276629994767372,-0.01884155597366187
-0.920177593288264,0.2676104598141947,0.13664575437526488,0.2348888324727398,-0.09442435771274707,0.04372163405516813,0.0014755029593306684,0.06208062193182292,-0.02804627546806513,-0.02731329542986352
-0.9272044685129871,0.2406000771316169,0.1559434806108209,0.23103067049358955,-0.026814120672150617,0.07429928987530414,-0.026865691595790966,0.05732327672893671,-0.051080602476153335,-0.030614168489631447
-0.9409324553326034,0.18530960134243366,0.17340277514624133,0.1706696164475633,-0.006186844913632664,0.12885627626492377,-0.0485423647745206,0.09487766737078128,-0.042686994759130195,0.008216044136055152
-0.9491590187892887,0.14114045508839276,0.16617886425502162,0.15798485969385,0.08276672831859558,0.13344624415241627,-0.06920230145812613,0.018530100187570033,-0.059805349879959044,0.007306637474938293
-0.9532656256969844,0.0034336983339147724,0.2484956142674571,0.025951533741074968,0.08478905987629098,0.0941349922096746,-0.11724081999059516,-0.039111365367823225,0.051344937624202266,0.0623911495449316
-0.9543446902033234,-0.048798837112687836,0.25216406830898935,0.0037901670032043015,0.1221739678254906,0.061161902410834884,-0.1099241166510463,-0.05422472201483369,0.030134880205800747,0.045767876493194755
-0.9489757700600394,-0.08093535918788267,0.25908394148593833,-0.020339015223235217,0.15900960202929618,0.017891226574594944,-0.047557371337146326,-0.07299312399155455,0.014927329272553398,0.017510677896463482
-0.9478459734424864,-0.124324117128136,0.23709172463893938,-0.03220870871379595,0.18716830056003322,-0.016266100253060876,0.0026492291645108744,-0.05023738000945264,0.019273915459885913,-0.012724215720745724
-0.9409941113542885,-0.1972965957324835,0.211736303379326,-0.05601097327343211,0.17342727139444683,-0.02488846665981841,0.06098369158815207,-0.013851029159994584,0.050443245526135924,-0.03490324488130348
-0.9287739243975053,-0.2514575744273611,0.16067916020336206,-0.05147666484526675,0.19515110501773925,-0.05507231380747115,0.1120501473403213,-0.006116769713673586,0.016193082395445372,-0.051800540291446394
-0.9204992150300904,-0.2933252739355203,0.17382380167351197,-0.08431961561311117,0.13137206898525786,-0.06023980919473591,0.1252887461673081,0.007579815560869756,-0.024910988476480295,-0.028186481903332058
-0.8843015658862378,-0.3433863024747411,0.2205955571354563,-0.19673243376714433,-0.025036663958434326,-0.023750543433195,0.08785385852811867,0.10606920219780291,0.03134046988165516,0.05742205953067798
-0.8910144166120906,-0.3592647141376535,0.17955504112138482,-0.19429415059816346,-0.034617596093553415,-0.04587819601423063,0.0666594741370712,0.060319206778336194,-0.03120526513581055,0.052751428355727395
-0.8049143436163417,-0.45303690877397956,0.18250723434919244,-0.2696624424613986,-0.2108574495349584,-0.02018554505401026,-0.01293419014691766,0.06457791230299094,0.008389635942086793,0.014078580451166204
-0.8332368566154338,-0.475592124226234,0.11723873402437691,-0.2020368996306495,-0.1621634451545975,-0.01781735044578645,0.0028130533751743194,-0.01806129863564085,-0.08507376100166422,-0.020452130394580496
-0.8230808615231884,-0.519245498491073,0.015330559670331288,-0.0978259828452155,-0.1279831939389329,-0.01603623129902947,-0.027731815771055712,-0.13213954655289634,-0.1479207481146896,-0.018088879136814808
-0.7552251422214018,-0.5955555019919193,-0.06290530372533716,-0.13100555819526408,-0.21347410454404447,-0.004709650083343061,-0.09827871864943032,-0.02102631163752438,0.05972629990946773,-0.007969890997672174
-0.7342366371744619,-0.6352500855158013,-0.1457367121262242,-0.08059180799445628,-0.14934633513853265,0.02017359638466571,-0.08691321231551176,0.01335585455214573,0.08693986471853919,-0.020920038871816832
-0.7372237041496638,-0.5950674954392989,-0.2983589611760835,0.06866642705049271,0.04239958929616544,-0.0026930794832121974,-0.03458057318490012,-0.035637616184924815,-0.013541814120165144,-0.11157331915549247
-0.7206865975035792,-0.5870068891443833,-0.35394111493285296,0.10448061587714703,0.06424997959194234,-0.014117198073367629,-0.029263462956435445,0.03438157599084148,0.04856404822308475,-0.05180124016569526
-0.7011606290460736,-0.5788500087825357,-0.3765873251895031,0.15558909604774185,0.06652574355646118,0.025066027307507156,-0.005968976503685169,0.0758137542578247,0.0433849265400347,-8.828950042075809e-05
-0.6550746062371409,-0.5980025779641146,-0.42144841056093446,0.18702376311941576,0.05756897421209154,0.032511006885314477,0.032097749497598374,0.010872700211186307,0.0038166415630422937,0.07537602137327125
-0.6134559536290043,-0.5746175096667804,-0.48422434373958145,0.19257670822667275,0.07716214854873624,0.023504842850320406,0.07592783009588087,-0.04317981587872534,-0.07731801842869446,0.09859891834081058
