mean_surface_sensible_heat_flux_min_PCA_1,mean_surface_sensible_heat_flux_min_PCA_2,mean_surface_sensible_heat_flux_min_PCA_3,mean_surface_sensible_heat_flux_min_PCA_4,mean_surface_sensible_heat_flux_min_PCA_5,mean_surface_sensible_heat_flux_min_PCA_6,mean_surface_sensible_heat_flux_min_PCA_7,mean_surface_sensible_heat_flux_min_PCA_8,mean_surface_sensible_heat_flux_min_PCA_9,mean_surface_sensible_heat_flux_min_PCA_10
-0.7867986713413152,0.4104952331997368,0.001968277759337294,-0.35864213473509987,0.07635189837863612,0.08832069909580999,0.23602312513235088,0.09472509687528184,0.013752225466704652,-0.06597043732986231
-0.7415461088720069,0.5475397592919825,0.07381991499782747,-0.272367934847089,0.0897718783777119,-0.09461388551283965,0.17912584684362248,0.10136336701099306,0.07896818611152241,-0.033740689769747485
-0.7003828765190845,0.603545090750154,0.1456098621279495,-0.16429579655366522,0.06027362060944054,-0.24037804109153102,0.07957691319109803,0.08059637067767883,0.11322475213504261,0.011810125997468406
-0.630335596118835,0.6410968166219926,0.2567922920144019,-0.055155587941996195,0.02648255013285561,-0.3113664506329077,-0.08020297252133726,0.054650343574907105,0.13569683620233997,0.06105973421718608
-0.5799984818991942,0.6680433450156972,0.3545874749062195,0.004336835808577551,-0.003957331980536812,-0.2684701409635447,-0.1083616386887734,-0.08944224856300104,0.011011628369576105,0.028360628083764383
-0.5690524109908666,0.6793195098211274,0.3465774215783094,0.08327555812600508,-0.05801988538938329,-0.23574436556755712,-0.06688648823347643,-0.08734563825919994,-0.10181894865510373,0.058071112464950454
-0.5685598724823612,0.6857229830987319,0.3699920560407046,0.15735412187152062,-0.05301309924524185,-0.08156421229465814,-0.025211296522045932,-0.06314209101170687,-0.18313796787490033,-0.03633548822144699
-0.5504753551862062,0.6980215950698725,0.35497434462735933,0.17614031307566563,-0.03763185584320033,0.10473643165940844,-0.00391300452744736,-0.022811451469376538,-0.20120509874946418,-0.07090858152689486
-0.5198572048213131,0.7035581735307742,0.3599949159657639,0.19746083420332286,-0.08756762888495687,0.22909028848354493,0.01048036644628492,0.012455350864093455,-0.020222703958429216,-0.037645267244947586
-0.48965400407389337,0.6936267056987164,0.3268901237100592,0.24763312749373922,-0.11145375328133111,0.2991128335402515,-0.002977221247825017,0.03556326387662635,0.11942487356755273,0.023269009136775275
-0.47864727524627504,0.6660409844893845,0.363663513361415,0.2749173931700593,-0.08221057871499746,0.28649912040268666,-0.013454286561727764,0.028808099869270992,0.16458922157647185,0.014658022120500378
