2m_temperature_mean_PCA_1,2m_temperature_mean_PCA_2,2m_temperature_mean_PCA_3,2m_temperature_mean_PCA_4,2m_temperature_mean_PCA_5,2m_temperature_mean_PCA_6,2m_temperature_mean_PCA_7,2m_temperature_mean_PCA_8,2m_temperature_mean_PCA_9,2m_temperature_mean_PCA_10
0.9604205874763719,-0.26379803535201385,-0.06937977551352685,-0.12462482485392296,0.04060712676548022,0.020858444302926715,-0.023781062401560818,0.017211772473055092,-0.007203980519545494,0.009537972556369227
0.9520337193560269,-0.29841553746950905,-0.024197328090731638,-0.12302204337996779,0.05634225584815451,-0.006028314008101159,-0.013713663419712576,0.02805360489203603,-0.016771213761929155,0.004589966332808589
0.9447198987066248,-0.3268145015617521,0.011806464716506567,-0.103367067156334,0.06354487567311107,-0.03123050091338519,-0.005840859443079855,0.013448375225865315,-0.005242750026343149,-0.0019460593432004197
0.9366062065147636,-0.3562572752811308,0.05110411207971634,-0.06182263127105267,0.047002866968399906,-0.0489057237218141,0.00788636558840113,0.00297856879627585,-0.0100114816512146,0.0006723255411162051
0.926602181360561,-0.3756947321577899,0.09544249351934624,-0.026670757884849648,0.041179391538365744,-0.06144344913996398,0.022092132870136925,-0.009919030796103335,0.004680099567033248,-0.005472674672292807
0.9158639524783385,-0.3964140654463106,0.11988032546287156,0.011123594354653366,0.033520989261898865,-0.05214408607511303,0.02794307079762945,-0.017816704840520278,0.008149212695313521,0.001696403555333079
0.9034283624290788,-0.4143384059890939,0.14866198544641276,0.05293137492347471,0.009635245104384972,-0.04367859845414966,0.01662615707871453,-0.025015404107758484,0.0060227347952603125,-0.0017884835675878207
0.8916652978176097,-0.4297507546757524,0.16974858084076677,0.07736391128406643,-0.014190433101525622,-0.016300774257376808,0.006095252282501938,-0.015945092839566227,0.004870515249030216,-8.809785034048259e-05
0.879563158046057,-0.44433136092983017,0.1791431958647437,0.09922142749223518,-0.037684262604669796,0.018653327859299584,0.00313210445187725,-0.004928423202216516,0.010542511493861206,0.006764917695083046
0.8703364128210185,-0.45096525455351316,0.18764677959531134,0.11329835993643088,-0.06322890435135019,0.04987610610789876,-0.014028923967995453,0.008809154425747217,0.0006566870421524498,0.0012706055063846909
0.8565415286673703,-0.45948195610836756,0.2066135493609085,0.12456887137110793,-0.07139970151714224,0.07386720449730753,-0.029736406138098248,0.025128191331456766,-0.01835077787458074,-0.0064284951661746454
