surface_pressure_max_PCA_1,surface_pressure_max_PCA_2,surface_pressure_max_PCA_3,surface_pressure_max_PCA_4,surface_pressure_max_PCA_5,surface_pressure_max_PCA_6,surface_pressure_max_PCA_7,surface_pressure_max_PCA_8,surface_pressure_max_PCA_9,surface_pressure_max_PCA_10
-0.9817028608181336,-0.17113569294319142,0.10202377381327013,0.09087956164738752,-0.042925677207081576,0.013850628786044534,-0.004529262072380873,0.029622446765248184,0.014506960147923456,-0.0008745706830425253
-0.9857082265618385,-0.12000812149292406,0.13127629112104958,0.08770178965430876,-0.05199733192790487,0.000697346003876247,0.008264948382247133,0.0331596416680637,-0.01606825660408928,0.008030134951395275
-0.9880496107905484,-0.07413179304222184,0.14968637181341293,0.07722973608177411,-0.05614104815524925,0.0035809564261904134,0.025765899347701904,0.020822793771184435,-0.03009932103568205,0.010909387875449835
-0.991264570851116,-0.03968621769541385,0.14912691119761556,0.059155050797141756,-0.05244527904600443,0.020682855285146264,0.029768853427693996,0.0019749664972530307,-0.0390109371842398,0.0007428315382942826
-0.995232955210937,0.003119493171300283,0.14067100661773593,0.03203769970339233,-0.04294380297313967,0.02951423966304594,0.013302493212348908,-0.030900762490608722,-0.016521325881413373,3.450678541183005e-05
-0.9943215227966694,0.05145850179722832,0.13867427037773666,0.012133748489364885,-0.02469475657066947,0.019930613348665086,0.00865448782564063,-0.0567114799542078,0.006465349852519825,-0.005435053446026896
-0.991207292959837,0.08415445841488836,0.14128032672925964,-0.005801458084819526,-0.00629642458826564,0.01282643720084551,-0.0033550863661405946,-0.07224573601975015,0.010913971688622012,-0.012507824445486825
-0.9900007327861641,0.1092605901885775,0.13307327206955172,-0.02541267878690351,-0.0020244773581321145,0.005713949912586225,-0.024510927549297942,-0.060731202334083446,0.008048570718167095,-0.01301208274784581
-0.9901293852337731,0.11352113119192792,0.12617279423811317,-0.04829312977334786,0.02265702122808821,-0.017294938052161115,-0.03932861515024703,-0.031193592898443284,0.006072427734271321,0.0032825263936234078
-0.986634247426986,0.1375861084702366,0.12099548702369839,-0.06539973868594796,0.016103415209676543,-0.03449922481129947,-0.047734097256367646,-0.0022480644417811175,0.00025049374934056135,0.0050282871634400135
-0.9845834619039954,0.1573974974364839,0.11019098394571461,-0.07315653983724209,0.004983021777234704,-0.036980493511552144,-0.04206193123590296,0.014594534078889089,-0.0029960774907441027,0.004191714059429308
-0.982296763780854,0.1793925109134236,0.0872995892394719,-0.07814436646293166,0.0028885080612389142,-0.05130712354204653,-0.03391661534671978,0.018858644045745557,-0.01621245697525035,0.011705759048827856
-0.9778761413773263,0.20493027977455758,0.07395195331856788,-0.08972098796347142,0.000671781973201466,-0.04974553493117373,-0.0026473923897449747,0.01641126164097917,-0.0012930623918228968,0.004320487250752314
-0.9749161448311751,0.2228557879404287,0.0609917183000444,-0.08894034117249584,0.0039350608692509965,-0.03794927225410241,0.019858989961144654,0.03697285621129449,-0.0024867091003293873,-0.009459726309540247
-0.9692787640953887,0.24876713687444552,0.03757513832481733,-0.08858317702693892,0.002054801954168169,-0.01270937653670158,0.050552432333021716,0.03816713090282271,0.013134837288708744,-0.0018336015923076498
-0.9630336078811842,0.27408526944436606,0.014110415175020612,-0.0862348326383139,0.011351767421359946,0.016507131624611066,0.05829788784162842,0.023366646722840962,0.013625201512527864,-0.015424648398629401
-0.9586679384488456,0.2887269819743234,-0.02097194955178793,-0.08753191511425833,0.015022290135894761,0.04298834951522094,0.04178442574710755,0.017955608936159224,0.012951784403414063,-0.0070301174206502635
-0.9550663401810485,0.3031243040563508,-0.054875464789863056,-0.053118655899490184,0.029144785084009982,0.05271836679524194,0.03159639883583832,-0.009369613852634257,0.012821642406806097,0.013811075573646896
-0.9518442909646556,0.30964227151873386,-0.07598164205311196,-0.015172417441040309,0.04625993531525942,0.06974719378534788,0.0006921114326657928,-0.011103265710032796,-0.009356339468697182,0.012569079738911124
-0.950395441984993,0.30266736850054105,-0.10818829499571377,0.025230280292562968,0.048657260411590575,0.04882829225408926,-0.021969386057417637,0.013249614855654585,-0.008330608909358161,0.030706478543744573
-0.9399287008521032,0.32073033739360074,-0.14831739814339606,0.04269533531751527,0.017461718873273156,0.03966672885751665,-0.04940540535408395,0.012255912031879939,-0.013301892338374914,0.002668479023575778
-0.92531467443335,0.34034883687005707,-0.18639803334469132,0.06382709778604315,-0.004514157217760025,0.020871603220501446,-0.04172824324822816,0.027083193515358872,-0.021182835646570815,-0.029601509503334598
-0.9071588632689143,0.36734956110000566,-0.2220708196632727,0.07270361128561237,-0.014023085635278702,-0.016291376829498442,-0.02514621860051315,0.0010438432008731907,-0.012476551632206427,-0.037868110270299314
-0.8958062337981588,0.3775171633238763,-0.24376638798247002,0.07135552028013306,-0.03238118380324141,-0.06066067463228822,0.010836642153699212,-0.024740479123524513,0.012199848972929096,0.0049675891265807785
-0.8876940351888246,0.375479890121597,-0.25843380740596383,0.09417416383999236,-0.05281347002161955,-0.06002774285090622,0.044112985493230346,-0.03465883959876493,0.019501244305502544,0.02927805283711737
