mean_surface_net_long_wave_radiation_flux_mean_PCA_1,mean_surface_net_long_wave_radiation_flux_mean_PCA_2,mean_surface_net_long_wave_radiation_flux_mean_PCA_3,mean_surface_net_long_wave_radiation_flux_mean_PCA_4,mean_surface_net_long_wave_radiation_flux_mean_PCA_5,mean_surface_net_long_wave_radiation_flux_mean_PCA_6,mean_surface_net_long_wave_radiation_flux_mean_PCA_7,mean_surface_net_long_wave_radiation_flux_mean_PCA_8,mean_surface_net_long_wave_radiation_flux_mean_PCA_9,mean_surface_net_long_wave_radiation_flux_mean_PCA_10
-0.865677682984069,-0.4663253534264943,0.03086410998040459,-0.16338048449025186,0.11946687757806239,-0.010267065385668437,0.011854179659010254,0.05689300519508451,0.012239934122055037,0.02235983845543193
-0.8788916262515672,-0.4051635398282156,0.0833612142734593,-0.22954855326831572,0.1183670841439832,0.010163246778442344,0.002701926516285923,0.05264109584266978,4.11226087931882e-05,-0.0022914825592565582
-0.8925072280470906,-0.3551190884353525,0.11613999195959157,-0.2437855752787878,0.10470005855787219,0.05748413575042261,0.01512989780552504,0.031685995335261063,0.034134879378695124,0.0007766020007355941
-0.8956273927393164,-0.3151700930481798,0.17285514463139406,-0.27204683196031787,0.04245451524570071,0.055424102770010905,0.0275713737817271,0.008467050345852357,0.042186467141908324,0.003913296450207635
-0.9093587072681458,-0.255734002769082,0.18365790952562486,-0.2788769545545131,-0.014031855446726997,0.06726848068866552,0.0387526375563665,-0.02734078863050093,0.03346119894947422,-0.027237875055831456
-0.926633879021747,-0.18642306548858273,0.22958360622346194,-0.2172225771618446,-0.09017970840507626,0.0682632460877092,0.034648582540184956,-0.05709070821901702,-0.02020151947848648,-0.041552795246162164
-0.9437460873359513,-0.10065602166920866,0.2239306070425486,-0.1507462056778789,-0.1730037567101895,0.03912756216214751,0.008071014491052794,-0.07730694871126481,-0.03034391917823353,0.0032910461622605476
-0.9426288147942096,-0.026112304243078657,0.26607044415403586,-0.04846761195639559,-0.21376940683508136,-0.022269846326847344,-0.02135395105592762,-0.047013026339262264,-0.040565087253300915,0.016267985646548282
-0.9474414770043202,0.05510068773949293,0.24339960772824687,0.03763606199796666,-0.2060135794221371,-0.051007338268559306,-0.06653645077456126,-0.004650512047306345,-0.013218952564072428,0.0480428459837314
-0.9403079045441797,0.13864700825099727,0.21738895094638144,0.14309179208724818,-0.18199133803759188,-0.061773934804715123,-0.059229518742671274,0.03468647948602992,0.007008925262660287,0.032652123314325085
-0.9307046808371228,0.19452475169693326,0.18770110399841614,0.20619735167052616,-0.13635249623923068,-0.0778553000405889,-0.038839142179545094,0.07002953930776915,0.02930154890649569,0.004163733715343752
-0.9235937341645396,0.23555841308105382,0.19822165500685376,0.22828398350661197,-0.07096081051652285,-0.05586229415776726,-0.0011387590922038433,0.04781416329675217,0.020750525777055013,-0.05435022246598304
-0.9162705840361038,0.2869345599521905,0.17570458537759454,0.23326293237640264,0.0215399741017853,-0.031231137453586928,0.04839900247314088,0.021865003190162692,0.0073388301257024105,-0.04707396822537534
-0.8972356992342408,0.33759485901889646,0.14769298545851275,0.23535223788780912,0.08536813754419749,0.007646763825912282,0.09189104062695011,0.0015845012635891187,0.007895730908959219,-0.021547884146611608
-0.8743665348718911,0.4048718594931757,0.12180878991568543,0.21123218252447676,0.1303205190913781,0.0343834255812853,0.08702168957797515,-0.016578713343277703,0.015554566717024551,0.02189074726830476
-0.8523005612760864,0.46392466496590273,0.07252894206511902,0.18444478720388352,0.14597621818780898,0.06072605171765635,0.0730830087006831,-0.0057869141172709375,-0.008103831911244565,0.013441092232148306
-0.8211776561622499,0.5288139693215398,0.012585878303058146,0.1450813172172441,0.16849852387726402,0.08049957105460456,0.01074962876892537,-0.03038777755160083,-0.033867925533709,0.03211902727053776
-0.7813492100325055,0.5981597596026249,-0.05574140468331535,0.09411591258977166,0.13856198287281155,0.09908884108455239,-0.039198728605224,-0.03378650307031729,-0.017747498989134133,0.030578908489800355
-0.7370506446072613,0.6573795545374421,-0.10726256859102001,0.02759423011980227,0.11894162617610782,0.06967132464549611,-0.07295714814416926,-0.02457248970311263,-0.026762002866431236,-0.004886408773834895
-0.701021028549936,0.6929348855533947,-0.14360934429854183,-0.03778518239906956,0.06291551567297568,0.05854241598446165,-0.11254511726904126,-0.007185270104797398,-0.012930354019636282,-0.02366669817155441
-0.6637214503569032,0.7200276135128557,-0.18494805440177917,-0.07917404558104742,0.01597303057630949,0.03184626148102099,-0.11217101328831693,0.002726477803559651,0.009335674962908668,-0.028502522343611614
-0.6215311312830978,0.7440595710424036,-0.23359281564383616,-0.10424820705986988,-0.018276770547984923,0.014674132363298344,-0.07720317331971942,0.006450560824066999,0.0328296016336995,-0.018089035268053597
-0.5837962207822598,0.7564960628048668,-0.2718715428449068,-0.1382180578466644,-0.06300300216982153,-0.0038481825020211715,-0.030500525837182445,0.01800100828487828,0.03777555693821624,0.007107471663335992
-0.5401499360753675,0.7765336550480447,-0.28686847971619694,-0.15227043487180075,-0.0884184365182601,-0.044691025148604326,0.04469329255494254,0.011673706771764328,0.02253370072033927,0.019835175907456284
-0.5136048664890132,0.7789452904672066,-0.3010016792218348,-0.16166005068473518,-0.10385801987228677,-0.08507321581486711,0.09438516252662589,0.0036450465838096654,-0.0059626380521040105,0.006764175739228975
-0.4705409891723308,0.7776751633497636,-0.3485104646156847,-0.13663480561953445,-0.10057324911746914,-0.12158830698848286,0.1411342764736254,0.007020798962441913,-0.043640116085041813,-0.0006200142275317642
