large_scale_precipitation_max_PCA_1,large_scale_precipitation_max_PCA_2,large_scale_precipitation_max_PCA_3,large_scale_precipitation_max_PCA_4,large_scale_precipitation_max_PCA_5,large_scale_precipitation_max_PCA_6,large_scale_precipitation_max_PCA_7,large_scale_precipitation_max_PCA_8,large_scale_precipitation_max_PCA_9,large_scale_precipitation_max_PCA_10
0.9007870964460034,0.34691715657763456,-0.01043775444018194,0.1770078622592613,0.08846233249817947,-0.07847593256778743,-0.09821565405709545,-0.05729299520831523,-0.08802166661350332,0.008320469939950503
0.9147491429731585,0.27819574950196496,0.05061766521827568,0.2299699710429646,0.1380409719533066,-0.07844928501691878,-0.06206383780651221,-0.04082107857341728,-0.05465772869088046,-0.004209588919651161
0.9040340792269258,0.238438163054591,0.1793937766315656,0.2809276504935978,0.12185926986516349,-0.026135795776738566,-0.05029340261035911,0.01114809597318956,-0.039188484195671267,-0.02258296285376012
0.8865219587331954,0.28026888799396726,0.21198888609771852,0.2815195363829098,0.11065272764539723,0.004860662373279633,-0.0307329474102566,0.06351784820372251,-0.010175630184084959,-0.026339464481035833
0.8826281978074877,0.25727036264769026,0.243407475168236,0.2772452258800779,0.06033881145271465,0.0629695808911499,-0.04016270479262027,0.10619650851625698,0.03837681396674006,-0.03962618294266156
0.8923040370087035,0.1840555777154025,0.298229930228399,0.25419233731153096,0.017865119065143775,0.08007056024483704,-0.011039537341052475,0.07512479793733814,0.09019338288346278,-0.020953155403503936
0.8915029234610945,0.12670935022698504,0.35778130747159914,0.18830815860834904,-0.0404908613687234,0.04734142432953796,0.01744966373570151,-0.015961035362897807,0.10918023744973224,-0.017704402328988428
0.8902011021302451,-0.06908949548643721,0.40660767843225654,-0.019114287488000044,0.024921247212993776,0.03135546630187961,0.14104862015124126,-0.050390651839978096,0.0971940343880878,0.0559452951493398
0.8675366929438019,-0.12501893947888104,0.43242122140231776,-0.051759683476787006,-0.03914415911504202,0.018882800258564217,0.17546689228504414,-0.06787221717640639,0.07906901471910881,0.07228599624305723
0.8472456217566791,-0.14951077489372436,0.45918645060773766,-0.020059651086909568,-0.14916842343135012,0.02760685648819392,0.09964285040096321,-0.1014316517182329,-0.0022425853484614768,0.044211243292242394
0.8286983971054771,-0.22103291715314874,0.43818618316168945,-0.12862464074238902,-0.2149001986591056,-0.011543969478824655,0.0265932251491558,-0.07411328246539249,-0.07197865890505455,-0.06410022951016697
0.8323521669307901,-0.31165630059193583,0.3322118017796234,-0.2299074594333877,-0.19029798774303325,-0.04274253218359448,-0.019446542966710736,-0.020236048839425123,-0.0982074972320294,-0.09274040784325936
0.8533402058020169,-0.33790631073881927,0.3001063092830128,-0.16499318764767415,-0.1181001215258148,-0.03801572233037809,-0.047915730760346276,0.06489239761202728,-0.10243676917490581,-0.06983996469910807
0.8613320745749428,-0.3715238946720903,0.2376835670930268,-0.2061393233984816,0.015924317428633074,-0.07280503358734546,-0.06587087818985418,0.09917224349658084,-0.04495853724702078,-0.013675829859811335
0.8391663968931765,-0.4171447352321931,0.20990935288651694,-0.20280182344281944,0.07406836547860414,-0.07968865404519246,-0.07626120184942821,0.1272312293879313,0.00628603837167057,0.08740048989614395
0.8325326354817864,-0.46229580874064946,0.032663870210551074,-0.18906601292552278,0.14295177338974036,0.014379925797744197,-0.10931122589924754,0.13088120902139502,0.04997716382261242,0.084255229917971
0.7732211308735463,-0.5515492632407885,-0.09756374717163857,-0.19415293206611733,0.19561948795170767,0.010856591603775279,-0.1041032124689158,0.011187568288258587,0.020227873249576214,0.07714833893978588
0.7516825079045322,-0.5750348774745965,-0.2034449766393234,-0.10997449864480183,0.1555653625726884,0.0560658752509497,-0.09826082263732212,-0.11669093895917393,0.07922266892408518,-0.04895715221135315
0.7331912997428899,-0.5654953809465061,-0.2841572265487941,-0.0821722435737094,0.14778636793083574,0.07586940161769351,-0.05343111506688288,-0.13342772650504425,0.07093773655409476,-0.11287446157507391
0.7361294822967708,-0.5923786958066924,-0.24209811531365755,0.01839353203480727,0.1596254742956048,0.12835523958753786,0.031189478687999064,-0.05567550568022258,0.004189866157630151,-0.0814852772264571
0.7350573826034886,-0.5735892883284522,-0.26544740610636247,0.11812244165454718,0.09927665026825967,0.13809905585309493,0.1313582497967086,0.002269190249434648,-0.03790040748887659,0.005539756733134198
0.7025740810614436,-0.5532086058229992,-0.3537436720299791,0.14522277495385025,0.052819123494847735,0.09089411129122557,0.18096963387490583,0.026014615012403736,-0.1116677277555437,0.06825878639958649
0.691828438943639,-0.5547097674870235,-0.35113340988345776,0.22353218602846767,-0.11318598754628231,0.045272554059254635,0.11631131886092819,0.07712695895454305,-0.08576257323418471,9.338360080302224e-05
0.6029622401039666,-0.5737280887947036,-0.39595936822986605,0.24716237804041613,-0.2899540164233608,-0.1100178667022261,-0.012068248848889122,0.026052016952266128,0.011591425100420272,0.04005018211542462
0.5378792268749274,-0.558311058947389,-0.36951843445041144,0.20933771729183454,-0.38187900979962247,-0.21504242387371694,-0.13073823602675866,-0.005156124062244973,0.13677329992510504,0.00020644380802128324
