mean_surface_sensible_heat_flux_max_PCA_1,mean_surface_sensible_heat_flux_max_PCA_2,mean_surface_sensible_heat_flux_max_PCA_3,mean_surface_sensible_heat_flux_max_PCA_4,mean_surface_sensible_heat_flux_max_PCA_5,mean_surface_sensible_heat_flux_max_PCA_6,mean_surface_sensible_heat_flux_max_PCA_7,mean_surface_sensible_heat_flux_max_PCA_8,mean_surface_sensible_heat_flux_max_PCA_9,mean_surface_sensible_heat_flux_max_PCA_10
0.8764805890687302,0.13786332154899913,-0.3320363637207168,0.15175113783281924,-0.28031927156267145,-0.0024547382664435614,0.013618664277884718,-0.019623901540753073,0.04600005394409342,0.04843399665217816
0.8700254267639168,0.2201939040497603,-0.27072439526112496,0.22850268890836908,-0.2457728254488578,0.05513834329958045,-0.03951324740164233,0.022778627527692833,0.038185803469637014,0.03152059371809406
0.8632840435141186,0.30574148834901993,-0.20473800414313578,0.2598719432987075,-0.20664150537439,0.11003524102698382,-0.04121111623137152,0.03923022437553997,0.029486166245679887,-0.012255179900692444
0.8592622950645656,0.36508009261962054,-0.14269709453619434,0.2363790055783937,-0.1397064308031247,0.13077272300422627,-0.07118161678614644,0.09999534438575035,0.023463246193571565,-0.08175825233323944
0.8745868770366854,0.37024161864667426,-0.12018221832907161,0.22180111531863866,-0.024285484305943086,0.11609427221237391,-0.08256408611742862,0.11856237933951366,-0.02601439008741337,-0.058004339559817146
0.843046664052586,0.42951874449136923,-0.03790610779857773,0.25601552728329663,0.11297413186629121,0.08544305633565005,-0.07138659428819594,0.09475803847799226,-0.06583219519469356,-0.02930756692009501
0.8008935455370132,0.4577322216335839,0.038209760421053555,0.2746121091207997,0.25341561949659963,0.024239539827128297,-0.024254945602776107,0.01678515668625813,-0.06818163575116253,0.03634597466567321
0.7652808919138943,0.47956442339825284,0.10502717264020994,0.27311491377860975,0.31262112120985897,-0.00875940005428834,0.0014742472666398297,-0.05575135055611033,-0.05456913179389401,0.04805222363833366
0.7563184346660805,0.5149510279969151,0.10320711659501311,0.2315640098724344,0.31214558205740794,-0.027253248501418463,0.01598258992608877,-0.0693835207781419,-0.037326685202209345,0.04293832236142293
0.7653597850655841,0.5147175800840847,0.13818234278370925,0.13438181018710507,0.29431957016397753,-0.09329634309865892,0.06172206705487731,-0.054572797827916276,0.019453700210404528,0.03347494241632339
0.7414723331111078,0.6056088167089105,0.2147651611917602,0.054800226726206894,0.15528762374967842,-0.09140155939376013,0.05135961314260723,-0.01344036959286832,0.07440898707385302,-0.027788311158879794
0.7271340827727943,0.6149333159311947,0.2557763067829646,-0.054123346036427135,0.05575892526614768,-0.12068401079735552,0.04784538079408359,0.023111263061702827,0.07678718076478752,-0.012201766777508857
0.656384161663994,0.6414947661992304,0.33406754412104994,-0.17180346034565458,0.004042910965900892,-0.1130788444270786,0.030915695668117135,0.01533761621214113,0.07594468627101987,-0.03954347334939561
0.584438552088727,0.669470622166575,0.34355476881935615,-0.2507451050725246,-0.12920162986161238,-0.0565576531184524,0.05108852413373765,0.03740708829846169,0.07794405930785483,-0.06758926364005473
0.5242626658110059,0.6521185731162662,0.39273339963286835,-0.3309153869549016,-0.18705675633251395,0.06509786326392805,-0.011588610792110833,-0.06139894810806499,-0.039316509504551934,-0.021077744569053248
0.4864497235074599,0.6477452996450459,0.402388077937792,-0.3628796334620459,-0.20293431934806094,0.10292953757326233,-0.02769528865212889,-0.04425132382388239,-0.056930716266855926,0.03316204622944161
0.4376367652079385,0.6318401054268753,0.4519650817327499,-0.36738206299775217,-0.18730434611037028,0.1363974607448373,-0.040454341800741846,-0.0067198868263646655,-0.08589848071188559,0.07255488096351935
