100m_magnitude_of_wind_std_PCA_1,100m_magnitude_of_wind_std_PCA_2,100m_magnitude_of_wind_std_PCA_3,100m_magnitude_of_wind_std_PCA_4,100m_magnitude_of_wind_std_PCA_5,100m_magnitude_of_wind_std_PCA_6,100m_magnitude_of_wind_std_PCA_7,100m_magnitude_of_wind_std_PCA_8,100m_magnitude_of_wind_std_PCA_9,100m_magnitude_of_wind_std_PCA_10
0.8582371227789657,0.4214008400421933,0.07150055708954753,-0.15562940588309943,-0.1900530950852642,0.1462275911960287,-0.04701785404128977,0.07246575853265065,-0.0222241353080902,0.04746745366834354
0.860981491007608,0.43648449275466805,0.0874025104713631,-0.06667292912247724,-0.1521928972597629,0.18805914034014257,0.04299670367177094,0.06851787655572858,0.02769089355513811,0.027949366709368068
0.8367122162241918,0.4721023415913962,0.11787721346660528,0.0016674324635821318,-0.11319574343564352,0.1890059243384724,0.12827157439659223,0.05185522153859858,0.0709944510486823,0.008194480710973886
0.8137593509224309,0.49242173583235077,0.14795555757034426,0.0911047027621723,-0.07486717743230417,0.14870066256583137,0.20444674716879263,0.010980745274992957,0.06953912573063906,-0.043801779684500046
0.8070909382621915,0.4784058997655237,0.19954801973629308,0.19806140878748535,-0.018425167326370746,0.08332132878831519,0.19981588651669255,-0.03777622160540888,0.02345267354125826,-0.029107771697578607
0.8019868086324257,0.4754454019647871,0.20570600245217208,0.27138366506772826,0.047456471235044616,0.035911775858593536,0.12345175673538947,-0.07437328163905792,-0.033006957692260905,-0.02284756733770333
0.797121447194582,0.4760397309029343,0.18770256631486307,0.2878648559646926,0.09313876018716336,-0.03318297982055297,0.029264651697438637,-0.1271479439371279,-0.06356355488499316,-0.005753565229975527
0.7994606918363719,0.4502240031506434,0.16188166130735257,0.3065138230041297,0.1384497628967926,-0.08950141361656612,-0.03819453216012805,-0.12790088550307122,-0.055230754200657886,0.01359921100963121
0.8114376434874225,0.4069975327090206,0.14348645245286656,0.33563522485196723,0.15187160131642527,-0.11570288347500476,-0.09867902416717064,-0.05915085417563392,-0.031549479773575084,0.02373895506067565
0.8092359052155421,0.38029403518847393,0.1450703389713948,0.3352914734106402,0.19531334417945112,-0.12715463339493568,-0.1268166464705017,0.08113804829782939,0.008794801876796779,0.006701320430543259
0.7942488462906796,0.32708349355075617,0.1389031349981482,0.3130333336659501,0.20419054871620182,-0.13725580046133107,-0.13240851657516683,0.2675878425242578,0.0743313728130067,0.01810068791929716
