high_cloud_cover_mean_PCA_1,high_cloud_cover_mean_PCA_2,high_cloud_cover_mean_PCA_3,high_cloud_cover_mean_PCA_4,high_cloud_cover_mean_PCA_5,high_cloud_cover_mean_PCA_6,high_cloud_cover_mean_PCA_7,high_cloud_cover_mean_PCA_8,high_cloud_cover_mean_PCA_9,high_cloud_cover_mean_PCA_10
-0.924638097559867,-0.2680876491728349,-0.19294899483605138,0.1516084940466432,0.09844865177578584,-0.049885536240318364,-0.09467198684333761,-0.03033668530709231,0.058711903830681395,0.008814557553116366
-0.9157239905808341,-0.3295127195042861,-0.11117100306242464,0.1499603491586991,0.12439170968063047,-0.012113517508923085,-0.10033584892579914,-0.014969628716924779,0.05699625117508329,0.020537505650227834
-0.9000537604786716,-0.39210374523113617,-0.05421078228008833,0.14717730590115494,0.11180052306610888,0.0400512428387478,-0.0819186596489314,0.031734051865374056,0.037152198051415695,0.03673331615261016
-0.8774804925052435,-0.4469433385681229,-0.017725148261797906,0.1449821886781507,0.09819815937723496,0.07840650178452348,-0.04260338132415444,0.051424816100226194,-0.0022394767165838684,0.03150848708472521
-0.8505493054455936,-0.4967150253199343,0.025634643050301047,0.12734107739879233,0.06566399035336859,0.11752864028318213,-0.007214235335271986,0.08615828900002895,-0.019914295566846606,0.021070704875565692
-0.8122989250984035,-0.5473560525449508,0.09567584219479776,0.10263036942541813,0.0517833373282249,0.15207485857471087,0.043567295373580346,0.07638404903812354,-0.0402610082050008,0.006776938676585985
-0.7736364653322182,-0.6037660230979612,0.140499027211444,0.048834496523960796,0.03246594668678089,0.13509962418531704,0.05735919651965682,0.04829060540607096,-0.045559961039312,-0.006452368629360087
-0.734931665753635,-0.6448974865904823,0.17381290419389514,2.4266181668833085e-05,0.0005008711564913109,0.12499922582569933,0.09312216236336956,-0.01772213178121248,-0.020346183677225866,-0.009349712964039095
-0.6766038942288185,-0.6930004406613912,0.20896147803228013,-0.023834825814689695,-0.041193149776048585,0.10109205770980852,0.09922902877725608,-0.09354352934007168,0.005816279411077871,-0.011016601825047061
-0.6196935172979178,-0.7284263727307004,0.2661153463306868,-0.0733746149372634,-0.059238291160283264,0.05189555479729993,0.06914324918519558,-0.10414972010932419,0.02880797881690699,-0.01300971273465945
-0.5724237869330016,-0.741402948631463,0.3219128980272709,-0.1348765882655777,-0.0682801949868833,-0.004565664244479048,0.026797814051660974,-0.08392801407168471,0.026974104141374775,-0.01080790350952635
-0.5223003972044732,-0.7426067058506778,0.37211717426322716,-0.1901642758526709,-0.06706490098683819,-0.08802036461603764,-0.0166071874497663,-0.020888665578757553,0.019417505626940324,-0.006171817128098371
-0.49718418020661126,-0.7201500799125452,0.39970527132114486,-0.23375911589926224,-0.04705970709149905,-0.15679127878099264,-0.07014203745557052,0.042969477550285365,-0.005432476267443975,-0.0006205500656374495
-0.434074743125808,-0.7003585218800401,0.42932486788876195,-0.2758012935853725,-0.05575524007531491,-0.22302336399915318,-0.10260041824505779,0.09203580675099557,-0.034718459631661945,0.0076207856148577
