large_scale_precipitation_mean_PCA_1,large_scale_precipitation_mean_PCA_2,large_scale_precipitation_mean_PCA_3,large_scale_precipitation_mean_PCA_4,large_scale_precipitation_mean_PCA_5,large_scale_precipitation_mean_PCA_6,large_scale_precipitation_mean_PCA_7,large_scale_precipitation_mean_PCA_8,large_scale_precipitation_mean_PCA_9,large_scale_precipitation_mean_PCA_10
0.923825180284486,0.15214784443849186,0.3240125992182396,-0.14357137428737787,0.005262105975753901,0.08087814741552037,-0.027363825473944496,0.024181627527917374,0.062254674896795,-0.003466064182101957
0.910347629108627,0.2168840876138417,0.30382539283699106,-0.17709170054942872,0.026000645672906563,0.09403198413671428,-0.04146152690976029,0.00469070898986637,0.051362298936996106,0.0020374536792736497
0.9045497774832381,0.2891806686475211,0.2480473600865039,-0.1912174534916858,0.06476599482776947,0.07071116698032495,-0.0337352601381943,-0.020692426537439843,0.026252096929202117,0.008197659862150089
0.8827731018345378,0.37779097574565157,0.2110996641179963,-0.1871356084557426,0.07015973747998408,0.04381834442391237,-0.017573607474835617,-0.03773371804708866,-0.015481534509432219,0.0187533975172613
0.8649636943543791,0.45921947263126767,0.11943815639909006,-0.15711618035017516,0.08556242797821263,0.0008765197631544081,0.004128173148789976,-0.060407149059430905,-0.05752380522827017,0.0463027890760306
0.8397668358847293,0.5179485514051368,0.045228264975944774,-0.14579573915114152,0.09121720762836298,-0.026830100919186233,0.008014605414122824,-0.053302129197070516,-0.07002952416785427,0.033190043168971
0.8158923965465548,0.5577748603544754,-0.03949872241842698,-0.11949111457929433,0.08889102148845748,-0.0775636920550043,0.016819637242392223,-0.03129412557719277,-0.0704457885040269,-0.004224108714384487
0.7772367337615761,0.5958422958945041,-0.13304325320561355,-0.083535953904977,0.07293168888726131,-0.1278936729216408,0.020854622584593027,-0.008335748864217861,-0.025706545006284304,-0.06806374602356298
0.7549608676830477,0.6181024752871719,-0.19645424932553776,-0.02436982882867279,0.06662452086262495,-0.11126139392907176,0.006059304927675163,0.020079608424362634,-0.002501584788165003,-0.07041125511970607
0.7242123863497201,0.6418998478970939,-0.23948595310650972,0.020456120964975323,0.036341373046048245,-0.10816911038335456,-0.0031464784559795842,0.042410874126978956,0.033570412766997376,-0.04446094734294807
0.691692132037722,0.6666640194360992,-0.26906560654002254,0.043393714059237955,-0.0003977264831573322,-0.10320274802930753,-0.004725952836018832,0.05482889799563197,0.056627532389925676,0.004041147775494167
0.6817618098665784,0.662396789172358,-0.301695960540504,0.07100953542152118,-0.031684911006194284,-0.06864466577619704,0.0015033137580133934,0.06059973298866889,0.049849711661571657,0.05205335638822442
0.6641502064577285,0.6699654252212347,-0.32814525359602575,0.08660981606197843,-0.05000584418742004,-0.01731807711356583,0.0045894729546491885,0.04107919638812507,0.031123114559767982,0.05974142784758304
0.6291682386001713,0.6885787814736457,-0.3450617109891083,0.11233845336284128,-0.07890201519811106,0.05988473414632304,0.004669336528050042,0.006804222970078484,-0.004850982888678865,0.052365223857306104
0.584988014671934,0.7018567611779581,-0.35025587089970966,0.15097257825857657,-0.10124664611285572,0.14441685127413326,-0.006431776793017413,-0.04518714520070864,-0.028292816558876385,0.012504923757961065
0.5416532092845856,0.7056929852611887,-0.3293797196148091,0.14989928565170757,-0.15055577386608057,0.23821053719723478,-0.016358908532413532,-0.0841350628169952,-0.01044593967041393,-0.07448096111907114
