mean_surface_net_short_wave_radiation_flux_min_PCA_1,mean_surface_net_short_wave_radiation_flux_min_PCA_2,mean_surface_net_short_wave_radiation_flux_min_PCA_3,mean_surface_net_short_wave_radiation_flux_min_PCA_4,mean_surface_net_short_wave_radiation_flux_min_PCA_5,mean_surface_net_short_wave_radiation_flux_min_PCA_6,mean_surface_net_short_wave_radiation_flux_min_PCA_7,mean_surface_net_short_wave_radiation_flux_min_PCA_8,mean_surface_net_short_wave_radiation_flux_min_PCA_9,mean_surface_net_short_wave_radiation_flux_min_PCA_10
0.09010272238910827,0.7965488956774751,0.48793538544570353,-0.153328719324311,0.00852567132311029,0.12371420253230292,0.08901680577678463,-0.16353132624604907,0.10577716544645123,0.016781947618279988
-0.124380602081257,0.7869281466466074,0.43935581967074044,0.0200650317153948,-0.19013080055392312,0.07581975010339195,0.003129115978149271,-0.12468800822099167,0.2506918022164742,0.112505825929455
-0.2756212029846867,0.7097144984465621,0.32203677839113515,0.2381622457585567,-0.3085882872563907,0.015540707727136036,-0.02062336937114093,0.0672646219680247,0.28468916497901886,0.2029282430147314
-0.43175818709381414,0.5599422669755565,0.1614989765939372,0.5608806632053871,-0.19878095483170488,-0.04892789232261611,0.06378465604055289,0.22896302920055345,0.07046067299369368,0.10771768776526117
-0.5060777947362376,0.355645404606196,0.052257789629700395,0.6990865885441694,0.012990250358232824,-0.04192870561637251,0.1529895588978853,0.15945524260990754,0.031274646626109036,0.08846146843448502
-0.5236470909102351,0.049474179414148216,-0.021522182460174653,0.7110432979921498,0.375017092728814,-0.005965144712117345,0.2115495115293413,-0.09581026473223653,-0.08037814730965379,-0.04204684079734831
-0.523911308018418,-0.15795304087023457,0.06747401909649677,0.5683629235028415,0.5116734995172091,0.01781647967736519,0.11463911801579639,-0.14019873690004334,-0.0894603984221572,-0.12862375291591693
-0.535571970000759,-0.29264431660317247,0.1750254270298618,0.4273680059342064,0.5804223514966637,0.0408410814525485,0.008070643491010786,-0.13965313612082664,0.05500484634006489,-0.08899477634588072
-0.5508448818910603,-0.4292324607013658,0.3046096448610974,0.23765377325477863,0.5723983715038521,0.04818806549331426,-0.10438261614567562,-0.07493789850424784,0.07045924313554304,0.00047522923165088876
-0.4925760311445111,-0.543780374165962,0.39869027109043786,-0.024992380772948308,0.4693550237476974,0.040404393941080495,-0.18133466207979693,-0.06942851241493227,0.026052594255232285,0.17809841597092602
-0.42003443566332094,-0.6032224133294511,0.4693083322726531,-0.17635268834077716,0.3138722434466816,0.02027667200082709,-0.1698030089922757,-0.04687238135626847,-0.0439221073134839,0.2408919564297718
-0.27588281962055483,-0.644222514360496,0.604142661838171,-0.23761782598247122,0.07125802115070883,-0.01570069234693124,-0.06142970235426841,0.16210996745631037,-0.07679892464943215,0.17469529342230478
-0.13047274655895533,-0.6350204793731139,0.6272064800520816,-0.22154350686306992,-0.17028810175945847,-0.0619077880218455,0.12023711202397734,0.1584271444965673,-0.14498119235070522,0.14413105718142716
0.12348685304709957,-0.6006134812817161,0.5311312621139123,-0.006834781557092982,-0.39680328891676214,-0.09232838062723858,0.34741824135682225,-0.05608798434571344,-0.18017626398009237,0.06258688493921523
0.38911377504844064,-0.5590464084168127,0.36172306804294513,0.19366133586753131,-0.45056394396624083,-0.1449446365269298,0.25716898187226006,-0.2450714484688893,-0.0549027620445389,-0.006911122948353241
0.6829245995907046,-0.3987787423063959,0.15552194948110992,0.3399636523313604,-0.2918768092161278,-0.2817623151259608,0.1045014812841515,-0.20661688287282481,0.04948832924250538,0.01670516743820721
0.8116859257913702,-0.23229448062707517,0.024313314027522112,0.3065584396288868,-0.0022392782922212298,-0.3988489837248502,-0.04501993774260066,-0.01334020201028171,0.08815877542294018,0.06647611493747521
0.8398107749702272,-0.1326794823594292,-0.014832871552504168,0.25766210298873754,0.13859409061326988,-0.3977775191891954,-0.06670710473787084,0.07762893704921897,0.09402070149667215,0.05011057647167089
0.8591917802198366,-0.005210627664299347,0.03714611024258046,0.15291750808338483,0.2708061700079757,-0.3719900353882735,-0.010070825347020283,0.0973405005487905,0.031503329762648344,0.012654822307207051
0.805836474477528,0.18607421644071714,0.07326876868260557,0.03643989627644913,0.3793773013641358,-0.36117969234397584,-0.0718303716548341,0.09250010254930391,-0.018301415763568904,-0.0038792953197788176
0.7081615174476827,0.40049105708954275,0.2152875315038273,-0.05574249534345147,0.41668043807153765,-0.2608164792559589,-0.08651419050262989,0.032119028665390806,-0.06631066207138238,-0.011189652092343872
0.4513581009909969,0.6481047408404439,0.398753064583406,-0.14572500699912033,0.2852591170850978,-0.1125491490847005,-0.07806061460928981,-0.10302018701794974,-0.10761970690047834,-0.055781103439450724
0.16528620437061775,0.8153925058233533,0.4734572631616385,-0.10108867857670967,0.02936511790359294,-0.06047862935879954,-0.11394360093092475,-0.13145139435757247,-0.08759000678638537,-0.04410299081195353
-0.08182150940490773,0.7900883388430249,0.459756753713362,0.004204078636150755,-0.17393915389774517,-0.018900103864247075,-0.20721241505096655,-0.14548292425165021,-0.18168464774735452,-0.08438856514194622
-0.26353612083171096,0.732773146842091,0.3407163485500121,0.2469534539820822,-0.28317346035246677,-0.046191053072869415,-0.20256009548164539,0.05656384573721791,-0.24823927346471086,-0.07044849753896551
-0.40684526973671453,0.5710920089884909,0.1402780335739182,0.4843980124644567,-0.2894725852920484,-0.058837564605473305,-0.06546607887762348,0.2618250081556108,-0.1720378304025539,-0.03182850377848958
