mean_surface_net_short_wave_radiation_flux_mean_PCA_1,mean_surface_net_short_wave_radiation_flux_mean_PCA_2,mean_surface_net_short_wave_radiation_flux_mean_PCA_3,mean_surface_net_short_wave_radiation_flux_mean_PCA_4,mean_surface_net_short_wave_radiation_flux_mean_PCA_5,mean_surface_net_short_wave_radiation_flux_mean_PCA_6,mean_surface_net_short_wave_radiation_flux_mean_PCA_7,mean_surface_net_short_wave_radiation_flux_mean_PCA_8,mean_surface_net_short_wave_radiation_flux_mean_PCA_9,mean_surface_net_short_wave_radiation_flux_mean_PCA_10
-0.45382594158116585,-0.3823152968754983,-0.06748796011361322,0.7741223351085036,0.14618735974580807,0.013988076664671327,0.04020584572293341,0.15769251517131175,0.08716998722129037,0.027822853465141066
-0.3832446269476136,-0.49115498847665146,-0.01652177142417793,0.6994870999097843,0.32818507432840366,0.036605327891465936,-0.10943072008777098,0.08685185659423127,0.051517751309618436,0.03223437643044514
-0.31292509874440666,-0.5913672672805154,0.07874286729044348,0.549126759064559,0.4626726659545463,0.03669473000153264,-0.1955083246559766,-0.02068075576867936,-0.011251162068061836,0.015729640104808172
-0.21942447973051127,-0.6799980999548727,0.23224128703245397,0.3326708946069875,0.533457532782941,0.004656592717362239,-0.18498950664970581,-0.11895152887837766,-0.06478073065406746,-0.031658770211370896
-0.11174941439370141,-0.7253074869117013,0.4021522248876484,0.09871654707094005,0.49930338763912163,-0.050664674707462075,-0.07954353497630258,-0.15592893176438086,-0.08907726866749524,-0.09830134839662406
0.021296165844138907,-0.7136626234795725,0.5587727031582682,-0.09909080043468639,0.3666911322485617,-0.09439917335220205,0.06655946459858215,-0.1023848291345534,-0.06763097540910896,-0.12174869251043206
0.17564351238561116,-0.646274192956081,0.6552310535729403,-0.2170164844615049,0.16278827267133186,-0.10665819984300168,0.16919409634838536,0.03291390292899848,-0.018782494024609846,-0.12846652744510786
0.41365572393486927,-0.5121830037540206,0.6836739698988966,-0.16104621650085782,-0.10518852901741746,-0.07796506109926453,0.12604176397162534,0.19841066699754548,0.0346156172775793,-0.1034138193238215
0.6632382335182171,-0.28439257173376614,0.5392162678691879,0.03853619525944432,-0.32991316026576323,-0.07427537363095399,-0.04220569112513546,0.27287479771000217,0.02242075094927029,-0.08033036095532427
0.8185115487703187,-0.03057262166938343,0.27928407485129475,0.20794118783144602,-0.3732877046259139,-0.13220351725689225,-0.15555021635441388,0.18187211805385659,-0.04469501540965493,-0.0321425861950957
0.8672042279967176,0.16933880454138633,0.05757848534116211,0.2994694636474323,-0.2485759325755384,-0.19703176700108613,-0.14676303664205476,0.020619411829104886,-0.11139375701961635,0.021095534596390495
0.8504725384624499,0.32110729358628465,-0.06837968061731768,0.30616176788520305,-0.07015481411851153,-0.24853366102588442,-0.07251824259967138,-0.05998455798743406,-0.1031687056171978,0.047951036746553266
0.7890529517945581,0.45563668921597095,-0.12576002069936748,0.2562971046905405,0.11968156110544183,-0.27769909962806333,0.008799819885790969,-0.06020465817914303,-0.046204100410246265,0.05352883051690502
0.6314631693556715,0.6296227653461884,-0.09738059763753355,0.17822602442304486,0.3030022231341915,-0.2699659613849671,0.054638216490465255,-0.044201088347641866,0.04524518372179666,0.03779368608495424
0.35133026711728454,0.7925660182244917,0.03592383930441848,0.07539791519737853,0.43104093455021214,-0.19403743854009237,0.046893267442926045,-0.006471341139686908,0.1483649807871136,0.015176520476113347
-0.02534149736639037,0.8620287564652738,0.24807193826853283,-0.03487886395657925,0.38081839365320824,-0.09236976579903845,-0.05832028982152843,0.020759182219865932,0.20930816051855847,-0.007102162528519205
-0.33574547811989486,0.7984018013274123,0.4037483655807825,-0.07592023181128488,0.1772483673804258,-0.007517931883535884,-0.13948889421967742,-0.0056465993021877344,0.1929810312008378,-0.04676585728078626
-0.5270431998630912,0.6810082644534666,0.45588569008798036,-0.03451191120010531,-0.07542055895211314,-0.023641706306002503,-0.15016138933442538,-0.0797647359906368,0.12891905699175318,-0.06794174274962525
-0.6376996325060652,0.5513630966186339,0.40336305067097605,0.05967683413742589,-0.29328217702597575,-0.06990509675384324,-0.04349373623956636,-0.15320823313851892,0.0640970328881481,-0.06729601138602181
-0.679156077851764,0.3998921050121817,0.2972699319971128,0.18246481107950266,-0.41715859882470463,-0.0796921920726324,0.10136796976562368,-0.173044443455064,0.025302347200028025,-0.06248800020421833
