mean_sea_level_pressure_min_PCA_1,mean_sea_level_pressure_min_PCA_2,mean_sea_level_pressure_min_PCA_3,mean_sea_level_pressure_min_PCA_4,mean_sea_level_pressure_min_PCA_5,mean_sea_level_pressure_min_PCA_6,mean_sea_level_pressure_min_PCA_7,mean_sea_level_pressure_min_PCA_8,mean_sea_level_pressure_min_PCA_9,mean_sea_level_pressure_min_PCA_10
-0.9957096791149406,-0.009161208068093169,-0.1465777044857364,-0.01662774856023959,-0.03350235715376748,-0.02428383136514725,0.012660277678826026,-0.01617497424512214,-0.006507919903393447,-0.012897487197583627
-0.9951992367002004,-0.052331152268392626,-0.13885433686686274,0.004605942550836599,-0.04982361852098898,-0.006753514486427406,0.002434665292521297,-0.022486211014666788,0.005999881268537442,-0.01139689249058654
-0.993814188043179,-0.08293604756043878,-0.1266389894532292,0.032352718939491834,-0.05810438786490839,0.011232371048951256,-0.008516506500519053,-0.01596063321869213,0.008035928880558874,-0.0030635414980067495
-0.990793221238035,-0.11898352438606676,-0.11317019868421702,0.04802609870599865,-0.05846235093433723,0.02160781327618419,-0.02274605321081937,-0.013771445249193204,0.01295312676923926,-0.0043884565104459
-0.9862655267984087,-0.14957619939060926,-0.10448861839488108,0.06443310478111702,-0.06020600479256815,0.022804436710870457,-0.03046741372439205,-0.008206621401895228,0.018437063858251626,0.0007382780852280143
-0.9842082482736151,-0.16968033111862021,-0.0991281810116548,0.07048734568065115,-0.04219668707916949,0.022177929489512194,-0.009872451419160697,0.015363411409927953,-0.024382601948927385,0.010677747946019524
-0.980364807489268,-0.19978994048994778,-0.08638769009585075,0.0738890663954284,-0.024946283506687,0.010101419944270105,-0.006500481617043013,0.021076655711585898,-0.020351947402333745,0.015446329397589866
-0.9771522624404873,-0.22142245530934423,-0.0664151819502114,0.08110246191932499,0.006201627786732547,0.0025759696114474777,0.00040080877191322887,0.024238292890400037,-0.010945809123596618,0.013178633301476231
-0.9727457061966125,-0.2425829165285931,-0.043709967852783714,0.08357000750806304,0.02879768936917064,0.002100027483487561,0.007495772853923878,0.027261087876947344,-8.076323745738352e-05,0.0085795946633736
-0.96872474502995,-0.26111816337124466,-0.018571229654009605,0.07603948389058768,0.0422993618354177,-0.001019441387756655,0.015558866457096804,0.02497145337068985,0.00652087163092581,-0.006978117151322682
-0.9618986464583232,-0.28574516289640234,0.0029226051019084808,0.07305722519627306,0.053297942148406496,0.003259899770104349,0.015346431099514094,0.013894729286445386,0.008085516447175256,-0.017566609726781285
-0.9568471099191813,-0.3008341520656276,0.0308667645702367,0.06762668194955067,0.05986620972589058,-0.0027017300613262707,0.013557467005760005,0.002223886328319838,0.012677757611084728,-0.014079826364365127
-0.9525620452671503,-0.3157270634894941,0.05321223447091878,0.04997514288252664,0.05474970985703934,-0.0010137740573065493,0.004324641931460603,-0.010942848910966712,0.011477717032930804,-0.002137107626160265
-0.9493020293613408,-0.32487117551691896,0.0746192545958925,0.030471706519910196,0.044121998186796664,-0.002737057117572956,-0.0033968673716906236,-0.01695318730950667,0.005720849117050259,0.010628354229927712
-0.9449318120759846,-0.3325818337914044,0.09736588587421996,0.00805738020432971,0.03741686104071604,-0.0015733568386235733,-0.012389572186426058,-0.030498605843278414,0.0003338761236035261,0.00811476782593492
-0.940654960593488,-0.3377626046369479,0.11897112825904319,-0.015226705881821442,0.02422304774402154,-0.005562377107453749,-0.019031323134350405,-0.03422588066854489,-0.010563775138623104,0.00593872222970573
-0.9356394890786548,-0.3419554777163974,0.14231422176607744,-0.037326313651580026,0.008053661127115546,-0.010908099699363443,-0.01556440525455019,-0.028966353901094147,-0.02022114316054794,-1.148368135094833e-05
-0.9317906287618942,-0.3419477925672794,0.16344033643596878,-0.05356160913721441,-0.010369063985349458,-0.01002597870330938,-0.007509791947661063,-0.013930727355203246,-0.01763434672121212,-0.005437446459825298
-0.9211626421846634,-0.35742058889201056,0.1816651644203142,-0.07238476522567502,-0.030368119757214262,-0.00762141938978301,0.0005517626229877427,0.006718713125473207,-0.003883675228263331,-0.005930358486696913
-0.9096030147915157,-0.37235467346036316,0.19643605225109886,-0.08983899957823731,-0.04733569156575371,0.00646004569638333,0.010785531271694543,0.026677251372510903,0.007485914331141086,-0.0035887699680342724
-0.900421141084912,-0.38006666524713184,0.20843691739705536,-0.10120963604240295,-0.06597638537715313,0.021695578859408114,0.017050683607714178,0.035546422620985306,0.018600315176815277,0.005865806537803498
