surface_sensible_heat_flux_mean_PCA_1,surface_sensible_heat_flux_mean_PCA_2,surface_sensible_heat_flux_mean_PCA_3,surface_sensible_heat_flux_mean_PCA_4,surface_sensible_heat_flux_mean_PCA_5,surface_sensible_heat_flux_mean_PCA_6,surface_sensible_heat_flux_mean_PCA_7,surface_sensible_heat_flux_mean_PCA_8,surface_sensible_heat_flux_mean_PCA_9,surface_sensible_heat_flux_mean_PCA_10
-0.8956294737038847,0.08110076061691165,-0.3032978930984366,-0.2954694416283313,0.015105481123936847,-0.14833878117588267,-0.0031445661564642405,0.06168964252394541,-0.0026201200738562463,0.03617418934964155
-0.9030667575202693,0.05159416831697456,-0.2448002522400025,-0.3448964358253803,-0.058788766572424316,-0.09158112867347787,-0.044988698179697986,0.05054009660415579,-0.010938914783923672,0.04326435629645045
-0.9120793377691071,0.002971842220083196,-0.1437629189889256,-0.3667468641439364,-0.12493274080085448,-0.03889194960586029,-0.09717962228817922,0.02890571565120069,-0.023271987620190282,0.012627023927774449
-0.9150305167159236,0.000395102639006632,-0.00938587019388641,-0.3709860883278962,-0.17030678485589598,0.031209218477711017,-0.09909512117603979,0.003979618255041781,-0.010853320544739718,-0.01878424224811694
-0.9055895456386198,-0.031863804210905185,0.13084601975357987,-0.34889616862948386,-0.19942107836347775,0.08843556032567369,-0.05582278265921296,-0.03565134238449939,-0.00966019848381611,-0.05602949314511573
-0.8985116010477365,-0.03461451375161284,0.2563778186123595,-0.32018520732230465,-0.1617559461279744,0.08179835069029281,-0.008703967954139776,-0.06143097048860475,0.0006585846268851601,-0.04381192771581788
-0.8667922385796241,-0.055156330353764244,0.42660761724216006,-0.21838255980409776,-0.12397621437760353,0.09698143588184636,0.05320018547442918,-0.05443511126694029,0.02365826593934094,-0.00031697191095691855
-0.8314051509509583,-0.08099348387238366,0.5330429562005298,-0.12098346156501995,-0.04661999612500958,0.0640205411356041,0.07975374621841178,-0.05326185721162954,0.03288837745767266,0.042954839733774695
-0.7851418378079298,-0.1570167068444548,0.5957902425998544,-0.07555697561531209,0.02692586880989581,0.009512364775058678,0.09587646241761594,0.008105816655199763,0.024730139712636576,0.045600788217615526
-0.7410259448235651,-0.2763885331060623,0.6087645921149777,0.0031115435187269893,0.07786983863549633,-0.018430231626281837,0.08555748559486803,0.057078121510162394,-0.006744328881320047,0.026415739059846
-0.6896171304585333,-0.42186519211108975,0.5668030200238563,0.1037810390487932,0.1301686606792264,-0.05875038335836699,0.010575121477606935,0.07881385632573636,-0.01857343058731323,-0.022048402812796783
-0.6538902003048562,-0.6049811933922253,0.3855332481500558,0.15062432111070828,0.1653300392841768,-0.11496816947468273,-0.051949060455914416,0.047533343026715344,-0.04103474121801808,-0.04885132814845416
-0.6418194509646584,-0.6930303319318827,0.22457595504169042,0.15026940230231678,0.16433480032508171,-0.1038786087227129,-0.09386293231518553,-0.01923699891102005,-0.04400341486251529,-0.013731201076161657
-0.6121552833044217,-0.7568010771112991,0.021138167502121653,0.13827064946418677,0.14207240168911234,-0.09469676325602576,-0.1041702283359759,-0.06460874839836617,-0.030143914358375386,0.03016424250215542
-0.5829497383923586,-0.7869451062236865,-0.13479492825609965,0.10726799989464905,0.08468228662219864,-0.027562997285330904,-0.10819808731141205,-0.03250440203714416,0.06292740225312934,0.012366739018795826
-0.5332760715863295,-0.8113579842853427,-0.22972238228685732,0.09469548385038776,0.02777838562877736,0.018693894031906303,-0.05342512276575866,-0.01730180577619747,0.0744518015480328,-0.0019731286823910445
-0.4735742664568111,-0.8295457262968899,-0.2896465189094607,0.0751114284002787,-0.03704967601191773,0.06665973134967768,0.014219975404243761,0.005580831094225751,0.07661905508503392,0.005683173404694999
-0.4252051957106593,-0.8285068676960874,-0.3427953632287445,0.06803282474554526,-0.09212246715183998,0.10149181882618355,0.07156240060732585,0.020925315441738503,0.01561220473150898,-0.008035665725414672
-0.4055159539596441,-0.8144973333539187,-0.35629081583074207,0.07087842975848743,-0.17204852450658564,0.11834810144281116,0.09916495349733463,0.01271925532026091,-0.04643570585611337,0.0025777235586867064
-0.3860344148469099,-0.8101787751844175,-0.3448752880378681,0.06918629854722358,-0.22641704456789608,0.11557210815893458,0.11458024584358618,0.013766495830458001,-0.08684856931732654,0.004838266488932362
