10m_orientation_of_wind_min_PCA_1,10m_orientation_of_wind_min_PCA_2,10m_orientation_of_wind_min_PCA_3,10m_orientation_of_wind_min_PCA_4,10m_orientation_of_wind_min_PCA_5,10m_orientation_of_wind_min_PCA_6,10m_orientation_of_wind_min_PCA_7,10m_orientation_of_wind_min_PCA_8,10m_orientation_of_wind_min_PCA_9,10m_orientation_of_wind_min_PCA_10
0.828708077389328,-0.18643524846613885,-0.21609778271509428,-0.32019504479625377,0.2719391085781151,-0.06444443212681293,0.1287900479515923,0.12426614706833773,-0.12942556385332982,0.007928921491152268
0.8375039300911511,-0.18372264477828562,-0.2556609463695192,-0.3222475610320796,0.22926813821141895,-0.04803237386537084,0.10959312718276522,0.09814020434621688,-0.13050588705528532,-0.009014642679774547
0.8277101018281466,-0.1804310307654933,-0.32778697485862207,-0.32811703955525223,0.1315291779249639,-0.049123203877107544,-0.014467049732158664,0.003993469167694384,-0.15777708527757148,-0.007121540527749373
0.8290387623336697,-0.12488894011957855,-0.4091840934044423,-0.26164587368320913,-0.1569099103009258,-0.049086117446967954,-0.11838101190668816,0.038914011099753607,-0.05217242254189216,-0.04453444513192839
0.820584356366692,-0.09501575135889834,-0.42949122336144513,-0.21899435740283552,-0.18284937289414815,-0.08628658310283271,-0.13718136541371093,0.005002991111720034,-0.01651464269866489,-0.0011285721552148065
0.7600374234337138,-0.08390623819214357,-0.44637584149675563,-0.19525737619582947,-0.214733804958018,-0.11169359445954066,-0.21459485915262466,-0.04770871903815997,0.04076602316037431,0.16172919967618254
0.7231034110786914,-0.043753945642003585,-0.3818479614219707,-0.08568975796920629,-0.28870585503421875,-0.06948708190996798,-0.2568408825401717,-0.16733974733062493,0.11006060957189497,0.2825370108401266
0.8426911094608441,-0.03881046190502118,-0.2935966574482108,0.056708021158100225,-0.30932929757156163,0.04074281218027309,-0.11129842877329205,-0.16053127739304668,0.0009403018502777445,-0.12479634354439771
0.7588654782245724,0.12362240815479594,-0.35976552837922215,0.16585948628043584,-0.30155047767901055,0.15392564549608648,-0.023504606598839635,-0.14943478141987315,-0.043893553411499496,-0.16494409540182514
0.8357647489418866,0.13426743225609297,-0.2807015894310631,0.19822347543449165,-0.2371441719163402,0.14265554588800325,0.11396508885707594,-0.017310832476488826,-0.002599343990375584,-0.15255446496005112
0.8300621431936941,0.18016260042525356,-0.1371602606097479,0.33861290244309816,-0.23977046060541943,0.18241908598511505,0.16972766924273205,0.02466520986399396,0.06091342176461813,-0.014333811575964405
0.8478973103105849,0.1875186721013019,-0.08793377042843259,0.3571798442804176,-0.19498780815384276,0.1634243393705713,0.1883747136090284,0.057844400629879805,0.061412172085389065,-0.009707255327698219
0.8499500827854228,0.18568487546821733,-0.0531038831487608,0.3644429637591668,-0.1579109292281793,0.13873212224604634,0.20636478942133576,0.08151970246393411,0.05379380024210722,0.0014236160758653886
0.8011164456911699,0.189562361942752,-0.01905592534008089,0.46217111893261636,-0.014351753108827494,0.009942269950140385,0.1514304668240993,0.12106875287882092,-0.040461960382162696,0.13710987272052627
0.7517953996165442,0.13971913675984587,0.10054642139312309,0.4778536644287945,0.35162207487419617,-0.023161119172589353,0.02397702552531993,-0.12194948026315927,-0.17447727500455945,0.09357736880021722
0.7470840084462823,0.13250267653791845,0.1003692587455643,0.4773709113199728,0.36013031519385663,-0.02099697503438793,0.02389510669097333,-0.13034554611238486,-0.18027122098151327,0.0930435470609394
0.5831595096651881,0.37292639675106526,0.09285683421219185,0.3896848357223538,0.49690949075938473,-0.09438571390905906,-0.20217471147400431,-0.04717714642277365,-0.07180818561122317,0.06311057017716723
0.3725560088256317,0.41898772737528683,-0.0061374109612980605,0.5538985450740453,0.14976006066708403,-0.484954342008029,-0.23386106310236804,0.1678300947908822,0.11727857167489747,-0.06982797560553608
0.39199540087677825,0.6217362199592212,0.25728080250839824,0.12057129368173503,-0.1573881979241549,-0.47585069404444447,-0.020945789494295066,-0.05975452254372667,0.10816595739820982,-0.2705307870765174
0.48177340758451137,0.5539938545082201,0.4231977606270992,-0.24479669234446952,-0.014526701384536874,0.21093956641697315,-0.13344283137269503,0.09303926014790727,-0.045286468380443264,-0.027619372008496238
0.588333658219221,0.5948081134662324,0.443519502750912,-0.2629057988687554,-0.01791091445147654,0.15986017401158745,-0.1037555265108241,0.04918346324501123,-0.012726861900503638,0.006343159667665037
0.5857366101255892,0.5984122194313847,0.44544575433235817,-0.26456222999548723,-0.02006289570582855,0.15194228240303453,-0.1020374354911482,0.042161686526250824,-0.014710297486676573,0.006856792519913491
0.5935143124383853,0.59992208390504,0.4351950564964791,-0.2565897693104614,-0.015635196248932105,0.14659886414102036,-0.10373230463966643,0.06072965572658699,0.0020065245645297853,0.004522083066266806
0.5996409453034448,0.5947535575846176,0.43003285222669585,-0.2542825040543031,-0.01050564500079733,0.1531286426693483,-0.11209142880842128,0.06930348253667626,0.009087721399117125,0.019090483977313166
0.0419788006292113,0.4472109848524806,0.463038517033653,-0.39550221231565175,-0.262867393529706,-0.2965847336105596,0.23843139008418313,-0.37917534281345266,-0.2315491698370601,-0.021875242998033815
0.38818781893826526,0.525496031974978,0.15380561964931072,-0.29604762760816505,-0.2666305438465031,-0.35320262231728555,0.3437706977945964,0.08874912699222183,0.17308210936870597,0.2598193943118838
