mean_sea_level_pressure_mean_PCA_1,mean_sea_level_pressure_mean_PCA_2,mean_sea_level_pressure_mean_PCA_3,mean_sea_level_pressure_mean_PCA_4,mean_sea_level_pressure_mean_PCA_5,mean_sea_level_pressure_mean_PCA_6,mean_sea_level_pressure_mean_PCA_7,mean_sea_level_pressure_mean_PCA_8,mean_sea_level_pressure_mean_PCA_9,mean_sea_level_pressure_mean_PCA_10
-0.9988682709085318,-0.05198457261908482,-0.10576788528661613,-0.048047347193025856,0.03362565251984244,-0.004809479350041998,-0.0074954446094051734,-0.018950234612885374,-0.019196927663583527,-0.002168314238459383
-1.0014387594486531,-0.00790678926383703,-0.10491267790189425,-0.02386860172001084,0.028523131314857633,0.0023523567681032168,0.007115051211716538,-0.019770496589972982,-0.0035917647972587103,-0.005738887122028226
-1.0008281084456006,0.036588314817892695,-0.10663713311536901,-0.0023070235175211688,0.01898143399243021,0.013646822449878198,0.020758367737135745,-0.018601913250488964,0.0070018578344599215,-0.0040067921785306125
-0.9990072206486184,0.07048517536907443,-0.10361069584154715,0.0169732553897418,0.007478021960590328,0.024654191235392975,0.028428498285047035,-0.012685796218820267,0.010932609063309902,0.00353266902401931
-0.9952148112789853,0.10618164067566617,-0.10879089989784825,0.026639420216550327,0.00010810875584664171,0.0270197950155951,0.026407471254059057,-0.0014854016965263265,0.010381581075395448,-0.0008189192620317134
-0.9918342129597965,0.12987986806044072,-0.11118691099641512,0.03977403742726883,-0.007810881430308796,0.030684102518334883,0.01670760153528086,0.005569364818166419,0.003497654968404422,0.0017748168859963746
-0.9884306914859038,0.153356604120896,-0.10598104007446621,0.05283063334720776,-0.013926377426390354,0.029530657734896982,-0.000792433824767418,0.012650358482436131,-0.00940280657012917,0.0007900075660956921
-0.985445879733799,0.1782226803143873,-0.09602882283235253,0.053796722120432065,-0.009964079499271273,0.019045377074214526,-0.01121884034276937,0.017248585131549234,-0.006549400709620156,-0.00012427414022226466
-0.982880145223305,0.19871626289162853,-0.08147013670636055,0.054108651067197505,-0.010195252845160898,0.009302156115205996,-0.019580712857850447,0.012591580359417846,-0.008245643240483139,-0.00032984517153652055
-0.979525373368397,0.2193622325216605,-0.06833336652786656,0.05267233706172946,-0.0074500755450653215,0.0008217622238918464,-0.02479820792919347,0.009895784384368046,0.00010022530189041312,-0.004099964537607562
-0.9746506832806557,0.24453586098638588,-0.04878294739663131,0.050240694882731564,-0.00635320505520065,-0.013524154173416613,-0.029988791293324137,0.0019330557669331493,0.0023174829092196085,-0.0005913173039447582
-0.9698254759111101,0.26625887323043707,-0.0300281332049698,0.04789189050642282,-0.004472559856412369,-0.023460037011597924,-0.023395450174294966,-0.006450120634987623,0.007999486104185076,0.003038287442337108
-0.9654513941960444,0.283996038348574,-0.0067726220189860235,0.04234456708643408,-0.0033296698714498367,-0.029357530714800056,-0.015213246583562165,-0.01002163033457141,0.012652648225311392,0.0046262081061915
-0.9599045791622849,0.3021935279213794,0.01708715011723926,0.03890249442170294,-0.004403416284337454,-0.0332250014281314,0.0006275225972005373,-0.011551106950666658,0.011794743349894063,0.0018144633562816113
-0.955734327423598,0.3138123835844671,0.04153147048454454,0.02451021776844513,-0.0074671294793350095,-0.033401550063317194,0.014989764289102554,-0.011743520459608577,0.006001341114471796,-0.004676262369906208
-0.9509473887915043,0.32545965445911335,0.06106824531213065,0.0111688202539157,-0.008644962381950701,-0.02941805032934234,0.027650146102668745,-0.0050560458184206345,-0.008300009388148944,-0.0030466795632162354
-0.9474155774466294,0.3321970255732897,0.0793388632668892,-0.006912942879055082,-0.007641462632357225,-0.01751266677743611,0.030486977107973313,0.006285561530978908,-0.015940713981702676,-0.00317087198267838
-0.94130434748935,0.34083047108467546,0.11105772202919838,-0.01979639248972288,0.0005639559046544814,-0.008878634260554652,0.01978628927802588,0.017138474292510232,-0.014324541915016831,5.660375764567604e-05
-0.9326848939855026,0.3517674285223604,0.14430016527308936,-0.027584012621058005,0.0067690615919498605,0.002212757370686453,0.012034755493352192,0.013503336514142013,-0.012127663770588373,0.008746474708075066
-0.9213438220153076,0.3661276497563746,0.17566667186407353,-0.03669530937051629,0.00885332764926442,0.015930856597319326,-0.004670473828933265,0.014111043639232438,-0.0028103091022098946,0.011961191108553473
-0.9114593833007766,0.3750268351486512,0.2033090847254972,-0.04497466588920416,0.005224839424805554,0.02722726166076244,-0.016893511443624554,-0.005989790758440804,0.009129954566442004,0.001993630022470151
-0.9031881252621852,0.37973174275844224,0.2228587562712419,-0.061262311770101406,-0.00010442604829340652,0.03545538266688828,-0.021086706908096817,-0.018850099952085256,0.01397719866461313,-0.016050649795952592
