Time&Longitude&Latitude;Longitude (MSLP);Latitude (MSLP);MSLP;Longitude (925wind);Latitude (925wind);925hP Wind Speed;Longitude (10m wind);Latitude (10m wind);10m Wind Speed
TRACK_ID 25 START_TIME 1990012103 MEDIAN_TIME 1990012103 ENSMBLE_MEMB 0 NAME C3S_STORM_TRACKS_ERA5;;;;;;;;;
POINT_NUM 62                           ;;;;;;;;;
2007110821 8.577250 59.631260 8.424861e+00;8.978374e+00;5.890178e+01;9.756570e+02;3.937500e+00;5.971890e+01;4.004978e+01;4.218750e+00;6.084306e+01;3.859105e+01 
2007110900 9.869975 59.310215 7.834455e+00;1.053714e+01;5.893408e+01;9.751545e+02;5.625000e+00;5.831380e+01;3.593961e+01;5.625000e+00;5.831379e+01;3.593961e+01 
2007110903 11.479857 58.777454 7.061257e+00;1.155693e+01;5.875907e+01;9.764184e+02;5.625000e+00;5.775170e+01;3.540804e+01;5.906250e+00;5.831379e+01;3.207841e+01 
2007110906 13.177858 58.117123 6.428372e+00;1.255888e+01;5.852616e+01;9.784340e+02;6.468800e+00;5.634660e+01;3.546580e+01;1.068750e+01;5.887585e+01;2.709521e+01 
2007110909 14.085856 56.947903 6.127690e+00;1.355619e+01;5.831803e+01;9.816389e+02;7.875000e+00;5.494140e+01;3.342283e+01;1.096875e+01;5.747070e+01;2.629826e+01 
2007110912 15.011654 55.920605 5.879292e+00;1.400395e+01;5.699507e+01;9.837900e+02;7.031200e+00;5.494140e+01;3.027036e+01;1.125000e+01;5.662761e+01;2.614389e+01 
2007110915 16.350309 55.645859 6.093912e+00;1.550785e+01;5.626398e+01;9.851061e+02;8.156200e+00;5.494140e+01;2.738521e+01;1.237500e+01;5.550349e+01;2.470938e+01 
2007110918 17.722078 55.537029 6.183510e+00;1.685580e+01;5.620350e+01;9.853316e+02;1.490620e+01;5.578450e+01;2.710159e+01;1.462500e+01;5.578452e+01;2.673115e+01 
2007110921 18.775965 55.447186 6.079671e+00;1.788626e+01;5.605037e+01;9.852233e+02;1.631250e+01;5.522250e+01;2.587168e+01;1.659375e+01;5.466040e+01;2.439118e+01 
2007111000 19.885197 55.635921 5.888336e+00;1.899595e+01;5.601007e+01;9.839407e+02;1.743750e+01;5.634660e+01;2.497816e+01;1.715625e+01;5.690864e+01;2.452597e+01 
2007111003 21.129816 56.496029 5.755733e+00;2.016691e+01;5.609011e+01;9.828327e+02;1.800000e+01;5.662760e+01;2.599281e+01;1.771875e+01;5.690864e+01;2.577482e+01 
2007111006 22.125357 57.012184 5.519317e+00;2.051702e+01;5.625991e+01;9.830778e+02;1.828120e+01;5.662760e+01;2.623599e+01;1.828125e+01;5.690864e+01;2.603902e+01 
2007111009 22.398527 57.423828 5.283755e+00;2.107107e+01;5.633841e+01;9.839399e+02;1.856250e+01;5.634660e+01;2.533193e+01;1.856250e+01;5.690864e+01;2.437640e+01 
2007111012 22.389219 57.894905 5.395613e+00;2.102764e+01;5.611086e+01;9.845471e+02;1.940620e+01;5.634660e+01;2.525704e+01;1.940625e+01;5.718967e+01;2.314531e+01 
2007111015 22.493250 58.178272 5.310420e+00;2.239167e+01;5.814664e+01;9.862539e+02;2.025000e+01;5.550350e+01;2.484719e+01;2.081250e+01;5.550349e+01;2.169077e+01 
2007111018 22.914108 58.271248 5.119399e+00;2.094355e+01;6.008503e+01;9.844722e+02;2.137500e+01;5.522250e+01;2.290640e+01;2.081250e+01;5.550349e+01;2.211174e+01 
2007111021 23.471066 58.033825 5.106822e+00;2.131654e+01;6.005341e+01;9.846612e+02;2.306250e+01;5.494140e+01;2.149375e+01;2.390625e+01;5.522246e+01;2.053400e+01 
2007111100 23.963024 58.170998 5.058486e+00;2.133227e+01;6.014408e+01;9.844423e+02;2.250000e+01;5.522250e+01;1.929243e+01;2.306250e+01;5.522246e+01;1.843518e+01 
2007111103 24.100760 58.578125 4.785208e+00;2.092120e+01;6.027705e+01;9.845680e+02;3.262500e+01;6.028100e+01;1.975702e+01;2.278125e+01;6.028100e+01;1.809039e+01 
2007111106 24.116684 59.326027 4.289158e+00;2.081940e+01;6.032888e+01;9.850222e+02;3.262500e+01;6.056200e+01;2.049697e+01;2.250000e+01;6.056203e+01;1.743851e+01 
2007111109 23.755112 60.212521 3.910544e+00;2.049746e+01;6.053445e+01;9.863641e+02;3.234380e+01;5.775170e+01;2.225974e+01;2.278125e+01;6.056203e+01;1.698703e+01 
TRACK_ID 80 START_TIME 2007120315 MEDIAN_TIME 2007120706 ENSMBLE_MEMB 0 NAME C3S_STORM_TRACKS_ERA5;;;;;;;;;
POINT_NUM 58                           ;;;;;;;;;
2007120315 249.142426 52.079918 2.780968e+00;2.495060e+02;4.750199e+01;1.010148e+03;2.545312e+02;5.325520e+01;1.534082e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120318 248.251556 52.383049 2.837470e+00;2.467869e+02;4.892474e+01;1.006482e+03;2.542500e+02;5.297420e+01;1.592772e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120321 247.278503 52.497063 3.149526e+00;2.467843e+02;4.901992e+01;1.006537e+03;2.446875e+02;5.831380e+01;1.631751e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120400 247.079010 52.845909 3.404664e+00;2.441098e+02;5.184936e+01;1.000192e+03;2.446875e+02;5.831380e+01;1.962593e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120403 248.418839 52.667549 3.727370e+00;2.476072e+02;4.933341e+01;1.005622e+03;2.449688e+02;5.831380e+01;1.832539e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120406 250.892548 52.192707 4.195349e+00;2.508878e+02;4.848671e+01;1.007957e+03;2.542500e+02;5.325520e+01;1.737659e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120409 253.612167 51.432243 4.427913e+00;2.539639e+02;4.980263e+01;1.007891e+03;2.542500e+02;5.297420e+01;1.705128e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120412 255.385681 50.684620 4.694806e+00;2.552889e+02;4.891119e+01;1.008276e+03;2.595938e+02;5.016390e+01;1.646041e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120415 258.019318 49.263260 4.590737e+00;2.576547e+02;4.719597e+01;1.007648e+03;2.595938e+02;5.016390e+01;1.613758e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120418 260.236145 47.891750 4.855950e+00;2.588553e+02;4.622206e+01;1.006001e+03;2.595938e+02;5.016390e+01;1.652586e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120421 262.385254 46.219372 4.935091e+00;2.605758e+02;4.491828e+01;1.004733e+03;2.598750e+02;4.988290e+01;1.558227e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120500 264.329681 44.648766 4.823765e+00;2.634249e+02;4.175762e+01;1.005297e+03;2.657812e+02;4.117090e+01;1.712330e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120503 266.187653 43.048161 5.101640e+00;2.671271e+02;4.115886e+01;1.003709e+03;2.666250e+02;3.948480e+01;1.859229e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120506 268.013824 41.869740 5.165609e+00;2.692096e+02;4.023585e+01;1.002121e+03;2.691562e+02;3.864170e+01;1.978930e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120509 269.927399 40.549694 5.174562e+00;2.712705e+02;3.949757e+01;1.001000e+03;2.640938e+02;3.864170e+01;2.031713e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120512 272.515930 39.319820 5.201519e+00;2.729414e+02;3.898961e+01;1.000232e+03;2.694375e+02;4.145200e+01;2.016127e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120515 274.647003 38.301140 5.341640e+00;2.755714e+02;3.842152e+01;1.001442e+03;2.722500e+02;4.004680e+01;1.966222e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120518 276.779022 37.769611 5.136975e+00;2.784757e+02;3.813432e+01;1.000517e+03;2.832188e+02;3.498830e+01;1.756672e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120521 279.030182 37.353420 4.768576e+00;2.790188e+02;3.671268e+01;1.000994e+03;2.854688e+02;3.442620e+01;1.804180e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120600 281.469513 36.998856 4.056180e+00;2.795489e+02;3.550654e+01;1.003851e+03;2.871562e+02;3.414520e+01;1.974319e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120603 286.903717 37.723721 4.012146e+00;2.909278e+02;3.707538e+01;1.003760e+03;2.930625e+02;3.611240e+01;2.727229e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120606 290.258972 38.263229 4.478795e+00;2.941251e+02;3.813235e+01;1.000811e+03;2.947500e+02;3.751760e+01;3.035572e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120609 293.359070 39.022320 4.593618e+00;2.961541e+02;3.929554e+01;9.998224e+02;2.975625e+02;3.836060e+01;3.114246e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120612 296.739044 39.997211 4.702152e+00;2.984249e+02;4.029470e+01;9.995195e+02;3.003750e+02;3.948480e+01;3.269860e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120615 299.277374 40.992085 5.209012e+00;3.008272e+02;4.165008e+01;9.988997e+02;3.023438e+02;4.004680e+01;3.182580e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120618 302.220917 42.518147 5.928219e+00;3.042503e+02;4.369640e+01;9.979438e+02;3.045938e+02;4.370020e+01;3.204553e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120621 305.367737 44.012821 6.238363e+00;3.067980e+02;4.556668e+01;9.966089e+02;3.102188e+02;4.594850e+01;3.388281e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120700 308.810760 45.912346 6.354326e+00;3.096870e+02;4.710823e+01;9.975918e+02;3.133125e+02;4.791570e+01;3.397303e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120703 312.107788 47.456596 6.928305e+00;3.124613e+02;4.893312e+01;9.955349e+02;3.158438e+02;4.903980e+01;3.557730e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120706 315.398956 48.867126 7.594255e+00;3.151615e+02;5.045394e+01;9.911961e+02;3.121875e+02;4.341920e+01;3.539238e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120709 318.533630 50.468071 8.043880e+00;3.187567e+02;5.207380e+01;9.865551e+02;3.234375e+02;5.156910e+01;3.436101e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120712 321.599823 51.582481 8.539324e+00;3.210635e+02;5.307257e+01;9.829398e+02;3.195000e+02;4.594850e+01;3.876115e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120715 324.581787 52.417866 9.075908e+00;3.241254e+02;5.426595e+01;9.789326e+02;3.231562e+02;4.763460e+01;4.310889e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120718 327.624115 53.077541 9.540051e+00;3.266532e+02;5.533981e+01;9.747792e+02;3.276562e+02;4.960190e+01;4.274678e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120721 330.556427 53.703373 9.831993e+00;3.281077e+02;5.601215e+01;9.707280e+02;3.318750e+02;5.156910e+01;4.080616e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120800 333.953430 54.314129 9.523737e+00;3.294369e+02;5.664445e+01;9.680184e+02;3.363750e+02;4.875880e+01;3.884515e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120803 337.083282 54.940220 8.830606e+00;3.305625e+02;5.683373e+01;9.659399e+02;3.414375e+02;4.960190e+01;3.660487e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120806 337.183655 55.837372 8.446380e+00;3.323965e+02;5.672195e+01;9.650842e+02;3.296250e+02;5.437940e+01;4.241979e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120809 337.784424 56.284027 8.869918e+00;3.343833e+02;5.647904e+01;9.640513e+02;3.324375e+02;5.578450e+01;4.453635e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120812 339.329742 56.379261 9.344297e+00;3.364893e+02;5.636309e+01;9.646686e+02;3.341250e+02;5.550350e+01;5.027606e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120815 341.102081 56.153343 9.620523e+00;3.390305e+02;5.579130e+01;9.645579e+02;3.363750e+02;5.494140e+01;5.376545e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120818 343.221191 55.687580 9.944602e+00;3.422465e+02;5.521000e+01;9.648060e+02;3.377812e+02;5.466040e+01;5.062807e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2007120821 345.525024 55.201439 1.029040e+01;3.452054e+02;5.461213e+01;9.652779e+02;3.417188e+02;5.325520e+01;4.821712e+01;3.493125e+02;5.353628e+01;2.694612e+01 
2007120900 347.411987 54.807648 9.852367e+00;3.480304e+02;5.401886e+01;9.666011e+02;3.453750e+02;5.213110e+01;4.566135e+01;3.490312e+02;5.213113e+01;3.891683e+01 
2007120903 349.933441 54.272072 9.383546e+00;3.509261e+02;5.357682e+01;9.681783e+02;3.484688e+02;5.100700e+01;4.209918e+01;3.501562e+02;5.128803e+01;3.870231e+01 
2007120906 352.732391 53.715061 8.853504e+00;3.532185e+02;5.308332e+01;9.715053e+02;3.479062e+02;5.100700e+01;4.106842e+01;3.543750e+02;5.156907e+01;2.977115e+01 
2007120909 354.870728 52.886150 8.780831e+00;3.560041e+02;5.268636e+01;9.741873e+02;3.504375e+02;4.960190e+01;3.861656e+01;3.557812e+02;5.016391e+01;3.067763e+01 
2007120912 356.738434 52.309261 8.533835e+00;3.583926e+02;5.190127e+01;9.763121e+02;3.546562e+02;4.819670e+01;3.738288e+01;3.540938e+02;4.988288e+01;3.090080e+01 
2007120915 358.229614 51.662533 8.510321e+00;8.528848e-01;5.177457e+01;9.779116e+02;3.557812e+02;4.651050e+01;3.546616e+01;3.546562e+02;4.988288e+01;3.318340e+01 
2007120918 359.558228 51.315865 8.194307e+00;2.400730e+00;5.172504e+01;9.790994e+02;3.560625e+02;4.903980e+01;3.355926e+01;3.566250e+02;4.903979e+01;3.216574e+01 
2007120921 0.859252 51.210289 7.769021e+00;3.362421e+00;5.171751e+01;9.814387e+02;0.000000e+00;4.707260e+01;2.483348e+01;2.531250e+00;4.847773e+01;2.017910e+01 
2007121000 2.031975 51.250263 7.051808e+00;4.334484e+00;5.163830e+01;9.843251e+02;0.000000e+00;4.594850e+01;2.265370e+01;2.531250e+00;5.128803e+01;1.954672e+01 
2007121003 2.683232 51.146755 6.408058e+00;5.323745e+00;5.157043e+01;9.869815e+02;0.000000e+00;5.100700e+01;2.116516e+01;0.000000e+00;5.100700e+01;2.116516e+01 
2007121006 3.311110 50.950634 5.849117e+00;6.286288e+00;5.140363e+01;9.903164e+02;0.000000e+00;4.988290e+01;2.321523e+01;2.812500e-01;4.988288e+01;2.290410e+01 
2007121009 4.151680 50.824982 5.251375e+00;7.188484e+00;5.131895e+01;9.945832e+02;0.000000e+00;5.297420e+01;2.321857e+01;8.437500e-01;5.072598e+01;2.176448e+01 
2007121012 4.849506 50.668865 4.281058e+00;8.734134e+00;5.162313e+01;9.977948e+02;0.000000e+00;5.100700e+01;2.251625e+01;2.812500e-01;5.100700e+01;2.250142e+01 
2007121015 5.596946 50.475674 3.773607e+00;9.584397e+00;5.161697e+01;1.000990e+03;0.000000e+00;5.409830e+01;2.296704e+01;1.406250e+00;5.128803e+01;2.042569e+01 
2007121018 5.881936 49.311249 3.128529e+00;9.637186e+00;5.095949e+01;1.004097e+03;5.625000e-01;5.185010e+01;2.114939e+01;2.531250e+00;5.128803e+01;1.901929e+01 
TRACK_ID 81 START_TIME 2008010718 MEDIAN_TIME 2008010906 ENSMBLE_MEMB 0 NAME C3S_STORM_TRACKS_ERA5;;;;;;;;;
POINT_NUM 25                           ;;;;;;;;;
2008010718 331.311401 48.618847 2.580899e+00;1.000000e+25;1.000000e+25;1.008983e+03;3.313125e+02;4.679150e+01;2.306441e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008010721 334.136505 49.270832 2.957537e+00;1.000000e+25;1.000000e+25;1.006481e+03;3.352500e+02;4.735360e+01;2.394278e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008010800 336.607635 49.648640 3.391068e+00;3.381778e+02;5.154456e+01;1.000724e+03;3.431250e+02;4.819670e+01;2.677832e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008010803 338.791107 50.349323 3.887730e+00;3.399896e+02;5.211689e+01;9.967017e+02;3.363750e+02;4.566740e+01;2.833514e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008010806 341.990936 51.079578 4.502632e+00;3.430638e+02;5.251540e+01;9.908651e+02;3.389062e+02;4.566740e+01;2.972669e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008010809 344.699890 51.759060 5.119462e+00;3.442719e+02;5.367456e+01;9.838927e+02;3.428438e+02;4.679150e+01;3.009297e+01;3.493125e+02;5.156907e+01;2.425298e+01 
2008010812 346.810394 52.537376 6.114545e+00;3.450874e+02;5.405028e+01;9.771035e+02;3.456562e+02;5.297420e+01;3.226539e+01;3.504375e+02;5.128803e+01;2.540215e+01 
2008010815 349.263245 53.452160 7.042852e+00;3.469880e+02;5.416397e+01;9.732244e+02;3.462188e+02;5.353630e+01;4.127788e+01;3.532500e+02;5.213113e+01;3.364582e+01 
2008010818 351.586792 54.328777 7.672621e+00;3.494770e+02;5.464801e+01;9.719958e+02;3.487500e+02;5.381730e+01;4.155678e+01;3.493125e+02;5.353628e+01;4.030239e+01 
2008010821 353.792389 55.425068 8.257727e+00;3.517315e+02;5.545110e+01;9.723198e+02;3.493125e+02;5.494140e+01;4.077872e+01;3.507188e+02;5.437937e+01;3.958318e+01 
2008010900 355.476166 56.739510 8.668697e+00;3.523834e+02;5.752910e+01;9.709101e+02;3.512812e+02;5.522250e+01;4.349089e+01;3.512812e+02;5.522246e+01;4.349089e+01 
2008010903 356.600739 57.531944 8.799609e+00;3.562050e+02;5.771799e+01;9.701455e+02;3.529688e+02;5.578450e+01;4.053580e+01;3.529688e+02;5.578452e+01;4.053581e+01 
2008010906 357.622894 58.397518 8.747775e+00;3.556190e+02;5.859057e+01;9.674656e+02;3.540938e+02;5.606550e+01;4.010826e+01;3.538125e+02;5.634658e+01;3.903476e+01 
2008010909 358.659882 59.132534 8.718098e+00;3.580971e+02;5.885952e+01;9.677220e+02;3.597188e+02;5.718970e+01;3.917344e+01;3.577500e+02;5.634658e+01;3.790522e+01 
2008010912 359.533905 59.717377 8.687430e+00;3.595525e+02;5.982980e+01;9.671466e+02;2.531200e+00;5.803280e+01;3.766468e+01;4.500000e+00;5.943791e+01;3.313318e+01 
2008010915 0.730761 60.197906 7.996001e+00;3.600000e+02;6.066647e+01;9.668857e+02;4.781200e+00;6.056200e+01;3.437065e+01;4.781250e+00;6.056203e+01;3.437066e+01 
2008010918 1.943919 60.869232 7.452446e+00;3.600000e+02;6.121656e+01;9.677719e+02;0.000000e+00;5.859480e+01;3.262431e+01;4.500000e+00;6.168615e+01;3.065220e+01 
2008010921 2.930110 61.633118 7.059422e+00;3.600000e+02;6.140365e+01;9.698812e+02;2.531200e+00;5.887590e+01;3.309168e+01;4.781250e+00;5.915688e+01;3.003599e+01 
2008011000 3.541259 62.111736 6.414333e+00;1.168466e+00;6.164103e+01;9.719509e+02;2.250000e+00;5.915690e+01;3.044828e+01;4.500000e+00;5.943791e+01;2.881825e+01 
2008011003 4.076804 62.603241 6.021069e+00;2.245147e+00;6.204640e+01;9.735572e+02;4.218800e+00;5.943790e+01;2.689745e+01;4.781250e+00;6.196718e+01;2.608802e+01 
2008011006 4.993054 63.146599 5.589300e+00;2.883823e+00;6.244388e+01;9.745811e+02;5.062500e+00;6.224820e+01;2.658354e+01;5.062500e+00;6.224821e+01;2.658354e+01 
2008011009 6.186389 63.841862 5.045197e+00;3.854861e+00;6.288653e+01;9.764198e+02;5.062500e+00;6.224820e+01;2.489420e+01;5.062500e+00;6.224821e+01;2.489420e+01 
2008011012 6.746928 64.667656 4.331816e+00;4.201801e+00;6.336836e+01;9.776847e+02;5.625000e+00;6.252920e+01;2.568629e+01;5.625000e+00;6.252924e+01;2.568629e+01 
2008011015 8.990434 65.393379 3.946779e+00;4.769098e+00;6.371827e+01;9.793787e+02;6.468800e+00;6.309130e+01;2.296722e+01;6.187500e+00;6.281027e+01;2.274067e+01 
2008011018 12.439591 66.147369 3.646854e+00;1.000000e+25;1.000000e+25;9.883979e+02;6.750000e+00;6.337230e+01;2.183267e+01;7.875000e+00;6.393439e+01;1.933690e+01 
TRACK_ID 82 START_TIME 2008012003 MEDIAN_TIME 2008012318 ENSMBLE_MEMB 0 NAME C3S_STORM_TRACKS_ERA5;;;;;;;;;
POINT_NUM 59                           ;;;;;;;;;
2008012003 254.563171 37.719803 1.244802e+00;2.559983e+02;3.726766e+01;1.017686e+03;2.604375e+02;3.667450e+01;1.355661e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012006 255.089005 38.835758 1.451853e+00;2.557910e+02;3.924224e+01;1.016239e+03;2.610000e+02;3.639340e+01;1.586032e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012009 255.911575 38.775318 1.880517e+00;2.556985e+02;3.956545e+01;1.013953e+03;2.612812e+02;3.611240e+01;1.643414e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012012 256.471008 38.489311 2.384473e+00;2.556802e+02;3.954926e+01;1.012023e+03;2.610000e+02;3.639340e+01;1.714357e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012015 257.047791 38.459927 3.102069e+00;2.556749e+02;3.953818e+01;1.011508e+03;2.615625e+02;3.583140e+01;1.671927e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012018 257.487579 38.401859 3.563915e+00;2.565887e+02;3.975358e+01;1.011375e+03;2.607188e+02;3.639340e+01;1.363946e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012021 257.964539 38.265442 3.674255e+00;2.555381e+02;3.730791e+01;1.006681e+03;2.607188e+02;3.583140e+01;1.544806e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012100 258.037872 38.204220 4.141694e+00;2.557479e+02;3.733091e+01;1.006607e+03;2.624062e+02;3.555030e+01;1.874998e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012103 258.222168 38.312305 4.759882e+00;2.566288e+02;3.749965e+01;1.006965e+03;2.621250e+02;3.583140e+01;2.263853e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012106 258.680328 38.589836 4.986760e+00;2.561207e+02;3.710027e+01;1.007585e+03;2.640938e+02;3.498830e+01;2.292241e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012109 259.426392 38.918064 5.004067e+00;2.591375e+02;3.786725e+01;1.013926e+03;2.640938e+02;3.695550e+01;2.224638e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012112 260.471344 39.454517 4.898519e+00;2.610037e+02;3.860456e+01;1.017770e+03;2.643750e+02;3.723650e+01;2.175834e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012115 261.133636 39.641701 4.594392e+00;2.621970e+02;3.932032e+01;1.020011e+03;2.649375e+02;3.779860e+01;2.223814e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012118 261.864014 39.930515 4.371076e+00;2.629809e+02;3.972224e+01;1.019197e+03;2.646562e+02;3.723650e+01;2.297058e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012121 262.432648 39.722366 4.299241e+00;2.637986e+02;4.003460e+01;1.017324e+03;2.652188e+02;3.639340e+01;2.169095e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012200 264.573151 40.206345 4.444574e+00;2.650130e+02;4.073076e+01;1.019062e+03;2.652188e+02;3.498830e+01;1.980429e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012203 265.981812 40.338497 4.517653e+00;2.661397e+02;4.084115e+01;1.018163e+03;2.697188e+02;3.779860e+01;2.247736e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012206 268.365295 40.842148 4.551923e+00;2.680855e+02;4.128857e+01;1.017383e+03;2.722500e+02;3.751760e+01;2.481571e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012209 271.990265 41.584900 4.538459e+00;2.719205e+02;4.222277e+01;1.016436e+03;2.722500e+02;3.751760e+01;2.327242e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012212 276.569489 42.382103 4.581363e+00;2.744946e+02;4.312246e+01;1.013132e+03;2.826562e+02;3.892270e+01;2.443363e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012215 279.911072 43.112007 4.572167e+00;2.793164e+02;4.519215e+01;1.011870e+03;2.832188e+02;3.920370e+01;2.807113e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012218 282.937042 43.995121 4.454578e+00;2.819178e+02;4.518587e+01;1.009047e+03;2.843438e+02;3.948480e+01;2.875565e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012221 286.592346 44.954590 4.522003e+00;2.833669e+02;4.514017e+01;1.006606e+03;2.865938e+02;3.976580e+01;3.109083e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012300 290.559296 45.793297 4.795583e+00;1.000000e+25;1.000000e+25;1.010347e+03;2.925000e+02;4.173300e+01;3.316517e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012303 293.172913 46.043152 5.387960e+00;2.936443e+02;4.511060e+01;1.008013e+03;2.913750e+02;4.060890e+01;3.468134e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012306 295.605103 46.354465 5.840913e+00;2.978064e+02;4.868105e+01;1.002233e+03;2.995312e+02;4.398120e+01;3.712659e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012309 298.364655 46.985378 6.165329e+00;3.003538e+02;4.922139e+01;9.981968e+02;3.034688e+02;4.538640e+01;3.790441e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012312 301.877167 48.088871 6.931126e+00;3.037999e+02;4.916452e+01;9.984543e+02;3.079688e+02;4.651050e+01;3.930591e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012315 304.882843 48.943245 7.341354e+00;3.065291e+02;5.074873e+01;9.952418e+02;3.093750e+02;4.707260e+01;4.188040e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012318 308.002136 49.623074 7.507530e+00;3.093134e+02;5.181081e+01;9.911326e+02;3.135938e+02;4.875880e+01;4.439923e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012321 311.099915 50.565769 7.359710e+00;3.120458e+02;5.267488e+01;9.892479e+02;3.130312e+02;4.791570e+01;4.185088e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012400 314.170532 51.493938 7.125113e+00;3.157471e+02;5.376761e+01;9.878002e+02;3.192188e+02;4.988290e+01;4.497860e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012403 317.983673 52.928455 6.258975e+00;3.206142e+02;5.504117e+01;9.859100e+02;3.200625e+02;5.072600e+01;4.659001e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012406 322.666595 54.518417 5.977715e+00;3.247360e+02;5.628423e+01;9.828106e+02;3.206250e+02;4.988290e+01;4.518288e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012409 327.199677 56.029675 5.531271e+00;3.285835e+02;5.763148e+01;9.794241e+02;3.335625e+02;5.409830e+01;4.183802e+01;1.000000e+25;1.000000e+25;1.000000e+25 
2008012412 332.037537 57.944489 5.559588e+00;3.323831e+02;5.915023e+01;9.753627e+02;3.400312e+02;5.634660e+01;4.525036e+01;1.000000e+25;1.000000e+25;1.000000e+25 
