,storm_number,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14
28,11,0.0328823173256039,0.1956288317562917,0.8452285534199895,0.8489857538473748,0.0766851263729352,0.0036157893672846,2.664502070920141,0.3958420183200676,0.0280337586725064,0.0347089833894257,0.2527229846701472,1.1298278645652318,1.4120663886657092,0.1651968391233592,0.2023813750322672
31,3,0.5023311959074006,1.059744911535076,1.550042816175961,3.4731024457650426,0.3427830398002679,0.1572795305226519,3.630520570494787,0.7003762607669906,0.488139927955641,1.0613572007838623,1.022939525075476,2.108107265865736,1.6300097262994828,0.2229273422213353,4.142120831128223
35,64,1.0333075501473552,2.5869877291243126,0.875090302558648,8.492270134771633,1.3256398594075345,0.4003012003403127,6.750536542837607,3.3425702546999214,0.1747047985553224,4.834791358493064,1.284516624344574,1.147804006687804,0.6836002891016928,2.5744461303780617,10.26847359704546
43,16,3.205425156692409,0.3258509806193742,2.662760514232691,2.289149039471172,2.10782142211647,0.1711661527591497,5.9568654605760605,0.1745050656932697,0.1072822340652627,0.2781512780857975,2.371746219200729,6.467146054517655,5.607837724917784,0.0765446881319063,0.3310007872663781
44,5,5.589624192443603,4.664196690129876,0.8839381304544047,6.980465567929535,2.783952513792124,1.4907677582279597,5.238175232690547,1.6254495693193138,1.3490452685720784,0.2025541589718503,0.8002737504437439,1.1236096121480588,1.9126235031180252,1.0101656462736948,0.9838298826780378
45,21,2.460432737616044,2.3481093903363464,0.538029768842492,3.327112592467554,2.076743410220788,1.2746212469754166,3.1338903571614884,1.4236449571099992,0.6708812709000073,0.1551771378761914,1.200383546380316,0.714598244883498,0.8688304571004404,2.152861449148175,0.4095744896780152
48,69,3.0012371375029017,0.8915522831921143,4.886043852139546,0.8309974144967481,4.0045155691965855,1.5274371320462818,3.817325381092421,0.5991390310494633,0.3491060659548643,0.8415990210185926,4.25111837979324,9.547796105659426,9.459502050563316,0.9493203467189546,0.3900721847960998
51,68,4.124302323323004,3.0973612953749616,1.1257328243161404,3.1924775280969087,2.570357426239912,1.8351188321643928,7.410181518654898,2.080043922560259,1.0533581427698455,0.0060133547867551,2.2916727691055674,2.5457545880147925,1.847221329397796,0.7709232547698907,0.2486621147229465
52,39,0.6582113302837487,0.1001887752283454,1.2681048775258923,0.7389485167339628,0.380734060956897,0.2549171396168103,6.354049466774123,0.1272649732202242,1.2997734335246358,0.1263746855382239,0.569041186181764,3.17157363066186,3.761734100637048,0.7377901026112805,0.042063671148186
53,31,0.803111408402998,0.5124514420878591,0.3582650426656686,5.112582183569385,0.064177746325336,0.020120978495448,5.588425911364143,0.1799689118061577,0.0506776801433717,0.0287094905945649,1.2774273586863458,0.8677757894736818,0.5399212076938635,0.0517398891088783,0.6817152371242695
57,54,6.403041496317843,5.427343626724504,0.9862610439164252,6.70880078257304,4.794069092662266,1.0483713660624514,4.039687049175569,2.27145918757533,1.320832741450725,0.1630211834284927,1.1353704184211948,2.061335829289684,0.5597253257559291,0.8341422760479491,1.274580185796284
59,53,2.14187175890728,1.6085202600056463,0.8000888181965602,2.479745858836405,1.3625674650973485,0.4519365479620063,4.551975484929088,0.5770499706546346,1.1838662136884108,0.208950335063436,1.2633747743081645,1.0496039972802942,1.2844805044694692,0.0794762801741967,0.3043706603128629
62,72,0.9360193129408758,0.0576802165030675,4.81991159573269,0.0549947441221295,1.0388810771341448,0.3336881304518164,0.6574867881531268,0.2367230458615966,0.7711152899980329,0.3607225892017932,3.862704147695748,4.685938529917581,6.421876206751805,0.2453663181247061,0.5696395718726618
64,67,1.266809794671388,0.118078195476825,1.880397582379188,0.6553491147392856,0.9477846447795936,0.1635467605818507,2.284802050682048,0.0276438591249404,1.0651858180015632,0.1686140263835312,2.5388653797811203,3.074030070348929,2.864963893612332,0.4805403240183885,0.0847834765272077
65,32,2.0185656965782424,3.1862399374481707,0.2957755966093206,4.5583758995606285,3.3768759389744702,1.7509734243945645,4.45846440245708,2.6195602184148963,2.1943551536417267,0.5739989435212737,1.5284349448493817,0.4956378744355424,0.8401836838945586,0.2913860537275715,1.5310137496177396
66,89,5.34270468614883,0.7349062294408675,2.753444563440853,2.249151324499167,2.1156609137477607,0.2673610001001189,5.00094678351298,0.6708066500121596,0.1531106881037068,0.0192081307116066,3.1497181471010145,5.145659129865812,4.6378061074562655,0.3384651585749857,0.2033080607741263
67,49,0.7641040542718085,0.0184305839830848,0.6846097788978424,1.031863851587248,0.264484149943421,0.0512984471171806,4.610925271231453,0.0554655627381994,0.1683726918560398,0.2534639494343388,0.2246784399634564,1.2914793439751742,0.9500896497072115,0.0590542405267978,0.1243701456393316
71,34,2.940120427309589,2.3381666535533148,0.6439239185885803,3.290225438326876,3.272405058793777,0.0680014271302476,7.589121435416355,0.3986510978039561,0.5702925421930988,1.008115155869517,1.5999621654204288,2.2599953227875185,1.552480442887454,0.1321718778309633,0.9886960452922956
72,81,4.474556829083042,1.92019577782338,0.1073689750793513,2.143749228605325,1.9248856450471727,0.682428558006515,10.057049281337052,1.834713494744458,0.6804773053132758,0.8713143875343601,0.2833321814647148,0.4959832840202171,2.375651984919887,0.4813205277111566,0.4398366479529522
74,44,3.4157961959238,3.035836132326556,1.3589898875866775,2.92056799413337,2.5463844590987805,0.3181665663613398,7.113857596072516,0.9748058017291036,0.2687247595767185,0.0720514311600809,0.9492992749264778,1.519851228904801,1.2588565302203905,0.2379909696043542,0.192561887129717
77,47,5.3731736652765845,1.662381413829856,2.9792152769174,4.881123174674701,1.8071023124207664,0.1923964951645035,6.881974153864479,0.2642144472578409,1.58750572049367,0.0586906239791059,2.209388497630497,2.15910238555847,3.2066911019858737,1.5727708386416293,0.1591191498869028
79,62,1.861966844630864,1.0559407756663337,1.633869142266705,1.5524302226057831,0.688233666889689,1.0892302141165864,4.51693289080584,1.7280153752818688,0.6712225329925259,0.951983988369258,2.261931207217565,1.2719767773079966,1.427929979007261,0.6099722686055566,0.5666016873091625
80,77,0.3792683008241437,0.0160769245787778,3.594115578060844,0.0493047983362259,0.2524244108380639,0.1858284808369086,1.1609789684025678,0.0122589725525028,0.771614841328914,0.3027917283741793,4.44062899927851,1.8071939397929837,3.120919548089596,1.4274211698211436,0.1364619029084889
81,51,0.754295382258223,0.0560007137005524,1.6738625448557252,0.7587141109374408,0.6822913992164029,0.1262257614435638,2.996682049391852,0.0214035622659759,1.1558053688240175,0.1172379511654041,1.0603105440913814,3.0548934048222858,3.058717707436486,0.6931339960124447,0.0817188411126532
82,26,0.4158011670661987,0.0617019148650252,2.5807487166576792,0.2404272197326095,0.0762211650474915,0.1708029993262872,1.847517967144131,0.0767090796178193,0.182525043626291,0.0306826325660267,0.7696914222308617,1.5631526189306613,2.547479115654463,0.0322998155313558,0.0155239722047158
85,56,1.0913415742797108,1.7862276913924957,0.1141239791657046,4.413823106152901,1.0009935904692246,0.350858194234289,3.14748223722122,1.843139220513993,0.7103407738026583,1.3556519713385191,0.1518139756230803,0.411513191499277,0.262246808059386,1.2063245686233584,2.582947590232273
87,2,6.256020010848251,4.468614320505409,0.8930074030614511,7.6275670891535166,2.024862128981859,0.4059315278442251,5.873358167875909,1.3924592485885738,0.5639755288997613,0.4489047524391201,0.7438058737122127,4.385194881761166,3.703657165777129,0.2516472600949058,2.1320497151660227
88,12,0.7614294773845054,0.2789205207337932,3.388727374822084,2.370330585306343,1.0046502570076532,0.2032980205577737,2.9764476284303334,0.1059872290056738,0.0106788112977193,0.2155931340702856,1.2877438787486435,2.6947346018823835,1.9204517735837423,0.3098346987310068,1.2775596798970448
90,73,6.111008765936129,2.0288663230689568,2.368855470961821,5.345800802520257,2.6591096263184717,0.1318534339999095,6.800894358466576,0.6198007076937023,0.5667530479468237,0.340933209711832,1.8788765695206884,3.305028392439421,6.758086811821354,0.1826538708583707,0.148470836863803
91,8,2.457639590295265,1.9168377714349147,0.6788423878058765,2.8700547705664667,0.5464593770463044,0.1908125803614173,7.003382719938939,0.8434871840141095,0.0725145235075004,0.1650103489424832,0.9303185947394428,1.325057949127152,0.9590776853726996,0.3500418565110091,1.2892205186491588
92,83,2.453727654157053,1.2590278938672987,0.8978017817434829,4.037981288617736,0.7999463407613505,0.1721117349473684,4.205737434551484,0.8882624526890017,0.3941649486916843,0.431758965169397,1.735955044572494,1.6606437883904055,1.7432651368055812,0.0702126528568238,2.155770704999468
